actor,nepo,n_films,won_national,won_filmfare
Disha Pandey,False,1,False,False
Prateeksha Lonkar,False,1,False,False
Anneliese van der Pol,False,1,False,False
Revathi Pillai,False,1,False,False
Reshaa Sabarawal,False,1,False,False
Anil Charanjeett,False,1,False,False
Kirti Vaidhya,False,1,False,False
Rizwan Qazi,False,1,False,False
Sukanya Kulkarni,False,1,False,False
Ayesha Dharker,False,1,False,False
Kumar Saurabh,False,1,False,False
Arindita Kalita,False,1,False,False
Kalyanee Mulay,False,1,False,False
Rupa Dutta,False,1,False,False
Paanie Kashyap,False,1,False,False
Divya Seth,False,1,False,False
Anirudh Tanwar,False,1,False,False
Sid Makkar,False,1,False,False
Ajay Gehi,False,1,False,False
Waluscha de Sousa,False,1,False,False
Vijay Maurya,False,1,False,False
Adarsh Bharti,False,1,False,False
Voice over by,False,1,False,False
Karanvir Malhotra,False,1,False,False
Akhilesh Jain,False,1,False,False
Rituparno Ghosh,False,1,False,False
Vishal Lalwani,False,1,False,False
Jayshree Soni,False,1,False,False
Clive Standen,False,1,False,False
Sohail Lakhani,False,1,False,False
Parigna Pandya Shah,False,1,False,False
Maradona Rebello,False,1,False,False
Vishal Parpagga & Rupeshwari Sharma,False,1,False,False
Ariana Ayam,False,1,False,False
Chandrahas Tiwari,False,1,False,False
Vishal O Sharma,False,1,False,False
Fagun Thakrar,False,1,False,False
Pitobash,False,1,False,False
Nayanthara,False,1,False,False
Namashi Chakraborty,False,1,False,False
Sanskriti Bhatt,False,1,False,False
Hira Warina,False,1,False,False
Kunal Roy Kapoor,False,1,False,False
Tanima Bhattacharya,False,1,False,False
Ankita Shrivastava,False,1,False,False
Sara Arjun,False,1,False,False
Arti Gupta,False,1,False,False
Shashwita Sharma,False,1,False,False
Mehdi Nebbou,False,1,False,False
Suresh Kumbhar,False,1,False,False
Gayatri,False,1,False,False
Anshumaan Pushkar,False,1,False,False
Samita Bangargi,False,1,False,False
Ruchira Jadhav,False,1,False,False
Priya Gill,False,1,False,True
Gordon Warnecke,False,1,False,False
Hasan Zaidi,False,1,False,False
Deepa,False,1,False,False
Mohit Madan,False,1,False,False
Sanjay Sharma,False,1,False,False
Dhiraj Singh,False,1,False,False
Sharvari Wagh,False,1,False,False
Vandana Pathak,False,1,False,False
Vivek Anand Mishra,False,1,False,False
Twinkle Bajpai,False,1,False,False
Pooja Banerjee,False,1,False,False
Navdeep Chabbra,False,1,False,False
Quber Chauhan]],False,1,False,False
Naresh Kumar,False,1,False,False
Gajendra Chouhan,False,1,False,False
Ayush Tandon,False,1,False,False
Nilesh Sahay,False,1,False,False
Goonj Chand,False,1,False,False
Pramod Pathak,False,1,False,False
Mohit Agarwal,False,1,False,False
Veronica Vanij,False,1,False,False
Vinamarjot Singh Wraich,False,1,False,False
Sohrab Ardeshir,False,1,False,False
Shalu Singh,False,1,False,False
Sherrin Varghese,False,1,False,False
Neeta Mohindra,False,1,False,False
Imtiaz Ali,False,1,False,False
Gandharv Dewan,False,1,False,False
Aditya Singh,False,1,False,False
Nayab Aftab,False,1,False,False
Pashmina Roshan,True,1,False,False
J. Brandon Hill,False,1,False,False
Aditya Bal,False,1,False,False
Disha Kapoor,False,1,False,False
Satyendra Khare,False,1,False,False
Vinod Kambli,False,1,False,False
Aishwarya Rajesh,False,1,False,False
Ali Murad,False,1,False,False
Gurfateh Singh Pirzada,False,1,False,False
Rahul Avana,False,1,False,False
Ragini Nandwani,False,1,False,False
Zeishan Quadri,False,1,False,False
Aryan Singh Rana,False,1,False,False
Mandeep Kaur Mannnat,False,1,False,False
Samreen Kaur,False,1,False,False
Nimisha Sajayan,False,1,False,False
Abhiram Bhadkamkar,False,1,False,False
Sarah Thompson,False,1,False,False
Awan Pookot,False,1,False,False
Pooja Sawant,False,1,False,False
Srishti Srivastava,False,1,False,False
Arjun Punj,False,1,False,False
Yogita Bihani,False,1,False,False
Donny Kapoor,False,1,False,False
Dalip Singh Rana,False,1,False,False
Ankita Bhargava Patel,False,1,False,False
Akansha Sharma,False,1,False,False
Cherry Mardia,False,1,False,False
Sonal Jha,False,1,False,False
Leena,False,1,False,False
Mohd. Zeeshan Ayyub,False,1,False,False
Shaan,False,1,False,False
Anshuman Malhotra,False,1,False,False
Virender Sharma,False,1,False,False
Chetan Hansraj,False,1,False,False
Monica Castelino,False,1,False,False
Rocky Verma,False,1,False,False
Sapna,False,1,False,False
Vibhawari Deshpande,False,1,False,False
Rupali Ganguly,False,1,False,False
Farnaz Shetty,False,1,False,False
Shakti Kumar,False,1,False,False
Neetha Shetty,False,1,False,False
Vaquar,False,1,False,False
Hardika Sharma,False,1,False,False
Sanjeeb Dasgupta,False,1,False,False
Konkana Sen Sharma,False,1,False,False
Apurva Agnihotri,False,1,False,False
Satyakam Anand,False,1,False,False
Bidita Baig,False,1,False,False
Yukta Mookhey,False,1,False,False
Herry Tangri,False,1,False,False
Jyothi Rana,False,1,False,False
Gaurav Kapoor,False,1,False,False
Gurpreet Saini,False,1,False,False
Farrukh Jaffar,False,1,False,True
Raaghav Chanana,False,1,False,False
Tanmay Dhananiya,False,1,False,False
Gopal Datt,False,1,False,False
Talat Aziz,False,1,False,False
Rakhi Chadda,False,1,False,False
Gufi Paintal,False,1,False,False
Kiran,False,1,False,False
Anju Jadhav,False,1,False,False
Sonali Khare,False,1,False,False
Koel Purie,False,1,False,False
Ayesha Kaduskar,False,1,False,False
Bhavna Pani,False,1,False,False
Arjun Bajwa,False,1,False,False
Vidushi Mehra,False,1,False,False
Arjun Chakraborty,False,1,False,False
Aliza,False,1,False,False
Mahat Raghavendra,False,1,False,False
Nina Wadia,False,1,False,False
Ankit Bathla,False,1,False,False
Arka Das,False,1,False,False
Rakesh Chaturvedi,False,1,False,False
Supriya Vinod,False,1,False,False
Niraj Chauhan,False,1,False,False
Onjolee Nair,False,1,False,False
Roshni,False,1,False,False
Sophia Handa,False,1,False,False
Rahul Handa,False,1,False,False
Bhushan Insan,False,1,False,False
Manoj Bidwani,False,1,False,False
Komal Thacker,False,1,False,False
Farah Khan,False,1,False,False
Ayaan Ahmad,False,1,False,False
Hina Rehman,False,1,False,False
Nandu Madhav,False,1,False,False
Nary Singh,False,1,False,False
Ada Singh,False,1,False,False
Shyam Avtar Kedia,False,1,False,False
Aadil Abedi,False,1,False,False
Nazneen Ghaani,False,1,False,False
Pankaj Uniyal,False,1,False,False
Sidharth Shukla,False,1,False,False
Nitanshi Goel,False,1,False,True
Ben Hawkey,False,1,False,False
Shubhankar Tripathi,False,1,False,False
Jay Singh Rajpoot,False,1,False,False
Mohit Baghel,False,1,False,False
Faiz Mohammad,False,1,False,False
Anjali Anand,False,1,False,False
Rehmat Rattan,False,1,False,False
Amit Pachori,False,1,False,False
Shaheer Sheikh,False,1,False,False
Nisha Triloki,False,1,False,False
S. Sreesanth,False,1,False,False
Raayo S. Bakhirta,False,1,False,False
Madhu Sapre,False,1,False,False
Saurabh Singh,False,1,False,False
Dharmendra Gohil,False,1,False,False
Vyom Yadav,False,1,False,False
Rohit Rokhade,False,1,False,False
Imran Abbas,False,1,False,False
Mohan Aghashe,False,1,False,False
Rajeev Pillai,False,1,False,False
Aadhya Anand,False,1,False,False
Adil Ahmed,False,1,False,False
Shomendra Bose,False,1,False,False
Siddharth Dhawan,False,1,False,False
Atul Srivastava,False,1,False,False
Brandon Routh,False,1,False,False
Ashok Kaul,False,1,False,False
Sana Amin Sheikh,False,1,False,False
Reem Sheikh,False,1,False,False
Ava Mukherjee,False,1,False,False
Aashish Chanana,False,1,False,False
Pari Sehgal,False,1,False,False
Tamara D’Souza,False,1,False,False
Rama Krishna Dixit,False,1,False,False
Manukriti Pahwa,False,1,False,False
Vije Bhatia,False,1,False,False
Harish Bhimani,False,1,False,False
Shivam,False,1,False,False
Amit Bimrot,False,1,False,False
Jayesh Raj & Sonal Singh,False,1,False,False
Vikram Inamdar,False,1,False,False
Malti Chahar,False,1,False,False
Kanwalpreet Singh,False,1,False,False
Gaurav Kothari,False,1,False,False
Kanwaljeet Singh,False,1,False,False
Kanchan Agnihotri,False,1,False,False
Divya Palat,False,1,False,False
Hazel Keech,False,1,False,False
Harry Mearing,False,1,False,False
Ratna Neelam Pandey,False,1,False,False
Sonali Goswami,False,1,False,False
Arushi Sharma,False,1,False,False
Divita Juneja,False,1,False,False
Anusha Dandekar,False,1,False,False
Samta Sudiksha,False,1,False,False
Tanveer Zaidi,False,1,False,False
Ayesha Khanna,False,1,False,False
Aarohi Saud,False,1,False,False
Sagar Wahi,False,1,False,False
Siddhanth Sundar,False,1,False,False
Rohan Grover,False,1,False,False
Vikram Mastal,False,1,False,False
Sarvasva,False,1,False,False
Jas Pandher,False,1,False,False
Aarun Nagar,False,1,False,False
Rukmini Maitra,False,1,False,False
Anahita Uberoi,False,1,False,False
Jashn Agnihotri,False,1,False,False
Sadashiv Amrapurkar,False,1,False,False
Claudia Ciesla,False,1,False,False
Akaisha,False,1,False,False
Mrinal Kulkarni,False,1,False,False
Neeraj Vora,False,1,False,False
Swati Sharma,False,1,False,False
Prasad Purandare,False,1,False,False
Gurdeep Singh Mehndi,False,1,False,False
Himanshu Sharma,False,1,False,False
Ashwat Bhatt,False,1,False,False
Pranay Dixit,False,1,False,False
Sabina Sheema,False,1,False,False
Pearl V Puri,False,1,False,False
Abhijeet Sawant,False,1,False,False
Chigasu Takaku,False,1,False,False
Urfi Javed,False,1,False,False
Natasha Fernandez,False,1,False,False
Sahidur Rahaman,False,1,False,False
Abeer Khan,False,1,False,False
Karuna Pandey,False,1,False,False
Julie Tejwani,False,1,False,False
Raghu Raja,False,1,False,False
Namish Anand,False,1,False,False
Zara Sheikh,False,1,False,False
Varun Mitra,False,1,False,False
Sanjeev Tiwari,False,1,False,False
Dillzan Wadia,False,1,False,False
Shane Harper,False,1,False,False
Pasha Bocarie,False,1,False,False
Sonam Arora,False,1,False,False
Lin Laishram,False,1,False,False
Chandan Anand,False,1,False,False
Minakkshi Kalitaa,False,1,False,False
Prithvik Pratap,False,1,False,False
Rishi Bissa,False,1,False,False
Shahnawaz Bhat,False,1,False,False
Prashant Upadhyay,False,1,False,False
Radhika Menon,False,1,False,False
Omi Sharma,False,1,False,False
Ajith Vachani,False,1,False,False
Parambrata Chattopadhyay,False,1,False,False
Swati Seth,False,1,False,False
Aditii Arya Sharma,False,1,False,False
Bobby Vats,False,1,False,False
Vira Satidhar,False,1,False,False
Iain Glen,False,1,False,False
Kashmira Shah,False,1,False,False
Prakash Sagar,False,1,False,False
Shital Shah,False,1,False,False
Poorna Jagannathan,False,1,False,False
Afzaal Khan,False,1,False,False
Lakshvir Saran,False,1,False,False
Pia Bajpai,False,1,False,False
Laila Khan,False,1,False,False
Jeetu Shivhare,False,1,False,False
Rehman,False,1,False,True
Rocky Bhatia,False,1,False,False
Mahi Khanduri,False,1,False,False
M.A. Guddu,False,1,False,False
Arpit Chaudhary,False,1,False,False
Karishma Harshada,False,1,False,False
Puneet Vashisht,False,1,False,False
Vikram Koccher,False,1,False,False
Barkha Sengupta,False,1,False,False
Touqeer Khan,False,1,False,False
Simran Mundi,False,1,False,False
Anay,False,1,False,False
Qasim Bilal,False,1,False,False
Harshvardhan Deo,False,1,False,False
Voice-over by Kaustav Ghosh,False,1,False,False
Bhalchandra Kadam,False,1,False,False
Ram Charan,False,1,False,False
Rukmini Vijayakumar,False,1,False,False
Nagesh Bhonsle,False,1,False,False
Siddharth Randeria,False,1,False,False
Chittaranjan Giri,False,1,False,False
Siraj Khan,False,1,False,False
Yo Yo Honey Singh,False,1,False,False
Maanas Srivastavam,False,1,False,False
Dev Goel,False,1,False,False
Charu Arora,False,1,False,False
Faith,False,1,False,False
Firoz Irani,False,1,False,False
Brendan Fraser,False,1,False,False
Bhavin Bhanushali,False,1,False,False
Luke Kenny,False,1,False,False
Saachi Bindra,False,1,False,False
Karan Sharma,False,1,False,False
Neetu Kapoor,False,1,False,True
Akshay Rangshahi,False,1,False,False
K. K. Raina,False,1,False,False
Puja Sharma,False,1,False,False
Anuja Sathe,False,1,False,False
Sanah Kapur,False,1,False,False
Mithun Chakraborthy,False,1,False,False
Viveka Babajee,False,1,False,False
Garima Yagnik,False,1,False,False
Atif Jamil,False,1,False,False
Colin Farrell,False,1,False,False
Chaiti Ghoshal,False,1,False,False
Abhishek,False,1,False,False
Rudra Kanth,False,1,False,False
Sanjay Bhutiani,False,1,False,False
Isha Rikhi,False,1,False,False
Vivek Jha,False,1,False,False
Geeta Agrawal Sharma,False,1,False,False
Vinay Forrt,False,1,False,False
Ajay Chaudhary,False,1,False,False
Aashi Rawal,False,1,False,False
Anangsha Biswas,False,1,False,False
Shiva Suryavanshi,False,1,False,False
Ayushman Khurana,False,1,False,False
Gita Guha,False,1,False,False
Rina Rani,False,1,False,False
Asenla Jamir,False,1,False,False
Raju Srivastava,False,1,False,False
Gautami Kapoor,False,1,False,False
Shrenu Parikh,False,1,False,False
Nutan Sinha,False,1,False,False
Saira Mohan,False,1,False,False
Abhijeet Singh,False,1,False,False
Rudhraksh Jaiswal,False,1,False,False
Sanath Menon,False,1,False,False
Urvashi Chaudhary,False,1,False,False
Shadaab Khan,False,1,False,False
Garima Insan,False,1,False,False
Guest appearance in song,False,1,False,False
Pooja Dargan,False,1,False,False
Raju Sundaram,False,1,False,False
Manish Dayal,False,1,False,False
Dipti Verma,False,1,False,False
Rahul Jain,False,1,False,False
Archana,False,1,False,False
Anushka Ranjan,False,1,False,False
Samit Das,False,1,False,False
Ashok Insan,False,1,False,False
Christeena,False,1,False,False
Farah Karimi,False,1,False,False
Abhishek Sharma,False,1,False,False
Neha Hinge,False,1,False,False
Monica Gill,False,1,False,False
Myra Vishwakarma,False,1,False,False
Pragya Yadav,False,1,False,False
Rajesh Bhatt,False,1,False,False
Anshikaa Shrivastava,False,1,False,False
Aradhna Gupta,False,1,False,False
Sheetal Menon,False,1,False,False
Ritabhari Chakraborty,False,1,False,False
Ahan Shetty,True,1,False,False
Ayesha Raza Mishra,False,1,False,False
Kasam Ali,False,1,False,False
Mehreen Pirzada,False,1,False,False
Meher,False,1,False,False
Vipin Kaushik,False,1,False,False
Anurag Singh,False,1,False,False
Mohit Baisla,False,1,False,False
Ajay Sinh Rathod,False,1,False,False
Kuldeep Sareen,False,1,False,False
Navdip Singh,False,1,False,False
Archana Shastry,False,1,False,False
Niraj Kabi,False,1,False,False
Agastya Nanda,True,1,False,False
Hyder Kazmi,False,1,False,False
Dippanita Sharma,False,1,False,False
Ayesha Khan,False,1,False,False
Rajiv Kumar,False,1,False,False
Anusha Sampath,False,1,False,False
Rohin Robert,False,1,False,False
Sonam Mukherjee,False,1,False,False
Waluscha De Sousa,False,1,False,False
Deeksha Seth,False,1,False,False
Chahat Mughal,False,1,False,False
Rahul Godara,False,1,False,False
Tarun Khanna,False,1,False,False
Harshita Panwar,False,1,False,False
Lalit Bisht,False,1,False,False
Sameer Paranjape,False,1,False,False
Rohit Chaudhary,False,1,False,False
Rajiv Kapoor,False,1,False,False
Sumit Tandon,False,1,False,False
Natasa Stankovic,False,1,False,False
Nimisha Mehta,False,1,False,False
Gireesh Sahdev,False,1,False,False
Gihana Khan,False,1,False,False
Lalit Tiwari,False,1,False,False
Neelam Kulkarni,False,1,False,False
Ashruth Jain,False,1,False,False
Rubina Dilaik,False,1,False,False
Sudhanshu Rai,False,1,False,False
Ritwik Bhowmik,False,1,False,False
Akarsh Khurana,False,1,False,False
Amit Verma,False,1,False,False
Vindu Dara Singh,False,1,False,False
Shashi Ranjan,False,1,False,False
Priyanka Sharma,False,1,False,False
Maya Sarao,False,1,False,False
Reshmi Nigam,False,1,False,False
Sugandha Ram,False,1,False,False
Durgesh Kumar,False,1,False,False
Ajay Kumar Singh,False,1,False,False
Ashish Tyagi,False,1,False,False
Javed Shaikh,False,1,False,False
Malak Shah,False,1,False,False
Jiya Sarang,False,1,False,False
Naveen Polishetty,False,1,False,False
Purva Parag,False,1,False,False
Asha Singh,False,1,False,False
Aneet Padda,False,1,False,False
Jagrat Desai,False,1,False,False
Bhumika Gurung,False,1,False,False
Prachi Save,False,1,False,False
Purnanand Wandekar,False,1,False,False
Ankita Chouhan,False,1,False,False
Meenu Hooda,False,1,False,False
Daniel Weber,False,1,False,False
Chandrabhushan Singh,False,1,False,False
Anu Mitra,False,1,False,False
Hritiqa Chheber,False,1,False,False
James McAvoy,False,1,False,False
Sushama Reddy,False,1,False,False
Alieesa Badresia,False,1,False,False
Raj Tara,False,1,False,False
Ravi Verma,False,1,False,False
Shannon Esra,False,1,False,False
Laksh Singh,False,1,False,False
Yaman Chatwal,False,1,False,False
Satendra Bagasi,False,1,False,False
Surendra Pal,False,1,False,False
Shirish Sharma,False,1,False,False
Bilal Amrohi,False,1,False,False
Hussain Kuwajerwala,False,1,False,False
Krishna Chaturvedi,False,1,False,False
Aaliya Singh,False,1,False,False
Shrinivas Pokale,False,1,False,False
Amit Singh Kashyap,False,1,False,False
Vikrant Anand,False,1,False,False
Jihan Jeetendra Hodar,False,1,False,False
Gemma Atkinson,False,1,False,False
Aamna Shariff,False,1,False,False
Charu Vyas,False,1,False,False
Gaurav More,False,1,False,False
Karan Hariharan,False,1,False,False
Mike Singh,False,1,False,False
Falaq Naaz,False,1,False,False
Khushboo Gupta,False,1,False,False
Rahul,False,1,False,False
Sarwar Ahuja,False,1,False,False
Chitraganda Chakraborty,False,1,False,False
Angela Krislinzki,False,1,False,False
Megha Saxsena,False,1,False,False
T. R. Bijulal,False,1,False,False
Bellamkonda Sreenivas,False,1,False,False
Indira Tiwari,False,1,False,False
Ravi Sarma,False,1,False,False
Anchal Anand,False,1,False,False
Revathy,False,1,False,False
Shantilal Mukherjee,False,1,False,False
Anant Vidhaat,False,1,False,False
Rajendra Sethi,False,1,False,False
Alekh Sangal,False,1,False,False
Naresh Gosain,False,1,False,False
Naman Jain,False,1,False,False
Nikita Thukral,False,1,False,False
Shalini Vatsa,False,1,False,False
Ashish Nayyar,False,1,False,False
Ridhima Singh,False,1,False,False
Abid Ali,False,1,False,False
Karan Oberoi,False,1,False,False
Aditya Singh Rajput,False,1,False,False
Nakul Kapoor,False,1,False,False
Gillian Anderson,False,1,False,False
Minnisha Lamba,False,1,False,False
Rajnikanth,False,1,False,False
Manzar Sehbai,False,1,False,False
Pawan Waval,False,1,False,False
KevJumba,False,1,False,False
Aarav Khanna,False,1,False,False
Geetika Vidhya Olyan,False,1,False,False
Manoj Kumar Sharma,False,1,False,False
Ariana Sajnani,False,1,False,False
Parvathy,False,1,False,False
Vaibhav Tatwawaadi,False,1,False,False
Hugh Bonneville,False,1,False,False
Kshayp,False,1,False,False
Chaitnya Bhosale,False,1,False,False
Arifin Shuvoo,False,1,False,False
Tannaz Irani,False,1,False,False
Padma Lakshmi,False,1,False,False
Natasha Suri,False,1,False,False
Anjini Dhawan,False,1,False,False
Zoha Rahman,False,1,False,False
Riyaz Khan,False,1,False,False
Shivani Thakur,False,1,False,False
Dhruv Ganesh,False,1,False,False
Kranti Prakash Jha,False,1,False,False
Anupam Maanav,False,1,False,False
Anuritta K Jha,False,1,False,False
Aryan Prajapati,False,1,False,False
Anoop Soni,False,1,False,False
Manikk Chaudhary,False,1,False,False
Nate Scholz,False,1,False,False
Sahil Mehta,False,1,False,False
Rajendra Chawla,False,1,False,False
Arya Banerjee,False,1,False,False
Vipul Gupta,False,1,False,False
Abhijit Acharjee,False,1,False,False
Sameksha,False,1,False,False
Ibraheem Choudhry,False,1,False,False
Akkash Basant,False,1,False,False
Sikandar Kharbanda,False,1,False,False
Ankita Sahu,False,1,False,False
Vivek Gombher,False,1,False,False
Amol Gupte,False,1,False,True
Tanay Chheda,False,1,False,False
Rajni Mehta,False,1,False,False
Akshat Bhatia,False,1,False,False
Abhimanyu Arun,False,1,False,False
Satyadeep Misra,False,1,False,False
Mohan Kapur,False,1,False,False
Manisha Rai,False,1,False,False
Kavita Kapoor,False,1,False,False
Gautam Sarkar,False,1,False,False
Neha Gosain,False,1,False,False
Animated characters,False,1,False,False
Khusbhoo Purohit,False,1,False,False
Shameen Shaikh,False,1,False,False
Munish Khan,False,1,False,False
Divyansh Dwivedi,False,1,False,False
Virginia Rodrigues,False,1,False,False
Randhir Singh Thakur,False,1,False,False
Tobby Hinston,False,1,False,False
Regina Cassandra,False,1,False,False
Naman Tripathy,False,1,False,False
Rajeev Siddhartha,False,1,False,False
Rahul Vohra,False,1,False,False
Harleen Sethi,False,1,False,False
Muskaan Mihani,False,1,False,False
Amit Thakkar,False,1,False,False
Sahil Patel,False,1,False,False
Art Malik,False,1,False,False
Suzzanna Mukherjee,False,1,False,False
Bharati Sharma,False,1,False,False
Dipika Kakar,False,1,False,False
Money Sabharwal,False,1,False,False
Benjamin Schoefer,False,1,False,False
Bhanu Uday,False,1,False,False
Nigel Borade,False,1,False,False
Anushka Sen,False,1,False,False
Sheena Chohan,False,1,False,False
Dipti Dhotre,False,1,False,False
Nisha Bains,False,1,False,False
Prince Parvinder Singh,False,1,False,False
Nethra Raghuraman,False,1,False,False
Ellora Patnaik,False,1,False,False
Mahi Soni,False,1,False,False
Asha Bhosle,False,1,False,False
Moushmi Chatterjee,False,1,False,False
Shalini Vats,False,1,False,False
Sneha Wagh,False,1,False,False
Edilsy Vargas,False,1,False,False
Shashank Singh,False,1,False,False
Rohit KaduDeshmukh and,False,1,False,False
Shivin Narang,False,1,False,False
Megha Verma,False,1,False,False
Nithya Menen,False,1,False,False
Aruna Irani,False,1,False,True
Jashan Singh & Priyanka Shukla,False,1,False,False
Rohit Kumar,False,1,False,False
Biju Rehana Khan,False,1,False,False
Poonam Pandey,False,1,False,False
Sikandar,False,1,False,False
Azmeri Haque Badhon,False,1,False,False
Chinmay Kambli,False,1,False,False
Inayat Sharma,False,1,False,False
Seema Saini,False,1,False,False
Amardeep Jha,False,1,False,False
Rishabh Arora,False,1,False,False
Soham Deepak,False,1,False,False
Marc Anwar,False,1,False,False
Malaika Arora Khan,False,1,False,False
Khushmeet Gill,False,1,False,False
Freddy Daruwala,False,1,False,False
Bodhisattva Sharma,False,1,False,False
Sapna Choudhry,False,1,False,False
Sandeep Goyat,False,1,False,False
Anjori Alagh,False,1,False,False
Mehul Buch,False,1,False,False
Aaman Devgan,True,1,False,False
Bhavna Ruparel,False,1,False,False
Jyoti Dubey,False,1,False,False
Sachiin J. Joshi,False,1,False,False
Raj Suri,False,1,False,False
Madhur Mittal,False,1,False,False
Diya Hayat,False,1,False,False
Akanksha Puri,False,1,False,False
Rishabh,False,1,False,False
Amyth Sethi,False,1,False,False
Akruti Agrawal,False,1,False,False
Shubhangini Srivas,False,1,False,False
Amitosh Nagpal,False,1,False,False
Pooja Kanwal,False,1,False,False
Simon Frenay,False,1,False,False
Pooja Kumar,False,1,False,False
Maanuv Bhardawaj,False,1,False,False
Rajesh Insan,False,1,False,False
Rita Bhaduri,False,1,False,True
Varinder Singh Ghuman,False,1,False,False
Anshul Kataria,False,1,False,False
Rahul Mittra,False,1,False,False
Tanmay Dhanania,False,1,False,False
Rashmi Desai,False,1,False,False
Sajjad Delafrooz,False,1,False,False
Aryaman Ramsay,False,1,False,False
Archan Trivedi,False,1,False,False
Geeta Agrawal,False,1,False,False
Rajendra Prasad,False,1,False,False
Ritika Badiani,False,1,False,False
Shraddha Srinath,False,1,False,False
Armaan Jain,True,1,False,False
Abir Goswami,False,1,False,False
Sheena Shahabadi,False,1,False,False
Navnindra Behl,False,1,False,False
Himmanshoo A. Malhotra,False,1,False,False
Mannara Chopra,False,1,False,False
Partho,False,1,False,False
Preeti Mehra,False,1,False,False
M. K. Raina,False,1,False,False
Antara Biswas,False,1,False,False
Shiva Rindan,False,1,False,False
Nicolette Bird,False,1,False,False
Janya Joshi,False,1,False,False
Nagarjuna,False,1,False,False
Aditya Om,False,1,False,False
Nimisha Vakharia,False,1,False,False
Shilpa Navalkar,False,1,False,False
and,False,1,False,False
Sagar Arya,False,1,False,False
Rithvik Dhanjani,False,1,False,False
Keerthy Suresh,False,1,False,False
Nidhi Bisht,False,1,False,False
Mukesh Khanna,False,1,False,False
Tathastu,False,1,False,False
Sid Mallya,False,1,False,False
Padmanabh,False,1,False,False
Anand Abhyankar,False,1,False,False
Mohit Marwah,True,1,False,False
Raj Premi,False,1,False,False
Momal Sheikh,False,1,False,False
Tapsee Pannu,False,1,False,False
Rasika Aagashe,False,1,False,False
Amala Akkineni,False,1,False,False
Priyanka Upendra,False,1,False,False
Srinivas Sunderrajan,False,1,False,False
Mohit Ghai,False,1,False,False
Danish Aslam,False,1,False,False
Gyan Prakash,False,1,False,False
Paresh Mehta,False,1,False,False
Himanshu Tiwari,False,1,False,False
Nicole Faria,False,1,False,False
Amy Maghera,False,1,False,False
Reshma Modi,False,1,False,False
Mohit Malhotra,False,1,False,False
Riya Baluni,False,1,False,False
Gunjan Vyas,False,1,False,False
Saba Qamar,False,1,False,True
Arsh Sehrawat,False,1,False,False
Lucy Pinder,False,1,False,False
Sharvil Patel,False,1,False,False
Aisha Sharma,False,1,False,False
Manisha Singh,False,1,False,False
Suha Gezen,False,1,False,False
Samarth Chaturvedi,False,1,False,False
Brande Roderick,False,1,False,False
Neelofar Hamid,False,1,False,False
Pooja Tawde,False,1,False,False
Riddhi Sen,False,1,False,False
Kanika Batra,False,1,False,False
Zahan Kapoor,False,1,False,False
Saranya,False,1,False,False
Ayushman Khurrana,False,1,False,False
Sudipto Balav,False,1,False,False
Ankit Mohan,False,1,False,False
Alaya Furniturewala,False,1,False,False
Hina Tasleem,False,1,False,False
Ahilya Bamroo,False,1,False,False
Anisa,False,1,False,False
Shaana Diya,False,1,False,False
Surbhi Tiwari,False,1,False,False
Sania Jhankar,False,1,False,False
Mukul Chadda,False,1,False,False
Garry Gill,False,1,False,False
Rocky Rupkumar Patra,False,1,False,False
Imran Ahmed Khan,False,1,False,False
Haseena Sofi,False,1,False,False
Priyanka Shah,False,1,False,False
Manu Rishi Chaddha,False,1,False,False
Mridula Mahajan,False,1,False,False
Kalpan Mitra,False,1,False,False
Alizeh Agnihotri,False,1,False,False
Paru Uma,False,1,False,False
Giselle Monteiro,False,1,False,False
Alan Kapoor,False,1,False,False
Venkatesh,False,1,False,False
Amy Rasimas,False,1,False,False
Lakshmi Manchu,False,1,False,False
Anup Jalota,False,1,False,False
Sachin Suvarna,False,1,False,False
Siddharth Kher,False,1,False,False
Shakun Batra,False,1,False,False
Jiiva,False,1,False,False
Himir Gandhi,False,1,False,False
Prasenjit Chatterjee,False,1,False,False
Jeet Goshwami,False,1,False,False
Pooja Gandhi,False,1,False,False
Anil Rastogi,False,1,False,False
Rohit Juneja,False,1,False,False
Prachi Shah,False,1,False,False
Asad Sikandar,False,1,False,False
Anuj Singh Duhan,False,1,False,False
Rahil Tandon,False,1,False,False
VJ Andy,False,1,False,False
Shhivam Kakar,False,1,False,False
Amit Varma,False,1,False,False
Neha Bhasin,False,1,False,False
Meenakshi Dixit,False,1,False,False
Tanveer Hashmi,False,1,False,False
Ashwat Kanth Sharma.,False,1,False,False
B. Jayashree,False,1,False,False
Ankit Raaj,False,1,False,False
Karthik Jayaram,False,1,False,False
Gayatri Joshi,False,1,False,False
Nakuul Mehta,False,1,False,False
Sushma Seth,False,1,False,True
Zac Efron,False,1,False,False
Daniel Kaleb,False,1,False,False
Lethia Nall,False,1,False,False
Rishabh Pathak,False,1,False,False
Dinesh Bawra,False,1,False,False
Yuvraj Haral,False,1,False,False
Dev Chauhan,False,1,False,False
Aanamika Bawa,False,1,False,False
Mishika Chourasia,False,1,False,False
Yasir Iftikhar Khan,False,1,False,False
Matt Phillips,False,1,False,False
Sasha Goradia,False,1,False,False
Jack Gaud,False,1,False,False
Sanjay Chakraborty,False,1,False,False
