actor,nepo,n_films,won_national,won_filmfare
Shazahn Padamsee,False,3,False,False
Raj Arjun,False,3,False,True
Salil Acharya,False,3,False,False
Anjan Srivastav,False,3,False,False
Rehan Khan,False,3,False,False
Santosh Juvekar,False,3,False,False
Suvinder Vicky,False,3,False,False
Sheeba Chadha,False,3,False,False
Sunny Hinduja,False,3,False,False
Chitrangda Singh,False,3,False,False
Amar Upadhyay,False,3,False,False
Gaurav Pandey,False,3,False,False
Rushad Rana,False,3,False,False
Vivek Shauq,False,3,False,False
Aanjjan Srivastav,False,3,False,False
Usha Jadhav,False,3,False,False
Rajendra Gupta,False,3,False,False
Sameer Dharmadhikari,False,3,False,False
Feroz Khan,False,3,False,True
Plabita Borthakur,False,3,False,False
Varun Badola,False,3,False,False
Reecha Sinha,False,3,False,False
Lauren Gottlieb,False,3,False,False
Ninad Kamat,False,3,False,False
Sarah-Jane Dias,False,3,False,False
Rajesh Khattar,False,3,False,False
Harish Khanna,False,3,False,False
Paresh Ganatra,False,3,False,False
Kirti Reddy,False,3,False,False
Shweta Tiwari,False,3,False,False
Yatin Karyekar,False,3,False,False
Denzil Smith,False,3,False,False
Sandeepa Dhar,False,3,False,True
Nitesh Pandey,False,3,False,False
Sahil Anand,False,3,False,False
Aashim Gulati,False,3,False,False
Vikas Anand,False,3,False,False
Jatin Grewal,False,3,False,False
Inayat Verma,False,3,False,False
Aarti Chhabria,False,3,False,False
Sharvari,False,3,False,False
Aarya Babbar,False,3,False,False
Ishita Raj Sharma,False,3,False,False
Kiran Juneja,False,3,False,False
Faisal Malik,False,3,False,False
Zaira Wasim,False,3,False,True
Bharati Achrekar,False,3,False,False
Khushi Kapoor,True,3,False,False
Tushar Pandey,False,3,False,False
Meher Vij,False,3,False,False
Prosenjit Chatterjee,False,3,False,False
Mansi Multani,False,3,False,False
Aindrita Ray,False,3,False,False
Kubbra Sait,False,3,False,False
Sachiin Joshi,False,3,False,False
Akshay Kapoor,False,3,False,False
Tridha Choudhury,False,3,False,False
Madhavan,False,3,False,False
Raai Laxmi,False,3,False,False
Ashish Chaudhary,False,3,False,False
Swini Khara,False,3,False,False
Pallavi Sharda,False,3,False,False
Tanuj Virwani,False,3,False,False
Inaamulhaq,False,3,False,False
Anita Hassanandani,False,3,False,False
Jiah Khan,False,3,False,True
Ishita Sharma,False,3,False,False
Abhay Verma,False,3,False,False
Karan Kundra,False,3,False,False
Rajit Kapoor,False,3,False,False
Shivaji Satam,False,3,False,False
Karan Khanna,False,3,False,False
Raju Kher,False,3,False,False
Aamir Ali,False,3,False,False
Heena Panchal,False,3,False,False
Navneet Nishan,False,3,False,False
Kitu Gidwani,False,3,False,False
Sushmita Mukherjee,False,3,False,False
Smilie Suri,False,3,False,False
Ankita Lokhande,False,3,False,False
Anant V Joshi,False,3,False,False
Rajeev Mehta,False,3,False,False
Vijay Sethupathi,False,3,False,False
Mansi Dovhal,False,3,False,False
Vrajesh Hirjee,False,3,False,False
Shivaleeka Oberoi,False,3,False,True
Nivedita Bhattacharya,False,3,False,False
Manav Vij,False,3,False,False
Shadab Kamal,False,3,False,False
Elli AvrRam,False,3,False,False
Kapil Jhaveri,False,3,False,False
Tara Deshpande,False,3,False,False
Yash Pandit,False,3,False,False
Gavie Chahal,False,3,False,False
Ajaz Khan,False,3,False,False
Snehal Dabi,False,3,False,False
Simran Kaur Mundi,False,3,False,False
Simran,False,3,False,True
Nidhi Singh,False,3,False,False
Ankur Nayyar,False,2,False,False
Aksha Pardasany,False,2,False,False
Saadhika Randhawa,False,2,False,False
Shilpa Anand,False,2,False,False
Jaya Prada,False,2,False,True
Sarah Jane Dias,False,2,False,False
Monica Bedi,False,2,False,False
Sheetal Singh,False,2,False,False
Prabal Panjabi,False,2,False,False
Sanjay Bishnoi,False,2,False,False
Bikramjeet Kanwarpal,False,2,False,False
Digangana Suryavanshi,False,2,False,False
Jamnadas Majethia,False,2,False,False
Shivam Bhaargava,False,2,False,False
Manurishi Chaddha,False,2,False,False
Anuradha Menon,False,2,False,False
Alok Chaturvedi,False,2,False,False
Shamim Khan,False,2,False,False
Sonia Balani,False,2,False,False
Jagapathi Babu,False,2,False,False
Mohammad Samad,False,2,False,False
Mamta Kulkarni,False,2,False,False
Pranati Rai Prakash,False,2,False,False
Vikram Chatwal,False,2,False,False
Karan Patel,False,2,False,False
Siddhi Idnani,False,2,False,False
Tanvi Vyas,False,2,False,False
Mahakshay Chakraborty,False,2,False,False
Ferena Wazeir,False,2,False,False
Uday Sabnis,False,2,False,False
Dwij Yadav,False,2,False,False
Sakshi Gulati,False,2,False,False
Nausheen Ali Sardar,False,2,False,False
Vedang Raina,False,2,False,False
Sangram Singh,False,2,False,False
Mia Uyeda,False,2,False,False
Mika Singh,False,2,False,False
Malavika Mohanan,False,2,False,False
Parvathy Omanakuttan,False,2,False,False
Sasha Agha,False,2,False,False
Krushna Abhishek,False,2,False,False
Shekhar Kapur,False,2,False,False
Vedita Pratap Singh,False,2,False,False
Abhilash Chaudhary,False,2,False,False
Dara Singh,False,2,False,False
Priyanka Kothari,False,2,False,False
Tejaswini Kolhapure,False,2,False,False
Ashima Bhalla,False,2,False,False
Sanjay Narvekar,False,2,False,True
Rasheed Naz,False,2,False,False
Priya Bapat,False,2,False,False
Taaruk Raina,False,2,False,False
Vaibhav Jhalani,False,2,False,False
Dhairya Karwa,False,2,False,False
Meera Vasudevan,False,2,False,False
Rajendranath Zutshi,False,2,False,False
Vivek Dahiya,False,2,False,False
Ishitta Arun,False,2,False,False
Swati Kapoor,False,2,False,False
Aparna Bajpai,False,2,False,False
Vivek Madan,False,2,False,False
Madalasa Sharma,False,2,False,False
Pinky Rajput,False,2,False,False
Zarine Khan,False,2,False,False
Chhaya Kadam,False,2,False,False
Jaya Bhattacharya,False,2,False,False
Arvind Swami,False,2,False,False
Vikram,False,2,False,False
Naseer Abdullah,False,2,False,False
Anurag Sinha,False,2,False,False
Rahul Pendkalkar,False,2,False,False
Palash Sen,False,2,False,False
Sunidhi Chauhan,False,2,False,False
Reyhna Malhotra,False,2,False,False
Naina Ganguly,False,2,False,False
Tanuja,False,2,False,True
Ipshita Chakraborty Singh,False,2,False,False
Harrdy Sandhu,False,2,False,False
J. D. Chakravarthy,False,2,False,False
Shikha Talsania,False,2,False,False
Dinesh Lamba,False,2,False,False
Amrit Maghera,False,2,False,False
Jassie Gill,False,2,False,False
Narayani Shastri,False,2,False,False
Junaid Khan,True,2,False,False
Ravi Gossain,False,2,False,False
Sadhana Singh,False,2,False,False
Deepshika,False,2,False,False
Vikas Sethi,False,2,False,False
Suparna Marwah,False,2,False,False
Bhoomika Chawla,False,2,False,False
Vijayant Kohli,False,2,False,False
Salman Yusuff Khan,False,2,False,False
Sumit Nijhawan,False,2,False,False
Smita Tambe,False,2,False,False
Gurdas Maan,False,2,False,False
Ayesha Kapur,False,2,False,True
Amar Babaria,False,2,False,False
Sukant Goel,False,2,False,False
Arvind Swamy,False,2,False,False
Rasika Duggal,False,2,False,False
Parth Samthaan,False,2,False,False
Amita Pathak,False,2,False,False
Sparsh Srivastav,False,2,False,False
Girish Kumar,False,2,False,False
Manisha Kelkar,False,2,False,False
Devoleena Bhattacharjee,False,2,False,False
Shiv Darshan,False,2,False,False
Delnaaz Irani,False,2,False,False
Nikhil Pandey,False,2,False,False
Uvika Choudhary,False,2,False,False
Andrea Jeremiah,False,2,False,False
Pankaj Kapoor,False,2,False,False
Elli Avram,False,2,False,False
Rashami Desai,False,2,False,False
Satyadeep Mishra,False,2,False,False
Pradeep Kharab,False,2,False,False
Angira Dhar,False,2,False,False
Nafisa Ali,False,2,False,False
Randheer Rai,False,2,False,False
Rituraj Singh,False,2,False,False
Sunita Rajwar,False,2,False,False
Arjun Fauzdar,False,2,False,False
Ankur Bhatia,False,2,False,False
Adi Irani,False,2,False,False
Ravi Kissen,False,2,False,False
Farooq Shaikh,False,2,False,False
Voice-over by,False,2,False,False
Monali Thakur,False,2,False,False
Sonu Nigam,False,2,False,False
Diana Khan,False,2,False,False
Luv Sinha,True,2,False,False
Raqesh Bapat,False,2,False,False
Varun Buddhadev,False,2,False,False
Karan Kapadia,False,2,False,False
Vishakha Singh,False,2,False,False
Karishma,False,2,False,False
Amir Dalvi,False,2,False,False
Palak Tiwari,False,2,False,False
Pooja Thakur,False,2,False,False
Svar Kamble,False,2,False,False
Zohra Sehgal,False,2,False,False
Pranitha Subhash,False,2,False,False
Zulfi Syed,False,2,False,False
Devansh Doshi,False,2,False,False
Adhvik Mahajan,False,2,False,False
Prashant Raj Sachdev,False,2,False,False
Neil Mukesh,False,2,False,False
Kal Penn,False,2,False,False
Satyajeet Dubey,False,2,False,False
Vega Tamotia,False,2,False,False
Ishrat Ali,False,2,False,False
Alyy Khan,False,2,False,False
Mona Ambegaonkar,False,2,False,False
Shreya Sharma,False,2,False,False
Tripta Parashar,False,2,False,False
Chetan Pandit,False,2,False,False
Shibani Bedi,False,2,False,False
Elnaaz Norouzi,False,2,False,False
Shaurya Chauhan,False,2,False,False
Shekhar Suman,False,2,False,False
Vicky Ahuja,False,2,False,False
Ankur Vikal,False,2,False,False
Gabriela Bertante,False,2,False,False
Shashi Bhushan,False,2,False,False
K.K. Raina,False,2,False,False
Piaa Bajpai,False,2,False,False
Harsh Nagar,False,2,False,False
Naveen Kasturia,False,2,False,False
Anya Singh,False,2,False,False
Anupama Verma,False,2,False,False
Divya Menon,False,2,False,False
Gizele Thakral,False,2,False,False
Sukhottam Insan,False,2,False,False
Mishti,False,2,False,False
Boloram Das,False,2,False,False
Nakul Vaid,False,2,False,False
Chahat Khanna,False,2,False,False
A. K. Hangal,False,2,False,False
Zaheer Iqbal,False,2,False,False
Dilip Prabhavalkar,False,2,False,False
Sonali Sachdev,False,2,False,False
Kainaat Arora,False,2,False,False
Honeypreet Insan,False,2,False,False
Anindita Nayar,False,2,False,False
Gauri Karnik,False,2,False,False
Sohaila Kapur,False,2,False,False
Sarfaraz Khan,False,2,False,False
Suzanna Mukherjee,False,2,False,False
Mohsin Akhtar,False,2,False,False
Alexx O'Nell,False,2,False,False
Sumit Suri,False,2,False,False
Siddharth,False,2,False,True
Gippy Grewal,False,2,False,False
Ankur Rathee,False,2,False,False
Danny Saru,False,2,False,False
Navneet Kaur,False,2,False,False
Anushka Manchanda,False,2,False,False
Shruti Bapna,False,2,False,False
Neelu Kohli,False,2,False,False
Izabelle Leite,False,2,False,False
Deepak Antani,False,2,False,False
Bijou Thaangjam,False,2,False,False
Sulagna Panigrahi,False,2,False,False
Meera,False,2,False,False
Hina Khan,False,2,False,False
Rajesh Shringarpure,False,2,False,False
Tara D'Souza,False,2,False,False
Tina Rana,False,2,False,False
Deepraj Rana,False,2,False,False
Amit Kumar Vashisth,False,2,False,False
Navni Parihar,False,2,False,False
Karan Kundrra,False,2,False,False
Pankaj Jha,False,2,False,False
Deepshikha Nagpal,False,2,False,False
Aadar Jain,True,2,False,False
Karishma Sharma,False,2,False,False
Vivek Mushran,False,2,False,False
Master Ali Haji,False,2,False,False
Sadha,False,2,False,False
Ash Chandler,False,2,False,False
Palomi Ghosh,False,2,False,False
Nazia Hussain,False,2,False,False
Ritika Singh,False,2,False,False
Khalid Siddiqui,False,2,False,False
Sonia Kapoor,False,2,False,False
Anant Jog,False,2,False,False
Sharmin Segal,False,2,False,True
Rekha Rana,False,2,False,False
Thakur Anoop Singh,False,2,False,False
Avika Gor,False,2,False,False
Asha Negi,False,2,False,False
Madhoo,False,2,False,True
Sadia Khateeb,False,2,False,True
Rohit Kokate,False,2,False,False
Neha Oberoi,False,2,False,False
Niki Walia,False,2,False,False
Rajkumar Rao,False,2,False,True
Gunjan Malhotra,False,2,False,False
Rishi Verma,False,2,False,False
Arun Bakshi,False,2,False,False
Kritika Kamra,False,2,False,False
Seema Azmi,False,2,False,False
Vivek Vaswani,False,2,False,False
Akshay Anand,False,2,False,False
Pradeep Rawat,False,2,False,False
Aanchal Munjal,False,2,False,False
Akshara Haasan,False,2,False,False
Arbaaz Ali Khan,False,2,False,False
Nishant Singh Malkani,False,2,False,False
Soham Shah,False,2,False,False
Dulquer Salmaan,False,2,False,False
Amit Behl,False,2,False,False
Raju Srivastav,False,2,False,False
Aditya Raj Kapoor,False,2,False,False
Ajay Jadeja,False,2,False,False
Rohit Suresh Saraf,False,2,False,False
Dev Sharma,False,2,False,False
Manorama,False,2,False,False
Monalisa,False,2,False,False
Rohan Shah,False,2,False,False
Nassar Abdullah,False,2,False,False
Saba Azad,False,2,False,False
Pankaj Dheer,False,2,False,False
Aditi Vasudev,False,2,False,False
A.K. Hangal,False,2,False,False
Gaurav Chanana,False,2,False,False
Paras Arora,False,2,False,False
Narendra Jha,False,2,False,False
Akash Thosar,False,2,False,False
Rupinder Nagra,False,2,False,False
Rajat Rawail,False,2,False,False
Mita Vashisht,False,2,False,False
Padmini Kolhapure,False,2,False,True
Zain Khan Durrani,False,2,False,False
Sarala Kariyawasam,False,2,False,False
Suchitra Krishnamurthy,False,2,False,False
Aushima Sawhney,False,2,False,False
Salil Ankola,False,2,False,False
Saurabh Goyal,False,2,False,False
Rajbeer Singh,False,2,False,False
Roopa Ganguly,False,2,False,False
Shreyas Pardiwalla,False,2,False,False
Kunal Vijaykar,False,2,False,False
Riddhi Dogra,False,2,False,False
Gautam Gulati,False,2,False,False
Nishigandha Wad,False,2,False,False
Sheena Bajaj,False,2,False,False
Vikas Giri,False,2,False,False
Chandrachoor Rai,False,2,False,False
Girish Kulkarni,False,2,False,False
Anita Kanwar,False,2,False,True
Rajesh Khera,False,2,False,False
Arfi Lamba,False,2,False,False
Nathalia Kaur,False,2,False,False
Jatin Goswami,False,2,False,False
Chunky Panday,False,2,False,False
Sohaila Kapoor,False,2,False,False
Sumeet Nijhawan,False,2,False,False
Zuber K. Khan,False,2,False,False
Karan Deol,True,2,False,False
Vidyut Jamwal,False,2,False,False
Akshay Singh,False,2,False,False
Atul Srivastav,False,2,False,False
Medha Shankar,False,2,False,False
Lalit Behl,False,2,False,False
Aaishvary Thackeray,False,2,False,False
Shilpa Shirodkar,False,2,False,True
Tenzin Dalha,False,2,False,False
Patralekha Paul,False,2,False,False
Jassi Gill,False,2,False,False
Varun Thakur,False,2,False,False
Vikas Shrivastav,False,2,False,False
Asin Thottumkal,False,2,False,True
Shubh Mukherjee,False,2,False,False
Kamlesh Sawant,False,2,False,False
Parul Gulati,False,2,False,False
Shehnaaz Gill,False,2,False,False
Ravi Kale,False,2,False,False
Rajeev Raj,False,2,False,False
Ankur Khanna,False,2,False,False
Aditya Lakhia,False,2,False,False
Warina Hussain,False,2,False,False
Kainaz Motivala,False,2,False,False
Surveen Chawla,False,2,False,False
Ishita Dutta,False,2,False,False
Supriya Shukla,False,2,False,False
Tina Ahuja,False,2,False,False
Tanya Maniktala,False,2,False,False
Preeti Desai,False,2,False,False
Anil George,False,2,False,False
Sonali Raut,False,2,False,False
Salim Diwan,False,2,False,False
Caterina Murino,False,2,False,False
Shruti Sharma,False,2,False,False
Krystle D'Souza,False,2,False,False
Ibrahim Ali Khan,True,2,False,False
Manish Chaudhary,False,2,False,False
Nikhat Khan,False,2,False,False
Ankita Makwana,False,2,False,False
Vijay Patkar,False,2,False,False
Megha Akash,False,2,False,False
Muzammil Ibrahim,False,2,False,False
Pragya Jaiswal,False,2,False,False
Chetna Pande,False,2,False,False
Sonya Jehan,False,2,False,False
Mandana Karimi,False,2,False,False
Ehsaan Qureshi,False,2,False,False
Nazneen Patel,False,2,False,False
Vikram Kapadia,False,2,False,False
Gulzar Inder Chahal,False,2,False,False
Amin Gazi,False,2,False,False
Khushboo Upadhyay,False,2,False,False
Charu Shankar,False,2,False,False
Shama Sikander,False,2,False,False
Shirley Setia,False,2,False,False
Ishita Chauhan,False,2,False,False
Nirmal Pandey,False,2,False,False
Jatin Khurana,False,2,False,False
Zoya Afroz,False,2,False,False
Mammootty,False,2,True,False
Cyrus Broacha,False,2,False,False
Roshni Chopra,False,2,False,False
Gaurav Arora,False,2,False,False
Aditya Kapadia,False,2,False,False
Jyothika,False,2,False,True
Prakash Belawadi,False,2,False,False
Abhishek Chauhan,False,2,False,False
Vaibhav Tatwawadi,False,2,False,False
Kiran Karmarkar,False,2,False,False
Humayun Saeed,False,2,False,False
Auritra Ghosh,False,2,False,False
Siddharth Makkar,False,2,False,False
Teeshay Shah,False,2,False,False
Ihana Dhillon,False,2,False,False
Aadil Khan,False,2,False,False
Siddharth Koirala,False,2,False,False
Nyra Banerjee,False,2,False,False
Samir Kochhar,False,2,False,False
Aditya Rawal,False,2,False,True
Shashank Udapurkar,False,2,False,False
Pooja Pandey,False,2,False,False
Moushumi Chatterjee,False,2,False,True
Ayaz Khan,False,2,False,False
Madhurima Tuli,False,2,False,False
Vikram Kumar,False,2,False,False
Aruna Shields,False,2,False,False
Aslam Khan,False,2,False,False
Ruhi Singh,False,2,False,False
Sudheer Babu,False,2,False,False
Rucha Inamdar,False,2,False,False
Subodh Bhave,False,2,False,False
Neha Chauhan,False,2,False,False
Arjumman Mughal,False,2,False,False
Varsha Usgaonkar,False,2,False,False
Anusha Dhandekar,False,2,False,False
Chandan Roy,False,2,False,False
Geeta Basra,False,2,False,False
Naved Aslam,False,2,False,False
Mouli Ganguly,False,2,False,False
Sonia Mann,False,2,False,False
Abhinav Shukla,False,2,False,False
Mihir Ahuja,False,2,False,False
Kavita Radheshyam,False,2,False,False
Rupa Bhimani,False,2,False,False
Prajakta Koli,False,2,False,True
Saloni Aswani,False,2,False,False
Abhishek Kumar,False,2,False,False
Mahima Makwana,False,2,False,False
Rashmi Somvanshi,False,2,False,False
Anjali Singh,False,1,False,False
Reena Aggarwal,False,1,False,False
Rajveer Singh,False,1,False,False
Sampat Pal Devi,False,1,False,False
Neha Ghelot,False,1,False,False
Gehana Vasisth,False,1,False,False
Saadhika,False,1,False,False
Shahib Chopra,False,1,False,False
Nandini Vaid,False,1,False,False
Afiq Muiz,False,1,False,False
Dinesh Hingoo,False,1,False,False
Shilpa Saklani,False,1,False,False
Khayali,False,1,False,False
Vaidhei Singh,False,1,False,False
Jamie Lever,False,1,False,False
Jason Lewis,False,1,False,False
Jyoti Gauba,False,1,False,False
Sonia Birje,False,1,False,False
Sophie Chaudhry,False,1,False,False
Lehar Khan,False,1,False,False
Benaf Dadachandji,False,1,False,False
Gaurav Nanda,False,1,False,False
Mann Patel,False,1,False,False
Harsh Vashisht,False,1,False,False
Saachi Tiwari,False,1,False,False
Mohit Alawat,False,1,False,False
Gaurav Paswala,False,1,False,False
Yuki Ellias,False,1,False,False
Aarav Negi,False,1,False,False
Gagan Pradeep,False,1,False,False
Nimisha Nair,False,1,False,False
Sneha Dhabi,False,1,False,False
Daivik Bhagela,False,1,False,False
Priya Raina,False,1,False,False
Ganesh Venkatraman,False,1,False,False
Neha Dubey,False,1,False,False
Ashar Shaikh,False,1,False,False
Dhruv Jagasiya,False,1,False,False
N. T. Rama Rao Jr.,False,1,False,False
Natasha Fernandez &,False,1,False,False
Om Kanojiya,False,1,False,False
Tusharr Khanna,False,1,False,False
Shubh Joshi,False,1,False,False
Siddharth Gupta,False,1,False,False
Aayushi Sharma,False,1,False,False
Surbhi Jyoti,False,1,False,False
Mrunmayee Lagoo,False,1,False,False
Naren Kumar,False,1,False,False
Ribbhu Mehra,False,1,False,False
Abhilash Thapleyal,False,1,False,False
Daisy Bopanna,False,1,False,False
Sabah Kapoor,False,1,False,False
Naga Chaitanya,False,1,False,False
Vickrant Mahajan,False,1,False,False
Lubna Salim,False,1,False,False
Sachin Chaudhary,False,1,False,False
Tota Roy Choudhury,False,1,False,False
Saadat Khan,False,1,False,False
Nagma,False,1,False,False
Shenaz Treasuryvala,False,1,False,False
Ananth Narayan Mahadevan,False,1,False,False
Sylvester Stallone,False,1,False,False
Vihaan Samat,False,1,False,False
Chelsie Preston Crayford,False,1,False,False
Puru Raaj Kumar,False,1,False,False
Rachel Shelley,False,1,False,False
Sakshi Sivanand,False,1,False,False
Neeraj Ayush Pandey,False,1,False,False
Arjun Radhakrishnan,False,1,False,False
Chahatt Khanna,False,1,False,False
Suhana Khan,True,1,False,False
Swapna Nair,False,1,False,False
Kavita Tripathi,False,1,False,False
Arijita Roy,False,1,False,False
Aayush Kumar,False,1,False,False
Radha Bhatt,False,1,False,False
Ruhani Sharma,False,1,False,False
Dhritiman Chatterjee,False,1,False,False
Ankush Mohit,False,1,False,False
Osama bin Laden,False,1,False,False
Mantra Mugdha,False,1,False,False
Madhavi Singh,False,1,False,False
Rishaab Chauhaan,False,1,False,False
Rizwan Haider,False,1,False,False
Simran Deep,False,1,False,False
Ekta Sawant,False,1,False,False
Himansu Bhatt,False,1,False,False
Siddharth Van Shipley,False,1,False,False
Anuj Sachdeva,False,1,False,False
Atul Mongia,False,1,False,False
Chetanya Adib,False,1,False,False
Puneet Singh Ratn,False,1,False,False
Arya Mitra Sharma,False,1,False,False
Soma Goyal,False,1,False,False
Aarti Agarwal,False,1,False,False
Pitobash Tripathy,False,1,False,True
Fazlur Rahman Babu,False,1,False,False
Sachi Ruia,False,1,False,False
Smriti Kashyap,False,1,False,False
Kiren Jog,False,1,False,False
Sayandeep Sengupta,False,1,False,False
Sindhu Tolani,False,1,False,False
Vekeana Dhillon,False,1,False,False
Girija Oak,False,1,False,False
Angel,False,1,False,False
Kartik Tiwari,False,1,False,False
Ishita Salot,False,1,False,False
Varun Kapoor,False,1,False,False
Nidhi Agerwal,False,1,False,False
Kushal Tandon,False,1,False,False
Jaz Pandher,False,1,False,False
Julian Sands,False,1,False,False
Karan Grover,False,1,False,False
Jaanyaa Joshi,False,1,False,False
Gopal Thakur,False,1,False,False
Neelay Mehendale,False,1,False,False
Vatsal Seth,False,1,False,False
Anuj Saini,False,1,False,False
Mischa Barton,False,1,False,False
Vasanth Santosham,False,1,False,False
Kamini Kaushal,False,1,False,True
Shlokka Pandit,False,1,False,False
Arshad Khan,False,1,False,False
Beyounick,False,1,False,False
Alisha Baig,False,1,False,False
Rohitash Gaud,False,1,False,False
Bhavesh Kumar,False,1,False,False
Ekta Singh,False,1,False,False
Shefali Shetty,False,1,False,False
Hardil Kanaba,False,1,False,False
Nakul Roshan Sahdev,False,1,False,False
Shardul Bharadwaj,False,1,False,False
Sulabha Arya,False,1,False,False
Jividha Sharma,False,1,False,False
Aamir Raza Hussain,False,1,False,False
Bharti Singh,False,1,False,False
Daman Baggan,False,1,False,False
Indrani Haldar,False,1,False,False
Mukti Mohan,False,1,False,False
Parul Yadav,False,1,False,False
Sandesh Jadhav,False,1,False,False
Pawan Chopra,False,1,False,False
Yashaswini Dayama,False,1,False,False
Ryanna Skye,False,1,False,False
Neha Pendse,False,1,False,False
Kenny Desai,False,1,False,False
Master Abhishek Sharma,False,1,False,False
Shekhar Ravjiani,False,1,False,False
Tamanna Dipak,False,1,False,False
Avinash Bhargava,False,1,False,False
Hitesh Patel,False,1,False,False
Aakash Sharma,False,1,False,False
Sandhya Shetty,False,1,False,False
Bhupendra Jadawat,False,1,False,False
Uttkarsh Majumdar,False,1,False,False
Sharbani Mukherji,False,1,False,False
Samir Sharma,False,1,False,False
Heenee Kaushik,False,1,False,False
Kamaal Khan,False,1,False,False
Shaleen Bhanot,False,1,False,False
Manu Rishi Chadha,False,1,False,False
Simran Sharma,False,1,False,False
Sai Lokur,False,1,False,False
Jigar Rupareliya,False,1,False,False
Abhishek Duhan,False,1,False,False
Sammir Dattani,False,1,False,False
Puru Chibber,False,1,False,False
Aditi Charak,False,1,False,False
Kavi Raz,False,1,False,False
Vishishtha Chawla,False,1,False,False
Guru Randhawa,False,1,False,False
Paresh Pahuja,False,1,False,False
Varsha Rekhate,False,1,False,False
Amanda Bhogal,False,1,False,False
Tripta Chopra,False,1,False,False
Mayur Patole,False,1,False,False
Sunny Pawar,False,1,False,False
Ashok Kumar,False,1,False,True
Neel Motwani,False,1,False,False
Siddharth Haldipur,False,1,False,False
Mohan Kapoor,False,1,False,False
Anaika Soti,False,1,False,False
Pooja Bhalekar,False,1,False,False
Gurpreet Ghuggi,False,1,False,False
Shwetaabh Singh,False,1,False,False
Atul Shrivastava,False,1,False,False
Ashwin Chitale,False,1,False,False
Tinu Verma,False,1,False,False
Gautam Gupta,False,1,False,False
Yash Soni,False,1,False,False
Priyanka Mehta,False,1,False,False
Ilene Hamann,False,1,False,False
Amrita Chattopadhyay,False,1,False,False
Talia Benson,False,1,False,False
Riya Vij,False,1,False,False
Viraaj Kumar,False,1,False,False
Faezeh Jalali,False,1,False,False
Gautam Vij,False,1,False,False
Anmol Chopra,False,1,False,False
Krishna Gautam,False,1,False,False
Zhu Zhu,False,1,False,False
Mrunmayi Deshpande,False,1,False,False
Aparna Sharma,False,1,False,False
Sunil Pal,False,1,False,False
Saurabh Sachdeva,False,1,False,False
Gitanjali Rao,False,1,False,True
Lakshya,False,1,False,False
Harshita Gaur,False,1,False,False
Martin Sheen,False,1,False,False
Nandish Singh,False,1,False,False
Sapna Sand,False,1,False,False
Ritisha Khaund,False,1,False,False
Asseem Merchant,False,1,False,False
Tariq Khan,False,1,False,False
Rasika Joshi,False,1,False,False
Bharti Soni,False,1,False,False
Medha Shankr,False,1,False,False
Mini Pandit,False,1,False,False
Supriya Kumari,False,1,False,False
Manish Bhawan,False,1,False,False
Aarushi Sharma,False,1,False,False
Manju,False,1,False,False
Sheetal Bhavishi,False,1,False,False
Anish Trivedi,False,1,False,False
Mahender Nath,False,1,False,False
Sunil Abhyankar,False,1,False,False
Samarpan Singh,False,1,False,False
Mohammed Faisal Usmani,False,1,False,False
Rajiv Sethi,False,1,False,False
Hitesh Agrawal,False,1,False,False
Jayant Kripalani,False,1,False,False
Mikhil Chindaramani,False,1,False,False
Sudev Nair,False,1,False,False
Karan Verma,False,1,False,False
Ayesha Raza,False,1,False,False
Ananya Khare,False,1,False,False
Sweeny Khara,False,1,False,False
Sayyeshaa,False,1,False,False
Medha Rana,False,1,False,False
Talha Arshad Reshi,False,1,False,False
Angana Roy,False,1,False,False
Sunny Prajapati,False,1,False,False
Achintya Bose,False,1,False,False
Harish Patel,False,1,False,False
Vaibhav,False,1,False,False
Sandeep Singh,False,1,False,False
Cyli Khare,False,1,False,False
Anant Joshi,False,1,False,False
Julia Bliss,False,1,False,False
Hitesh Malhan,False,1,False,False
Pakhi Tyrewala,False,1,False,False
Assad Raja,False,1,False,False
Rajshree Thakur,False,1,False,False
Ashwath Bhatt,False,1,False,False
Manish Jhanjholia,False,1,False,False
Himarsha Venkatsamy,False,1,False,False
Naina Sareen,False,1,False,False
Khali,False,1,False,False
Aasif Khan,False,1,False,False
Kuldeep Ruhil,False,1,False,False
Sachin Parikh,False,1,False,False
Ravi Bhatia,False,1,False,False
Bachchan Pachera,False,1,False,False
Shashank,False,1,False,False
Rukshar Dhillon,False,1,False,False
Sameer Aftab,False,1,False,False
Ashish Sharma,False,1,False,False
Jishnu Raghavan,False,1,False,False
Yash Gulati,False,1,False,False
Shruti Hassan,False,1,False,False
Simran Bagga,False,1,False,False
Farrukh Seyer,False,1,False,False
Trisha Krishnan,False,1,False,False
Farhan Khan,False,1,False,False
Karan Singh Chhabra,False,1,False,False
Shruti Marathe,False,1,False,False
Rashmi Nigam,False,1,False,False
Rajkumar Patra,False,1,False,False
Genelia D'souza,False,1,False,False
Mansha Bahl,False,1,False,False
Reemma Sen,False,1,False,False
Shubham Srivastav,False,1,False,False
Ananya Pandey,False,1,False,False
Shweta Agarwal,False,1,False,False
Pia Bajpiee,False,1,False,False
Saru Maini,False,1,False,False
Reema Debnath,False,1,False,False
Krishna Kumar,False,1,False,False
Manasvi Mamgai,False,1,False,False
Trisha Kale,False,1,False,False
Shaji Chaudhary,False,1,False,False
