actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director,imdb_rating,imdb_votes,imdb_matched_title
Saif Ali Khan,yes,2019,Laal Kaptaan,2.36,yes,Navdeep Singh,7.2,5766,Laal Kaptaan
Saif Ali Khan,yes,2020,Dil Bechara,,yes,Mukesh Chhabra,8.3,137771,Dil Bechara
Saif Ali Khan,yes,2020,Jawaani Jaaneman,44.77,yes,Nitin Kakkar,6.5,8719,Jawaani Jaaneman
Saif Ali Khan,yes,2020,Tanhaji,368.00,yes,Om Raut,,,
Saif Ali Khan,yes,2021,Bhoot Police,,yes,Pavan Kirpalani,6.6,28383,Bhoot Police
Saif Ali Khan,yes,2021,Bunty Aur Babli 2,22.12,yes,Varun V. Sharma,4.1,4673,Bunty Aur Babli 2
Saif Ali Khan,yes,2022,Vikram Vedha,135.03,yes,Pushkar–Gayathri,7.1,27399,Vikram Vedha
Saif Ali Khan,yes,2023,Adipurush,350.00,yes,Om Raut,2.6,137537,Adipurush
Saif Ali Khan,yes,2025,Jewel Thief,,yes,Kookie Gulati Robbie Garewal,5.1,1033,Jewel Thief
Saira Mohan,no,2010,Teen Patti,7.63,no,Leena Yadav,4.2,1687,Teen Patti
Saiyami Kher,no,2016,Mirzya,13.50,yes,Rakeysh Omprakash Mehra,4.6,1969,Mirza's Lady
Saiyami Kher,no,2020,Choked,,no,Anurag Kashyap,5.7,6013,Choked
Saiyami Kher,no,2020,Unpaused,,no,Raj & D.K Nitya Mehra Nikkhil Advani Tannishtha Chatterjee Avinash Arun,7.0,2757,Unpaused
Saiyami Kher,no,2023,8 A.M. Metro,,no,Raj R,7.7,2502,8 A.M. Metro
Saiyami Kher,no,2023,Ghoomer,7.00,yes,R. Balki,7.5,12840,Ghoomer
Saiyami Kher,no,2024,Agni,,no,Rahul Dholakia,7.1,15437,Agni
Saiyami Kher,no,2024,Sharmajee Ki Beti,,no,Tahira Kashyap Khurana,5.9,5207,Sharmajee Ki Beti
Saiyami Kher,no,2025,Jaat,119.24,yes,Gopichand Malineni,6.0,13345,Jaat
Sajal Ali,no,2017,Mom,175.70,yes,Ravi Udyawar,7.2,13270,Mom
Sajjad Delafrooz,no,2023,Hukus Bukus,,no,Vinay Bharadwaj Saumitra Singh,7.4,34,Hukus Bukus
Sakha Kalyani,no,2014,Machhli Jal Ki Rani Hai,,no,Debaloy Dey,2.4,342,Machhli Jal Ki Rani Hai
Saksham Dayma,no,2020,Court Martial,,no,Sourabh Srivastava,7.0,327,Court Martial
Sakshi Gulati,no,2008,Contract,,no,Ram Gopal Varma,4.1,276,Contract
Sakshi Gulati,no,2010,The Film Emotional Atyachar,,no,Akshay Shere,6.2,328,The Film Emotional Atyachar
Sakshi Shivanand,no,2003,Aapko Pehle Bhi Kahin Dekha Hai,,no,Anubhav Sinha,4.7,356,Aapko Pehle Bhi Kahin Dekha Hai
Sakshi Sivanand,no,2007,Jahan Jaaeyega Hamen Paaeyega,,no,Janmendra Ahuja,4.3,63,Jahan Jaaeyega Hamen Paaeyega
Sakshi Tanwar,no,2009,Coffee House,,no,Gurbir Grewal,7.5,15,Coffee House
Sakshi Tanwar,no,2016,Dangal,2160.00,yes,Nitesh Tiwari,8.3,243597,Dangal
Sakshi Tanwar,no,2018,Mohalla Assi,,yes,Chandraprakash Dwivedi,,,
Sakshi Tanwar,no,2021,Dial 100,,no,Rensil D'Silva,5.9,4001,Dial 100
Sakshi Tanwar,no,2024,Sharmajee Ki Beti,,no,Tahira Kashyap Khurana,5.9,5207,Sharmajee Ki Beti
Salamn Bhatt,no,2022,Hai Tujhe Salaam India,,no,Avanish Kumar,7.7,44,Hai Tujhe Salaam India
Salil Acharya,no,2007,Awarapan,,yes,Mohit Suri,7.4,9633,Awarapan
Salil Acharya,no,2014,3 A.M.,,no,Vishal Mahadkar,,,
Salil Acharya,no,2019,Family of Thakurganj,15.00,no,Manoj K. Jha,5.3,979,Family of Thakurganj
Salil Ankola,no,2002,Pitaah,,yes,Mahesh Manjrekar,6.4,830,Pitaah
Salil Ankola,no,2004,Silence Please...The Dressing Room,,no,Sanjay Srinivas,3.7,22,Silence Please... The Dressing Room
Salim Diwan,no,2016,Bollywood Diaries,,no,K.D. Satyam,6.0,320,Bollywood Diaries
Salim Diwan,no,2024,Aliya Basu Gayab Hai,,no,Preeti Singh,5.8,2818,Aliya Basu Gayab Hai
Salima Raza,no,2020,Ram Singh Charlie,,no,Nitin Kakkar,7.9,1771,Ram Singh Charlie
Salman Khan,yes,2000,Chal Mere Bhai,22.28,yes,David Dhawan,4.8,3925,Chal Mere Bhai
Salman Khan,yes,2000,Dhai Akshar Prem Ke,16.30,yes,Raj Kanwar,,,
Salman Khan,yes,2000,Dulhan Hum Le Jayenge,36.87,yes,David Dhawan,5.2,4228,Dulhan Hum Le Jayenge
Salman Khan,yes,2000,Har Dil Jo Pyar Karega,32.45,yes,Raj Kanwar,5.2,5326,Har Dil Jo Pyar Karega...
Salman Khan,yes,2000,Kahin Pyaar Na Ho Jaaye,13.40,yes,K. Muralimohana Rao,4.5,2823,Kahin Pyaar Na Ho Jaaye
Salman Khan,yes,2001,Chori Chori Chupke Chupke,37.51,yes,Abbas Mustan,5.5,5918,Chori Chori Chupke Chupke
Salman Khan,yes,2002,Hum Tumhare Hain Sanam,34.76,yes,K. S. Adhiyaman,5.4,8427,Hum Tumhare Hain Sanam
Salman Khan,yes,2002,Tumko Na Bhool Paayenge,19.89,yes,Pankaj Parashar,5.7,3721,Tumko Na Bhool Paayenge
Salman Khan,yes,2002,Yeh Hai Jalwa,10.88,yes,David Dhawan,4.8,3139,Yeh Hai Jalwa
Salman Khan,yes,2003,Baghban,43.11,yes,Ravi Chopra,7.4,18905,Baghban
Salman Khan,yes,2003,Tere Naam,24.54,yes,Satish Kaushik,7.2,22648,In Your Name
Salman Khan,yes,2004,Dil Ne Jise Apna Kahaa,13.54,yes,Atul Agnihotri,,,
Salman Khan,yes,2004,Garv,23.48,yes,Puneet Issar,,,
Salman Khan,yes,2004,Mujhse Shaadi Karogi,62.00,yes,David Dhawan,6.7,18869,Mujhse Shaadi Karogi
Salman Khan,yes,2004,Phir Milenge,5.43,yes,Revathy,6.2,2563,Phir Milenge
Salman Khan,yes,2005,Kyon Ki,23.15,yes,Priyadarshan,5.6,5369,Kyon Ki...
Salman Khan,yes,2005,Lucky: No Time for Love,27.81,yes,Radhika Rao Vinay Sapru,4.7,4121,Lucky: No Time for Love
Salman Khan,yes,2005,Maine Pyaar Kyun Kiya?,47.22,yes,David Dhawan,5.6,6525,Maine Pyaar Kyun Kiya
Salman Khan,yes,2005,No Entry,95.14,yes,Anees Bazmee,6.6,14075,No Entry
Salman Khan,yes,2006,Baabul,39.00,yes,Ravi Chopra,5.4,3864,Baabul
Salman Khan,yes,2006,Jaan-E-Mann,46.26,yes,Shirish Kunder,,,
Salman Khan,yes,2006,Saawan... The Love Season,,yes,Saawan Kumar Tak,2.7,1546,Saawan... The Love Season
Salman Khan,yes,2006,Shaadi Karke Phas Gaya Yaar,5.02,yes,K. S. Adiyaman,4.1,1633,Shaadi Karke Phas Gaya Yaar
Salman Khan,yes,2007,Marigold,2.29,yes,Willard Carroll,4.9,2195,Marigold
Salman Khan,yes,2007,Partner,101.00,yes,David Dhawan,5.9,15038,Partner
Salman Khan,yes,2007,Saawariya,39.22,yes,Sanjay Leela Bhansali,5.2,8870,Saawariya
Salman Khan,yes,2007,Salaam-e-Ishq: A Tribute to Love,52.24,yes,Nikhil Advani,,,
Salman Khan,yes,2008,God Tussi Great Ho,25.61,yes,Rumi Jaffery,3.8,5514,God Tussi Great Ho
Salman Khan,yes,2008,Hello,17.96,yes,Atul Agnihotri,3.3,2429,Hello
Salman Khan,yes,2008,Heroes,25.44,yes,Samir Karnik,5.7,2483,Heroes
Salman Khan,yes,2008,Yuvvraaj,31.22,yes,Subhash Ghai,4.1,4997,Yuvvraaj
Salman Khan,yes,2009,London Dreams,41.31,yes,Vipul Shah,5.4,5216,London Dreams
Salman Khan,yes,2009,Main Aurr Mrs Khanna,14.60,yes,Prem Soni,3.4,3576,Me and Mrs. Khanna
Salman Khan,yes,2009,Wanted,93.23,yes,Prabhu Deva,6.6,29570,Wanted
Salman Khan,yes,2010,Dabangg,221.14,yes,Abhinav Kashyap,6.3,37410,Dabangg
Salman Khan,yes,2010,Veer,68.11,yes,Anil Sharma,4.6,10180,Veer
Salman Khan,yes,2011,Bodyguard,252.99,yes,Siddique,4.8,30737,Bodyguard
Salman Khan,yes,2011,Ready,180.00,yes,Anees Bazmee,5.0,22246,Ready
Salman Khan,yes,2011,Tell Me O Kkhuda,,yes,Hema Malini,2.5,414,Tell Me O Kkhuda
Salman Khan,yes,2012,Dabangg 2,255.00,yes,Arbaaz Khan,4.8,21895,Fearless 2
Salman Khan,yes,2012,Ek Tha Tiger,334.39,yes,Kabir Khan,5.7,42734,Ek Tha Tiger
Salman Khan,yes,2014,Jai Ho,186.00,yes,Sohail Khan,5.1,22740,Jai Ho
Salman Khan,yes,2014,Kick,402.00,yes,Sajid Nadiadwala,5.9,76939,Kick
Salman Khan,yes,2015,Bajrangi Bhaijaan,920.90,yes,Kabir Khan,8.1,111573,Bajrangi Bhaijaan
Salman Khan,yes,2015,Hero,34.82,yes,Nikhil Advani,3.6,3083,Hero
Salman Khan,yes,2015,Prem Ratan Dhan Payo,432.00,yes,Sooraj Barjatya,4.4,26023,Prem Ratan Dhan Payo
Salman Khan,yes,2016,Sultan,631.25,yes,Ali Abbas Zafar,7.1,59234,Sultan
Salman Khan,yes,2017,Hanuman: Da' Damdaar,2.00,yes,Ruchi Narain,5.3,318,Hanuman Da Damdaar
Salman Khan,yes,2017,Judwaa 2,227.59,yes,David Dhawan,3.7,12753,Judwaa 2
Salman Khan,yes,2017,Tiger Zinda Hai,570.83,yes,Ali Abbas Zafar,5.9,36861,Tiger Zinda Hai
Salman Khan,yes,2017,Tubelight,211.14,yes,Kabir Khan,4.0,23986,Tubelight
Salman Khan,yes,2018,Race 3,303.00,yes,Remo D'Souza,1.9,50297,Race 3
Salman Khan,yes,2019,Bharat,325.58,yes,Ali Abbas Zafar,4.7,33685,Bharat
Salman Khan,yes,2019,Dabangg 3,230.93,yes,Prabhu Deva,3.0,23120,Dabangg 3
Salman Khan,yes,2021,Antim: The Final Truth,59.11,yes,Mahesh Manjrekar,6.1,43393,Antim: The Final Truth
Salman Khan,yes,2021,Radhe,18.33,yes,Prabhu Deva,1.8,181696,Radhe
Salman Khan,yes,2023,Kisi Ka Bhai Kisi Ki Jaan,182.00,yes,Farhad Samji,3.9,42021,Kisi Ka Bhai Kisi Ki Jaan
Salman Khan,yes,2023,Tiger 3,466.63,yes,Maneesh Sharma,5.6,56551,Tiger 3
Salman Khan,yes,2025,Sikandar,176.18,yes,AR Murugadoss,3.6,53754,Sikandar
Salman Yusuff Khan,no,2013,ABCD: Any Body Can Dance,,no,Remo D'Souza,6.3,8085,ABCD (Any Body Can Dance)
Salman Yusuff Khan,no,2017,Love You Family,,no,Sachindra Sharma,4.5,18,Love You Family
Salmin Sheriff,no,2017,Shreelancer,,no,Sandeep Mohan,6.7,137,Shreelancer
Saloni Aswani,no,2003,Dil Pardesi Ho Gayaa,,no,Saawan Kumar Tak,4.1,129,Dil Pardesi Ho Gayaa
Saloni Aswani,no,2006,Saawan... The Love Season,,yes,Saawan Kumar Tak,2.7,1546,Saawan... The Love Season
Saloni Batra,no,2019,Soni,,no,Ivan Ayr,7.1,3174,Soni
Saloni Batra,no,2021,200 – Halla Ho,,no,Sarthak Dasgupta,7.4,1984,200: Halla Ho
Saloni Batra,no,2025,Murderbaad,,no,Arnab Chatterjee,6.4,2806,Murderbaad
Saloni Daini,no,2023,Thank You for Coming,9.64,no,Karan Boolani,4.2,14471,Thank You for Coming
Sam Jajoriya,no,2025,Well Done CA Sahab!,,no,Sarvesh Kumar Singh,6.9,1267,Well Done C.A. Sahab!
Samar Jai Singh,no,2025,2020 Delhi,,no,Devendra Malviya,8.1,582,2020 Delhi
Samar Jajoriya,no,2025,Well Done CA Sahab!,,no,Sarvesh Kumar Singh,6.9,1267,Well Done C.A. Sahab!
Samar Virmani,no,2011,Jo Hum Chahein,,no,Pawan Gill,5.1,114,Jo Hum Chahein
Samarpan Singh,no,2024,Pad Gaye Pange,,no,Santosh Kumar,5.8,221,Pad Gaye Pange
Samarth Chaturvedi,no,2013,Zindagi Jalebi,,no,Karan Kashyap,4.2,11,Zindagi Jalebi
Sameer Aftab,no,2010,Krantiveer – The Revolution,,no,Mehul Kumar,4.3,31,Krantiveer: The Revolution
Sameer Ali Khan,no,2005,Saathi: The Companion,,no,Faaiz Anwar,,,
Sameer Dattani,no,2005,Pyaar Mein Twist,1.32,yes,Hriday Shetty,5.6,216,Pyaar Mein Twist
Sameer Dattani,no,2007,Life Mein Kabhie Kabhiee,,no,Vikram Bhatt,5.8,325,Life Mein Kabhie Kabhiee
Sameer Dattani,no,2008,Mukhbiir,,no,Mani Shankar,7.0,468,Mukhbiir
Sameer Dattani,no,2009,Love Ka Tadka,,no,Rajan Wagdhare,,,
Sameer Dattani,no,2010,I Hate Luv Storys,72.52,yes,Punit Malhotra,5.7,9274,I Hate Luv Storys
Sameer Dattani,no,2010,Mallika,,no,Wilson Louis,4.4,81,Mallika
Sameer Dattani,no,2010,Well Done Abba,,no,Shyam Benegal,7.2,2094,Well Done Abba!
Sameer Dharmadhikari,no,2005,Nigehbaan: The Third Eye,,no,Dilip Shankar,2.5,35,Nigehbaan: The Third Eye
Sameer Dharmadhikari,no,2006,Rafta Rafta – The Speed,,no,Raj Sharma,,,
Sameer Dharmadhikari,no,2010,City of Gold,,no,Mahesh Manjrekar,,,
Sameer Kevin Roy,no,2014,Station,,no,Saad Khan,7.4,104,Station
Sameer Kochhar,no,2008,Jannat,41.50,yes,Kunal Deshmukh,,,
Sameer Malhotra,no,2003,Bas Yun Hi,,no,Raja Menon,5.6,64,Bas Yun Hi
Sameer Mohammed,no,2011,Masti Express,,no,Vikram Pradhan,4.2,164,Masti Express
Sameer Paranjape,no,2020,Class of '83,,yes,Atul Sabharwal,5.8,6242,Class of '83
Sameera Reddy,no,2002,Maine Dil Tujhko Diya,,yes,Sohail Khan,4.0,1374,Maine Dil Tujhko Diya
Sameera Reddy,no,2003,Darna Mana Hai,9.00,yes,Prawaal Raman,6.3,4886,Darna Mana Hai
Sameera Reddy,no,2004,Musafir,18.71,yes,Sanjay Gupta,5.6,2095,Musafir
Sameera Reddy,no,2004,Plan,10.83,yes,Hriday Shetty,4.4,1074,Plan
Sameera Reddy,no,2005,No Entry,95.14,yes,Anees Bazmee,6.6,14075,No Entry
Sameera Reddy,no,2006,Naksha,,yes,Sachin Bajaj,3.7,1512,Naksha
Sameera Reddy,no,2006,Taxi No. 9211,32.17,no,Milan Luthria,,,
Sameera Reddy,no,2007,Fool & Final,27.62,yes,Ahmed Khan,,,
Sameera Reddy,no,2008,One Two Three,27.00,yes,Ashwni Dhir,5.6,3529,One Two Three
Sameera Reddy,no,2008,Race,106.00,yes,Abbas–Mustan,6.7,17270,Race
Sameera Reddy,no,2009,De Dana Dan,81.85,no,Priyadarshan,6.1,12790,De Dana Dan
Sameera Reddy,no,2010,Red Alert: The War Within,,no,Anant Mahadevan,6.5,412,Red Alert: The War Within
Sameera Reddy,no,2012,Tezz,26.00,yes,Priyadarshan,4.1,2786,Tezz
Sameera Reddy,no,2024,Naam,,no,Anees Bazmee,,,
Sameksha,no,2019,Pranaam,,no,Sanjiv Jaiswal,4.3,598,Pranaam
Samiksha Bhatnagar,no,2017,Poster Boys,30.00,yes,Shreyas Talpade,5.4,1862,Poster Boys
Samir Aftab,no,2005,Chand Sa Roshan Chehra,0.53,no,Shabah Shamsi,6.0,94,Chand Sa Roshan Chehra
Samir Kochhar,no,2010,Hide & Seek,,no,Shawn Arranha,4.3,258,Hide & Seek
Samir Kochhar,no,2019,Hume Tumse Pyaar Kitna,,no,Lalit Mohan,4.4,166,Hume Tumse Pyaar Kitna
Samir Sharma,no,2016,Jugni,,no,Shefali Bhushan,6.2,160,Jugni
Samir Soni,no,2003,Baghban,43.11,yes,Ravi Chopra,7.4,18905,Baghban
Samir Soni,no,2003,Basti,,yes,Basharat Khan,7.1,36,Basti
Samir Soni,no,2003,Kahan Ho Tum,,no,Vijay Kumar,4.2,32,Kahan Ho Tum
Samir Soni,no,2006,Vivah,49.00,yes,Sooraj R. Barjatya,6.7,12140,Vivah
Samir Soni,no,2008,Fashion,39.29,yes,Madhur Bhandarkar,6.9,13715,Fashion
Samir Soni,no,2021,Mumbai Saga,22.29,yes,Sanjay Gupta,5.7,10192,Mumbai Saga
Samir Soni,no,2021,State of Siege: Temple Attack,,yes,Ken Ghosh,7.5,10474,State of Siege: Temple Attack
Samir Soni,no,2025,Akshardham: Operation Vajra Shakti,,yes,Ken Ghosh,,,
Samit Das,no,2014,Ankhon Dekhi,47.23,no,Rajat Kapoor,7.9,13758,Ankhon Dekhi
Samita Bangargi,no,2005,Ramji Londonwale,2.95,no,Sanjay Dayma,,,
Sammir Dattani,no,2004,Uuf Kya Jaadoo Mohabbat Hai,,no,Manoj J. Bhatia,5.5,55,Uuf Kya Jaadoo Mohabbat Hai...
Sampat Pal Devi,no,2014,Gulabi Gang,,no,Nishtha Jain,7.5,242,Gulabi Gang
Samreen Kaur,no,2021,Nail Polish,,no,Bugs Bhargava Krishna,7.2,6023,Nail Polish
Samta Sudiksha,no,2024,All India Rank,0.35,no,Varun Grover,6.1,3075,All India Rank
Sana Amin Sheikh,no,2021,Main Mulayam Singh Yadav,,no,Suvendu Raj Ghosh,,,
Sana Govi,no,2011,Milta Hai Chance By Chance,,no,Ramesh Modi,6.9,16,Milta Hai Chance by Chance
Sana Khan,no,2008,Halla Bol,19.39,yes,Rajkumar Santoshi,6.0,2515,Halla Bol
Sana Khan,no,2014,Jai Ho,186.00,yes,Sohail Khan,5.1,22740,Jai Ho
Sana Khan,no,2016,Wajah Tum Ho,24.40,no,Vishal Pandya,4.5,1501,Wajah Tum Ho
Sana Khan,no,2017,Toilet: Ek Prem Katha,311.50,no,Shree Narayan Singh,7.2,26002,Toilet: A Love Story
Sana Nawaz,no,2007,Kaafila,,yes,Ammtoje Mann,3.5,231,Kaafila
Sanah Kapur,no,2022,Saroj Ka Rishta,,no,Abhishek Saxena,4.7,799,Saroj Ka Rishta
Sananth Reddy,no,2018,Mercury,,no,Karthik Subbaraj,6.0,1169,Mercury
Sanath Menon,no,2011,Chillar Party,,yes,"Vikas Bahl , Nitesh Tiwari",7.5,9358,Children's Party
Sanaya Irani,no,2019,Ghost,1.82,no,Vikram Bhatt,3.8,1697,Ghost
Sandali Sinha,no,2001,Tum Bin,,no,Anubhav Sinha,,,
Sandali Sinha,no,2003,Om,,no,Ashok Honda,4.3,49,Om
Sandali Sinha,no,2004,Ab Tumhare Hawale Watan Saathiyo,19.16,yes,Anil Sharma,4.5,1991,Ab Tumhare Hawale Watan Saathiyo
Sandali Sinha,no,2005,Nigehbaan: The Third Eye,,no,Dilip Shankar,2.5,35,Nigehbaan: The Third Eye
Sandeep Bharadwaj,no,2016,Veerappan,,no,Ram Gopal Varma,5.3,965,Veerappan
Sandeep Goyat,no,2023,InCar,,no,Harsh Warrdhan,5.8,123,InCar
Sandeep Singh,no,2014,Honour Killing,,no,Avtar Bhogal,4.2,15,Honour Killing
Sandeepa Dhar,no,2010,Isi Life Mein...!,,no,Vidhi Kasliwal,5.5,474,Isi Life Mein...!
Sandeepa Dhar,no,2016,7 Hours To Go,,no,Saurabh Varma,5.7,464,7 Hours to Go
Sandeepa Dhar,no,2016,Global Baba,,no,Manoj Sidheshwari Tewari,5.6,234,Global Baba
Sandesh Jadhav,no,2014,Ugly,6.24,no,Anurag Kashyap,7.9,25316,Ugly
Sandhya Mridul,no,2002,Saathiya,29.15,yes,Shaad Ali,6.8,9581,Saathiya
Sandhya Mridul,no,2003,Waisa Bhi Hota Hai Part II,,no,Shashanka Ghosh,7.4,870,It Happens That Way Too: Part II
Sandhya Mridul,no,2004,Uuf Kya Jaadoo Mohabbat Hai,,no,Manoj J. Bhatia,5.5,55,Uuf Kya Jaadoo Mohabbat Hai...
Sandhya Mridul,no,2005,Kuchh Meetha Ho Jaye,,no,Samar Khan,3.5,335,Kuchh Meetha Ho Jaye
Sandhya Mridul,no,2005,Page 3,,no,Madhur Bhandarkar,7.3,7175,Page 3
Sandhya Mridul,no,2007,Honeymoon Travels Pvt. Ltd.,19.51,yes,Reema Kagti,6.1,3180,Honeymoon Travels Pvt. Ltd.
Sandhya Mridul,no,2007,Say Salaam India,,no,Subhash Kapoor,,,
Sandhya Mridul,no,2008,Mr. Black Mr. White,,no,Deepak Shivdasani,,,
Sandhya Mridul,no,2008,Via Darjeeling,,no,Arindam Nandy,5.2,181,Via Darjeeling
Sandhya Mridul,no,2010,Hum Tum Aur Ghost,8.01,no,Kabeer Kaushik,4.9,770,Hum Tum Aur Ghost
Sandhya Mridul,no,2015,Angry Indian Goddesses,,no,Pan Nalin,6.9,3057,Angry Indian Goddesses
Sandhya Mridul,no,2020,Nirvana Inn,,no,Vijay Jayapal,5.8,297,Nirvana Inn
Sandhya Shetty,no,2003,Bas Yun Hi,,no,Raja Menon,5.6,64,Bas Yun Hi
Sangram Singh,no,2012,Valentine's Night,,no,Krishan Kumar,3.1,43,Valentine's Night
Sangram Singh,no,2015,Uvaa,,no,Jasbir Bhaati,4.9,195,Uvaa
Sania Jhankar,no,2000,Lekroo,,no,Shrabani Deodhar,8.1,17,The Child
Sanjai Mishra,no,2002,Kuch Tum Kaho Kuch Hum Kahein,,yes,K. Ravi Shankar,6.0,786,Kuch Tum Kaho Kuch Hum Kahein
Sanjana Dipu,no,2019,Moothon,,no,Geetu Mohandas,7.3,2405,The Elder One
Sanjana Sanghi,no,2011,Rockstar,108.70,yes,Imtiaz Ali,7.8,55214,Rockstar
Sanjana Sanghi,no,2020,Dil Bechara,,yes,Mukesh Chhabra,8.3,137771,Dil Bechara
Sanjana Sanghi,no,2022,Rashtra Kavach Om,9.01,yes,Kapil Verma,2.9,2281,Om - The Battle Within
Sanjana Sanghi,no,2023,Dhak Dhak,,no,Tarun Dudeja,6.3,2398,Dhak Dhak
Sanjana Sanghi,no,2023,Kadak Singh,,no,Aniruddha Roy Chowdhury,6.2,6142,Kadak Singh
Sanjana Sanghi,no,2024,Woh Bhi Din The,,no,Sajid Ali,7.2,635,Woh Bhi Din The
Sanjay Bhutiani,no,2024,"Love, Sitara",,no,Vandana Kataria,5.2,334,"Love, Sitara"
Sanjay Bishnoi,no,2024,Chhota Bheem and the Curse of Damyaan,,no,Rajiv Chilaka,4.6,2323,Chhota Bheem and the Curse of Damyaan
Sanjay Bishnoi,no,2025,Sangee,,no,Sumit Kulkarni,7.5,1960,Sangee
Sanjay Chakraborty,no,2015,Jai Jawaan Jai Kisaan,,no,Milan Ajmera,5.4,36,Jai Jawaan Jai Kisaan
Sanjay Dutt,yes,2000,Baaghi,6.47,yes,Rajesh Kumar Singh,,,
Sanjay Dutt,yes,2000,Chal Mere Bhai,22.28,yes,David Dhawan,4.8,3925,Chal Mere Bhai
Sanjay Dutt,yes,2000,Jung,11.40,yes,Sanjay Gupta,4.2,510,Jung
Sanjay Dutt,yes,2000,Khauff,10.58,yes,Sanjay Gupta,4.5,469,Khauff
Sanjay Dutt,yes,2000,Kurukshetra,19.87,yes,Mahesh Manjrekar,6.1,1253,Kurukshetra
Sanjay Dutt,yes,2000,Mission Kashmir,43.30,yes,Vidhu Vinod Chopra,6.6,8072,Mission Kashmir
Sanjay Dutt,yes,2000,Raju Chacha,20.92,yes,Anil Devgan,5.1,2415,Raju Chacha
Sanjay Dutt,yes,2001,Jodi No.1,34.13,yes,David Dhawan,5.8,2957,Jodi No.1
Sanjay Dutt,yes,2002,Annarth,,yes,Ravi Dewan,3.1,179,Annarth
Sanjay Dutt,yes,2002,Hathyar,9.63,yes,Mahesh Manjrekar,,,
Sanjay Dutt,yes,2002,Hum Kisise Kum Nahin,29.15,yes,David Dhawan,4.2,1723,Hum Kisi Se Kum Nahin
Sanjay Dutt,yes,2002,Kaante,36.37,yes,Sanjay Gupta,6.6,5788,Kaante
Sanjay Dutt,yes,2002,Maine Dil Tujhko Diya,,yes,Sohail Khan,4.0,1374,Maine Dil Tujhko Diya
Sanjay Dutt,yes,2002,Mohabbat Ho Gayi Hai Tumse,,yes,Rishi Talwar,,,
Sanjay Dutt,yes,2002,Pitaah,,yes,Mahesh Manjrekar,6.4,830,Pitaah
Sanjay Dutt,yes,2002,Yeh Hai Jalwa,10.88,yes,David Dhawan,4.8,3139,Yeh Hai Jalwa
Sanjay Dutt,yes,2003,Ek Aur Ek Gyarah,21.00,yes,David Dhawan,,,
Sanjay Dutt,yes,2003,LOC: Kargil,31.67,yes,J. P. Dutta,5.5,3721,LOC: Kargil
Sanjay Dutt,yes,2003,Munna Bhai M.B.B.S.,36.29,yes,Rajkumar Hirani,8.2,98233,Munna Bhai M.B.B.S.
Sanjay Dutt,yes,2004,Deewaar,28.60,yes,Milan Luthria,,,
Sanjay Dutt,yes,2004,Musafir,18.71,yes,Sanjay Gupta,5.6,2095,Musafir
Sanjay Dutt,yes,2004,Plan,10.83,yes,Hriday Shetty,4.4,1074,Plan
Sanjay Dutt,yes,2004,Rakht,8.44,yes,Mahesh Manjrekar,3.8,773,Rakht
Sanjay Dutt,yes,2004,Rudraksh,9.87,yes,Mani Shankar,2.8,1541,Rudraksh
Sanjay Dutt,yes,2005,Dus,38.84,yes,Anubhav Sinha,5.5,3783,Dus
Sanjay Dutt,yes,2005,Parineeta,32.63,yes,Pradeep Sarkar,7.2,10100,Parineeta
Sanjay Dutt,yes,2005,Shaadi No. 1,20.49,yes,David Dhawan,3.6,1133,Shaadi No. 1
Sanjay Dutt,yes,2005,Shabd,,yes,Leena Yadav,5.0,1628,Shabd
Sanjay Dutt,yes,2005,Tango Charlie,11.08,yes,Mani Shankar,6.1,2553,Tango Charlie
Sanjay Dutt,yes,2005,Vaah! Life Ho Toh Aisi!,19.00,yes,Mahesh Manjrekar,4.9,6697,Vaah! Life Ho Toh Aisi!
Sanjay Dutt,yes,2005,Viruddh... Family Comes First,18.51,yes,Mahesh Manjrekar,7.0,2307,Viruddh... Family Comes First
Sanjay Dutt,yes,2006,Anthony Kaun Hai?,17.21,yes,Raj Kaushal,5.1,736,Anthony Kaun Hai?
Sanjay Dutt,yes,2006,Lage Raho Munna Bhai,126.20,yes,Rajkumar Hirani,8.0,53469,Lage Raho Munna Bhai
Sanjay Dutt,yes,2006,Sarhad Paar,,yes,Raman Kumar,3.9,149,Sarhad Paar
Sanjay Dutt,yes,2006,Tathastu,,yes,Anubhav Sinha,4.5,571,Tathastu
Sanjay Dutt,yes,2006,Zinda,17.60,yes,Sanjay Gupta,4.8,3976,Zinda
Sanjay Dutt,yes,2007,Dhamaal,50.73,yes,Indra Kumar,7.5,22615,Dhamaal
Sanjay Dutt,yes,2007,Dus Kahaniyaan,13.00,yes,"Sanjay Gupta , Apoorva Lakhia , Meghna Gulzar , Rohit Roy , Hansal Mehta , Jasmeet Dhodhi",5.7,1794,Dus Kahaniyaan
Sanjay Dutt,yes,2007,Eklavya: The Royal Guard,38.00,yes,Vidhu Vinod Chopra,6.0,3635,Eklavya: The Royal Guard
Sanjay Dutt,yes,2007,Nehlle Pe Dehlla,6.41,yes,Ajay Chandhok,3.7,645,Nehlle Pe Dehlla
Sanjay Dutt,yes,2007,Shootout at Lokhandwala,46.04,yes,Apoorva Lakhia,7.1,11622,Shootout at Lokhandwala
Sanjay Dutt,yes,2008,C Kkompany,,yes,Sachin Yardi,5.5,1519,C Kkompany
