actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director
Kriti Sanon,no,2023,Adipurush,350.00,yes,Om Raut
Kriti Sanon,no,2023,Ganapath,13.38,yes,Vikas Bahl
Kriti Sanon,no,2023,Shehzada,47.43,no,Rohit Dhawan
Kriti Sanon,no,2024,Crew,157.08,yes,Rajesh A Krishnan
Kriti Sanon,no,2024,Do Patti,,yes,Shashanka Chaturvedi
Kriti Sanon,no,2024,Teri Baaton Mein Aisa Uljha Jiya,133.64,yes,Amit Joshi Aradhana Sah
Kriti Sanon,no,2025,Tere Ishk Mein,148.50,no,Aanand L. Rai
Kritika Kamra,no,2018,Mitron,3.85,yes,Nitin Kakar
Kritika Kamra,no,2025,The Great Shamsuddin Family,,no,Anusha Rizvi
Kritika Singh,no,2021,Maassab,,no,Aditya Om
Krrish Chabbria,no,2016,Dhanak,,no,Nagesh Kukunoor
Krushna Abhishek,no,2016,Kyaa Kool Hain Hum 3,33.14,no,Umesh Ghadge
Krushna Abhishek,no,2020,O Pushpa I Hate Tears,,no,Dinkar Kapoor
Kruttika Desai,no,2001,Dattak,,no,Gul Bahar Singh
Krystle D'Souza,no,2021,Chehre,8.26,yes,Rumi Jafry
Krystle D'Souza,no,2024,Visfot,,yes,Kookie Gulati
Kshayp,no,2017,Sallu Ki Shaadi,,no,Mohammad Israr Ansari
Kshitee Jog,no,2023,Rocky Aur Rani Kii Prem Kahaani,355.61,yes,Karan Johar
Kubbra Sait,no,2020,Dolly Kitty Aur Woh Chamakte Sitare,,no,Alankrita Shrivastava
Kubbra Sait,no,2022,RK/RKay,,no,Rajat Kapoor
Kubbra Sait,no,2024,Khwaabon Ka Jhamela,,yes,Danish Aslam
Kulbhushan Kharbanda,no,2004,Netaji Subhas Chandra Bose: The Forgotten Hero,1.25,no,Shyam Benegal
Kulbhushan Kharbanda,no,2009,Aloo Chaat,,no,Robby Grewal
Kulbhushan Kharbanda,no,2009,Ek: The Power of One,6.00,yes,Sangeeth Sivan
Kulbhushan Kharbanda,no,2014,Zed Plus,,no,Chandraprakash Dwivedi
Kulbhushan Kharbanda,no,2020,Omprakash Zindabad,,no,Ranjeet Gupta
Kuldeep Ruhil,no,2015,Kajarya,,no,Madhureeta Anand
Kuldeep Sareen,no,2025,Chhorii 2,,yes,Vishal Furia
Kuldip Ruhil,no,2011,Sahi Dhandhe Galat Bande,,no,Parvin Dabas
Kulraj Randhawa,no,2009,Chintu Ji,,yes,Ranjit Kapoor
Kulraj Randhawa,no,2011,Yamla Pagla Deewana,88.00,yes,Samir Karnik
Kulraj Randhawa,no,2012,Chaar Din Ki Chandni,,yes,Samir Karnik
Kulraj Randhawa,no,2014,Lucky Kabootar,,no,Shammi Chhabra
Kulraj Randhawa,no,2020,London Confidential,,no,Kanwal Sethi
Kulraj Randhawa,no,2021,Oye Mamu,,no,Vikram Singh
Kumar Gaurav,no,2002,Kaante,36.37,yes,Sanjay Gupta
Kumar Mayank,no,2013,Prague,,no,Ashish R Shukla
Kumar Saurabh,no,2023,UT69,,no,Shahnawaz Ali
Kumud Mishra,no,2011,Rockstar,108.70,yes,Imtiaz Ali
Kumud Mishra,no,2014,Filmistaan,9.99,no,Nitin Kakkar
Kumud Mishra,no,2016,Sultan,631.25,yes,Ali Abbas Zafar
Kumud Mishra,no,2017,Rukh,,no,Atanu Mukherjee
Kumud Mishra,no,2018,Halkaa,,no,Nila Madhab Panda
Kumud Mishra,no,2018,High Jack,0.34,no,Akash Khurana
Kumud Mishra,no,2019,Article 15,93.08,no,Anubhav Sinha
Kumud Mishra,no,2019,One Day: Justice Delivered,4.68,no,Ashok Nanda
Kumud Mishra,no,2019,P Se Pyaar F Se Faraar,,no,Manoj Tiwari
Kumud Mishra,no,2020,Ram Singh Charlie,,no,Nitin Kakkar
Kumud Mishra,no,2021,Sardar Ka Grandson,,yes,Kaashvie Nair
Kumud Mishra,no,2022,Jogi,,no,Ali Abbas Zafar
Kumud Mishra,no,2022,Nazar Andaaz,,no,Vikrant Deshmukh
Kumud Mishra,no,2022,Saroj Ka Rishta,,no,Abhishek Saxena
Kumud Mishra,no,2023,Lust Stories 2,,yes,R. Balki Konkona Sen Sharma Amit Ravindernath Sharma Sujoy Ghosh
Kumud Mishra,no,2023,Mission Majnu,,no,Shantanu Bagchi
Kumud Mishra,no,2025,Mannu Kya Karegga,,no,Ssanjay Tripaathy
Kumud Mishra,no,2025,The Diplomat,53.14,no,Shivam Nair
Kunaal Roy Kapur,yes,2013,Nautanki Saala,22.30,yes,Rohan Sippy
Kunaal Roy Kapur,yes,2014,Action Jackson,88.87,yes,Prabhu Deva
Kunaal Roy Kapur,yes,2014,Gollu Aur Pappu,,yes,Kabir Sadanand
Kunaal Roy Kapur,yes,2016,Azhar,56.69,yes,Tony D'Souza
Kunaal Roy Kapur,yes,2017,The Final Exit,,yes,Dhwanil Mehta
Kunaal Roy Kapur,yes,2018,Hotel Milan,,yes,Vishal Mishra
Kunaal Roy Kapur,yes,2018,Kaalakaandi,10.00,yes,Akshat Verma
Kunaal Roy Kapur,yes,2019,Marudhar Express,,yes,Vishal Mishra
Kunaal Roy Kapur,yes,2021,Tribhanga,,yes,Renuka Shahane
Kunaal Roy Kapur,yes,2025,Dil Dosti Aur Dogs,,yes,Viral Shah
Kunal Kapoor,no,2004,Meenaxi: A Tale of Three Cities,,no,M. F. Hussain
Kunal Kapoor,no,2006,Rang De Basanti,97.00,yes,Rakeysh Omprakash Mehra
Kunal Kapoor,no,2007,Aaja Nachle,,yes,Anil Mehta
Kunal Kapoor,no,2007,Hattrick,,no,Milan Luthria
Kunal Kapoor,no,2007,Laaga Chunari Mein Daag,25.00,yes,Pradeep Sarkar
Kunal Kapoor,no,2008,Bachna Ae Haseeno,79.00,yes,Siddharth Anand
Kunal Kapoor,no,2008,Welcome to Sajjanpur,14.70,no,Shyam Benegal
Kunal Kapoor,no,2010,Lamhaa,,yes,Rahul Dholakia
Kunal Kapoor,no,2011,Don 2,202.81,yes,Farhan Akhtar
Kunal Kapoor,no,2012,Luv Shuv Tey Chicken Khurana,10.50,no,Sameer Sharma
Kunal Kapoor,no,2016,Dear Zindagi,138.91,yes,Gauri Shinde
Kunal Kapoor,no,2017,Raag Desh,0.33,no,Tigmanshu Dhulia
Kunal Kapoor,no,2018,Gold,158.00,no,Reema Kagti
Kunal Kapoor,no,2021,Ankahi Kahaniya,,no,Ashwiny Iyer Tiwari Abhishek Chaubey Saket Chaudhary
Kunal Kapoor,no,2021,Koi Jaane Na,,no,Amin Hajee
Kunal Kapoor,no,2025,Jewel Thief,,yes,Kookie Gulati Robbie Garewal
Kunal Khemu,no,2005,Kalyug,,yes,Mohit Suri
Kunal Khemu,no,2007,Dhol,33.27,yes,Priyadarshan
Kunal Khemu,no,2007,Traffic Signal,8.50,no,Madhur Bhandarkar
Kunal Khemu,no,2008,Superstar,,no,Rohit Jugraj
Kunal Khemu,no,2009,99,14.76,yes,Raj and D.K.
Kunal Khemu,no,2009,Dhoondte Reh Jaaoge,,yes,Umesh Shukla
Kunal Khemu,no,2009,Jai Veeru,39.00,yes,Puneet Sira
Kunal Khemu,no,2010,Golmaal 3,167.00,yes,Rohit Shetty
Kunal Khemu,no,2012,Blood Money,12.00,no,Vishal Mahadkar
Kunal Khemu,no,2013,Go Goa Gone,39.00,yes,"Raj Nidimoru , Krishna D.K."
Kunal Khemu,no,2015,Bhaag Johnny,,no,Shivam Nair
Kunal Khemu,no,2015,Guddu Ki Gun,,no,"Shantanu Ray Chhibber, Sheershak Anand"
Kunal Khemu,no,2017,Golmaal Again,311.05,yes,Rohit Shetty
Kunal Khemu,no,2017,Hanuman: Da' Damdaar,2.00,yes,Ruchi Narain
Kunal Khemu,no,2020,Lootcase,,no,Rajesh Krishnan
Kunal Khemu,no,2020,Malang,81.50,yes,Mohit Suri
Kunal Khemu,no,2023,Kanjoos Makhichoos,,no,Vipul Mehta
Kunal Kohli,no,2018,Phir Se...,,no,Kunal Kohli
Kunal Kumar,no,2002,Saathiya,29.15,yes,Shaad Ali
Kunal Kumar,no,2005,Bunty Aur Babli,90.40,yes,Shaad Ali
Kunal Kumar,no,2011,Love U...Mr. Kalakaar!,,yes,S. Manasvi
Kunal Kumar,no,2011,Miley Naa Miley Hum,,no,Tanveer Khan
Kunal Roy Kapoor,no,2013,Yeh Jawaani Hai Deewani,319.01,yes,Ayan Mukerji
Kunal Thakur,no,2019,Kabir Singh,379.02,yes,Sandeep Vanga
Kunal Vijaykar,no,2005,Salaam Namaste,75.23,yes,Siddharth Anand
Kunal Vijaykar,no,2020,Guilty,,no,Ruchi Narain
Kurangi Nagraj,no,2024,Kaam Chalu Hai,,no,Palash Muchhal
Kurush Deboo,no,2003,Jhankaar Beats,,yes,Sujoy Ghosh
Kurush Deboo,no,2005,Ek Khiladi Ek Haseena,7.88,yes,Suparn Verma
Kurush Deboo,no,2007,Apne,69.28,yes,Anil Sharma
Kurush Deboo,no,2007,Dhamaal,50.73,yes,Indra Kumar
Kurush Deboo,no,2009,Fox,,yes,Deepak Tijori
Kurush Deboo,no,2009,Little Zizou,,no,Sooni Taraporevala
Kurush Deboo,no,2009,Sankat City,,no,Pankaj Advani
Kurush Deboo,no,2011,Happy Husbands,,no,Anay
Kurush Deboo,no,2011,Utt Pataang,,no,Srikanth V. Velagaleti
Kusha Kapila,no,2022,Plan A Plan B,,no,Shashanka Ghosh
Kusha Kapila,no,2023,Sukhee,1.65,no,Sonal Joshi
Kusha Kapila,no,2023,Thank You for Coming,9.64,no,Karan Boolani
Kushal Punjabi,no,2004,Lakshya,41.68,yes,Farhan Akhtar
Kushal Punjabi,no,2005,Kaal,28.50,yes,Soham Shah
Kushal Punjabi,no,2007,Goal,21.72,no,Vivek Agnihotri
Kushal Punjabi,no,2015,Crazy Cukkad Family,,no,Ritesh Menon
Kushal Tandon,no,2020,Unlock,,no,Debatma Mandal
Kymsleen Kholie,no,2015,Aisa Yeh Jahaan,,no,Biswajeet Bora
Laila Khan,no,2008,Wafaa,,no,Rakesh Sawant
Laksh Singh,no,2018,3 Storeys,,no,Arjun Mukerjee
Lakshmi Manchu,no,2012,Department,19.05,yes,Ram Gopal Varma
Lakshvir Saran,no,2021,Meel Patthar,,no,Ivan Ayr
Lakshvir Singh Saran,no,2024,A Wedding Story,,no,Abhinav Pareek
Lakshya,no,2024,Kill,47.12,no,Nikhil Nagesh Bhat
Lalit Behl,no,2015,Titli,,no,Kanu Behl
Lalit Behl,no,2017,Mukti Bhawan,,no,Shubhashish Bhutiani
Lalit Bisht,no,2017,JD,,no,Shailendra Pandey
Lalit Prabhakar,no,2025,Ground Zero,,yes,Tejas Prabha Vijay Deoskar
Lalit Tiwari,no,2024,Chote Nawab,,no,Kumud Chaudhary
Lankesh Bhardwaj,no,2021,Kaagaz,,no,Satish Kaushik
Lanuakum Ao,no,2020,Axone,,no,Nicholas Kharkongor
Lara Dutta,no,2003,Andaaz,28.81,no,Suneel Darshan
Lara Dutta,no,2003,Mumbai Se Aaya Mera Dost,,yes,Apoorva Agnihotri
Lara Dutta,no,2004,Aan: Men at Work,,no,Madhur Bhandarkar
Lara Dutta,no,2004,Bardaasht,,yes,E.Nivas
Lara Dutta,no,2004,Masti,34.14,yes,Indra Kumar
Lara Dutta,no,2005,Dosti: Friends Forever,23.00,yes,Suneel Darshan
Lara Dutta,no,2005,Elaan,,no,Vikram Bhatt
Lara Dutta,no,2005,Insan,10.41,yes,K. Subash
Lara Dutta,no,2005,Jurm,,yes,Vikram Bhatt
Lara Dutta,no,2005,Kaal,28.50,yes,Soham Shah
Lara Dutta,no,2005,No Entry,95.14,yes,Anees Bazmee
Lara Dutta,no,2006,Bhagam Bhag,67.00,yes,Priyadarshan
Lara Dutta,no,2006,Fanaa,103.00,yes,Kunal Kohli
Lara Dutta,no,2006,Zinda,17.60,yes,Sanjay Gupta
Lara Dutta,no,2007,Jhoom Barabar Jhoom,51.08,yes,Shaad Ali
Lara Dutta,no,2007,Partner,101.00,yes,David Dhawan
Lara Dutta,no,2008,Jumbo,21.00,no,Kompin Kemgumnird
Lara Dutta,no,2008,Rab Ne Bana Di Jodi,157.00,yes,Aditya Chopra
Lara Dutta,no,2009,Billu,47.45,no,Priyadarshan
Lara Dutta,no,2009,Blue,63.92,yes,Anthony D'souza
Lara Dutta,no,2009,Do Knot Disturb,,yes,David Dhawan
Lara Dutta,no,2010,Housefull,114.18,no,Sajid Khan
Lara Dutta,no,2011,Chalo Dilli,,no,Shashant Shah
Lara Dutta,no,2011,Don 2,202.81,yes,Farhan Akhtar
Lara Dutta,no,2013,David,17.00,no,Bejoy Nambiar
Lara Dutta,no,2016,Azhar,56.69,yes,Tony D'Souza
Lara Dutta,no,2016,Fitoor,42.38,yes,Abhishek Kapoor
Lara Dutta,no,2021,Bell Bottom,50.58,no,Ranjit M Tewari
Lara Dutta,no,2023,Ishq-e-Nadaan,,no,Avishek Ghosh
Lauren Gottlieb,no,2013,ABCD: Any Body Can Dance,,no,Remo D'Souza
Lauren Gottlieb,no,2015,ABCD 2,158.31,yes,Remo D'Souza
Lauren Gottlieb,no,2015,Welcome 2 Karachi,,yes,Ashish R Mohan
Lavrenti Lopes,no,2012,"Love, Lies & Seeta",,no,Chandra Pemmaraju
Lee Nicholas Harris,no,2023,Operation Mayfair,,no,Sudipto Sarkar
Leena,no,2013,Zindagi Jalebi,,no,Karan Kashyap
Lehar Khan,no,2012,Jalpari: The Desert Mermaid,,no,Nila Madhab Panda
Lena Christensen,no,2008,Bombay to Bangkok,,no,Nagesh Kukunoor
Lethia Nall,no,2014,A Decent Arrangement,,no,Sarovar Banka
Lilette Dubey,no,2001,Zubeidaa,5.60,yes,Shyam Benegal
Lilette Dubey,no,2011,Always Kabhi Kabhi,,no,Roshan Abbas
Lilette Dubey,no,2011,Na Jaane Kabse Hum Hi,,no,Pammi Somal
Lilette Dubey,no,2014,One by Two,3.77,yes,Devika Bhagat
Liliput,no,2020,Pagleaazam,,no,"Vikas P Kavvthekaar, Aps Raghuvanshi"
Lillete Dubey,no,2001,Gadar: Ek Prem Katha,133.13,yes,Anil Sharma
Lillete Dubey,no,2001,Monsoon Wedding,,no,Mira Nair
Lillete Dubey,no,2002,Om Jai Jagadish,14.00,yes,Anupam Kher
Lillete Dubey,no,2003,Baghban,43.11,yes,Ravi Chopra
Lillete Dubey,no,2003,Chalte Chalte,43.29,yes,Aziz Mirza
Lillete Dubey,no,2004,Lakshya,41.68,yes,Farhan Akhtar
Lillete Dubey,no,2005,Dosti: Friends Forever,23.00,yes,Suneel Darshan
Lillete Dubey,no,2006,Aap Ki Khatir,13.00,yes,Dharmesh Darshan
Lillete Dubey,no,2008,Hari Puttar: A Comedy of Terrors,,no,Lucky Kohli & Rajesh Bajaj
Lillete Dubey,no,2008,My Name Is Anthony Gonsalves,,no,Eeshwar Nivas
Lillete Dubey,no,2010,Break Ke Baad,,yes,Danish Aslam
Lillete Dubey,no,2010,Housefull,114.18,no,Sajid Khan
Lillete Dubey,no,2012,Heroine,,yes,Madhur Bhandarkar
Lillete Dubey,no,2012,I M 24,,no,Saurabh Shukla
Lillete Dubey,no,2019,Jhootha Kahin Ka,2.57,yes,Smeep Kang
Lillete Dubey,no,2023,Blind,,yes,Shome Makhija
Lin Laishram,no,2020,Axone,,no,Nicholas Kharkongor
Linda Arsenio,no,2006,Kabul Express,,no,Kabir Khan
Linda Arsenio,no,2007,Mumbai Salsa,,no,Manoj Tyagi
Linda Arsenio,no,2009,Aloo Chaat,,no,Robby Grewal
Lisa Haydon,no,2010,Aisha,28.65,yes,Rajshree Ojha
Lisa Haydon,no,2011,Rascals,51.01,yes,David Dhawan
Lisa Haydon,no,2014,Queen,95.04,no,Vikas Bahl
Lisa Haydon,no,2014,The Shaukeens,46.30,no,Abhishek Sharma
Lisa Haydon,no,2016,Housefull 3,194.94,yes,Sajid-Farhad
Lisa Haydon,no,2016,Santa Banta Pvt Ltd,,no,Akashdeep Sabir
Lisa Ray,no,2001,Kasoor,14.10,no,Vikram Bhatt
Lisa Ray,no,2005,Water,,no,Deepa Mehta
Lisa Ray,no,2007,Water,,no,Deepa Mehta
Lisa Ray,no,2016,Ishq Forever,,no,Sameer Sippy
Lisa Ray,no,2016,Veerappan,,no,Ram Gopal Varma
Lisa Ray,no,2021,99 Songs,,no,Vishwesh Krishnamoorthy
Lubna Salim,no,2012,OMG – Oh My God!,149.90,yes,Umesh Shukla
Lucky Ali,no,2002,Kaante,36.37,yes,Sanjay Gupta
Lucky Ali,no,2002,Sur: The Melody of Life,,no,Tanuja Chandra
Lucky Ali,no,2005,Kasak,,no,Rajiv Babbar
Lucky Ali,no,2008,Good Luck!,,no,Aditya Datt
Lucky Ali,no,2021,Murder at Teesri Manzil 302,,no,Navneet Baj Saini
Lucy Pinder,no,2016,Waarrior Savitri,,no,Param Gill
Luke Kenny,no,2008,Rock On!!,36.00,no,Abhishek Kapoor
Lushin Dubey,no,2017,Mantra,,no,Nicholas Kharkongor
Luv Sinha,yes,2010,Sadiyaan,,yes,Raj Kanwar
Luv Sinha,yes,2018,Paltan,10.22,yes,J. P. Dutta
M. K. Raina,no,2008,Rab Ne Bana Di Jodi,157.00,yes,Aditya Chopra
M.A. Guddu,no,2014,M3 - Midsummer Midnight Mumbai,,no,Braj Bhushan
Maan Singh Deep,no,2013,Beehad - The Ravines,,no,Krishna Mishra
Maanas Srivastavam,no,2012,Rakhtbeej,,no,Anil Balani
Maanuv Bhardawaj,no,2015,The Silent Heroes,,no,Mahesh Bhatt
Maanvi Gagroo,no,2012,?: A Question Mark,,no,Allyson Patel Yash Dave
Maanvi Gagroo,no,2019,377 Ab Normal,,no,Faruk Kabir
Maanvi Gagroo,no,2019,Ujda Chaman,12.61,no,Abhishek Pathak
Maanvi Gagroo,no,2020,Shubh Mangal Zyada Saavdhan,87.00,no,Hitesh Kewalya
Madalasa Sharma,no,2011,Angel,,no,Ganesh Acharya
Madalasa Sharma,no,2014,Samrat & Co.,,no,Kaushik Ghatak
Madan Jain,no,2014,Heartless,1.18,no,Shekhar Suman
Madhavan,no,2005,Ramji Londonwale,2.95,no,Sanjay Dayma
Madhavan,no,2006,Rang De Basanti,97.00,yes,Rakeysh Omprakash Mehra
Madhavan,no,2011,Tanu Weds Manu,56.00,no,Aanand L. Rai
Madhavi Sharma,no,2014,Lucky Kabootar,,no,Shammi Chhabra
Madhavi Singh,no,2014,Ugly,6.24,no,Anurag Kashyap
Madhoo,no,2021,Nail Polish,,no,Bugs Bhargava Krishna
Madhoo,no,2024,Kartam Bhugtam,1.00,no,Soham P. Shah
Madhu Sapre,no,2003,Boom,1.20,no,Kaizad Gustad
Madhu Sneha,no,2021,Switchh,,no,Mustufa Raj
Madhumita Bishwas,no,2021,Sakshi,,no,Ajay Ram
Madhur Mittal,no,2001,One 2 Ka 4,13.82,no,Shashilal K. Nair
Madhuri Bhatia,no,2014,19th January,,no,Sanjay Amar
Madhuri Bhattacharya,no,2010,Prem Kaa Game,,yes,Ashok Kheny
Madhuri Dixit,no,2000,Gaja Gamini,,no,M. F. Hussain
Madhuri Dixit,no,2000,Pukar,,no,Rajkumar Santoshi
Madhuri Dixit,no,2001,Lajja,34.29,yes,Rajkumar Santoshi
Madhuri Dixit,no,2001,Yeh Raaste Hain Pyaar Ke,15.69,yes,Deepak S. Shivdasani
Madhuri Dixit,no,2002,Devdas,90.00,no,Sanjay Leela Bhansali
Madhuri Dixit,no,2002,Hum Tumhare Hain Sanam,34.76,yes,K. S. Adhiyaman
Madhuri Dixit,no,2007,Aaja Nachle,,yes,Anil Mehta
Madhuri Dixit,no,2013,Yeh Jawaani Hai Deewani,319.01,yes,Ayan Mukerji
Madhuri Dixit,no,2014,Dedh Ishqiya,40.80,no,Abhishek Chaubey
Madhuri Dixit,no,2014,Gulaab Gang,22.70,no,Soumik Sen
Madhuri Dixit,no,2019,Kalank,146.31,yes,Abhishek Varman
Madhuri Dixit,no,2019,Total Dhamaal,228.27,no,Indra Kumar
Madhuri Dixit,no,2022,Maja Ma,,no,Anand Tiwari
Madhuri Dixit,no,2024,Bhool Bhulaiyaa 3,423.85,no,Anees Bazmee
Madhurima Tuli,no,2012,Cigarette Ki Tarah,,no,Akashaditya Lama
Madhurima Tuli,no,2013,Warning,,no,Gurmmeet Singh
Mahaakshay Chakraborty,yes,2011,Loot,,yes,Rajneesh Thakur
Mahaakshay Chakraborty,yes,2015,Ishqedarriyaan,,yes,V. K. Prakash
Mahaakshay Chakraborty,yes,2023,Jogira Sara Ra Ra,1.75,yes,Kushan Nandy
Mahaakshay Chakraborty,yes,2025,Oye Bhootni Ke,,yes,Ajay Kailash Yadav
Mahakshay Chakraborty,no,2011,Haunted – 3D,36.00,no,Vikram Bhatt
Mahakshay Chakraborty,no,2013,Enemmy,,no,Ashu Trikha
Mahat Raghavendra,no,2022,Double XL,1.12,yes,Satramm Ramani
Mahek Chahal,no,2003,Nayee Padosan,,no,B. H. Tharun Kumar
Mahek Chahal,no,2011,Yamla Pagla Deewana,88.00,yes,Samir Karnik
Mahek Chahal,no,2014,Karar: The Deal,,no,Sabir
Mahek Chahal,no,2018,Nirdosh,,yes,Pradeep Rangwani
Mahender Nath,no,2020,Eeb Allay Ooo!,,no,Prateek Vats
Mahesh Anand,no,2000,Baaghi,6.47,yes,Rajesh Kumar Singh
Mahesh Balraj,no,2019,Hume Tumse Pyaar Kitna,,no,Lalit Mohan
Mahesh Manjrekar,no,2002,Kaante,36.37,yes,Sanjay Gupta
Mahesh Manjrekar,no,2004,Musafir,18.71,yes,Sanjay Gupta
Mahesh Manjrekar,no,2004,Run,,yes,Jeeva
Mahesh Manjrekar,no,2005,Padmashree Laloo Prasad Yadav,,no,Mahesh Manjrekar
Mahesh Manjrekar,no,2006,Zinda,17.60,yes,Sanjay Gupta
Mahesh Manjrekar,no,2008,Meerabai Not Out,,no,Chandrakant Kulkarni
Mahesh Manjrekar,no,2009,99,14.76,yes,Raj and D.K.
Mahesh Manjrekar,no,2009,Fruit and Nut,0.15,no,Kunal Vijaykar
Mahesh Manjrekar,no,2009,Wanted,93.23,yes,Prabhu Deva
Mahesh Manjrekar,no,2009,Zor Lagaa Ke...Haiya!,,no,Girish Girija Joshi
Mahesh Manjrekar,no,2010,Dabangg,221.14,yes,Abhinav Kashyap
Mahesh Manjrekar,no,2010,Pankh,0.20,no,Sudipto Chattopadhyaya
Mahesh Manjrekar,no,2010,Teen Patti,7.63,no,Leena Yadav
Mahesh Manjrekar,no,2011,Ready,180.00,yes,Anees Bazmee
Mahesh Manjrekar,no,2013,Enemmy,,no,Ashu Trikha
Mahesh Manjrekar,no,2013,Himmatwala,68.87,no,Sajid Khan
Mahesh Manjrekar,no,2013,Once Upon ay Time in Mumbai Dobaara!,91.70,yes,Milan Luthria
Mahesh Manjrekar,no,2013,Rajjo,,no,Vishwas Patil
Mahesh Manjrekar,no,2013,Shootout at Wadala,82.00,no,Sanjay Gupta
Mahesh Manjrekar,no,2019,Mard Ko Dard Nahi Hota,2.03,no,Vasan Bala
Mahesh Manjrekar,no,2021,Mumbai Saga,22.29,yes,Sanjay Gupta
Mahesh Manjrekar,no,2021,The Power,,yes,Mahesh Manjrekar
Mahesh Manjrekar,no,2022,Mister Mummy,,no,Shaad Ali
Mahesh Manjrekar,no,2025,Kaal Trighori,,yes,Nitin Vaidya
Mahesh Manjrekar,no,2025,The Secret of Devkaali,,no,Niraj Chauhan
Mahesh Thakur,no,2005,Bluffmaster!,32.70,yes,Rohan Sippy
Mahesh Thakur,no,2011,Milta Hai Chance By Chance,,no,Ramesh Modi
Mahesh Thakur,no,2013,Satya 2,,no,Ram Gopal Varma
Mahi Gill,no,2009,Aagey Se Right,,no,Indrajit Nattoji
Mahi Gill,no,2009,Dev.D,20.82,yes,Anurag Kashyap
Mahi Gill,no,2009,Gulaal,,no,Anurag Kashyap
Mahi Gill,no,2018,"Saheb, Biwi Aur Gangster 3",10.20,yes,Tigmanshu Dhulia
Mahi Khanduri,no,2014,Dee Saturday Night,,no,Jay Prakash
Mahi Soni,no,2023,Panch Kriti,,no,Sannjoy Bhargv
Mahie Gill,no,2009,Pal Pal Dil Ke Ssaat,,no,V Krishna Kumar
Mahie Gill,no,2010,Dabangg,221.14,yes,Abhinav Kashyap
Mahie Gill,no,2011,Not a Love Story,,no,Ram Gopal Varma
Mahie Gill,no,2011,"Saheb, Biwi Aur Gangster",10.75,no,Tigmanshu Dhulia
Mahie Gill,no,2011,Utt Pataang,,no,Srikanth V. Velagaleti
Mahie Gill,no,2012,Paan Singh Tomar,20.18,no,Tigmanshu Dhulia
Mahie Gill,no,2013,"Saheb, Biwi Aur Gangster Returns",28.80,yes,Tigmanshu Dhulia
Mahie Gill,no,2013,Zanjeer,,yes,Apoorva Lakhia
Mahie Gill,no,2014,Gang of Ghosts,,no,Satish Kaushik
Mahie Gill,no,2016,Buddha in a Traffic Jam,,no,Vivek Agnihotri
Mahie Gill,no,2017,Wedding Anniversary,0.24,no,Shekhar S Jha
Mahie Gill,no,2018,Phamous,,no,Karan Lalit Butani
Mahie Gill,no,2019,Family of Thakurganj,15.00,no,Manoj K. Jha
Mahie Gill,no,2019,Posham Pa,,no,Suman Mukhopadhyay
Mahie Gill,no,2020,Doordarshan,,no,Gagan Puri
Mahie Gill,no,2020,Durgamati,,no,G. Ashok
Mahima Chaudhry,no,2000,Deewane,12.25,no,Harry Baweja
Mahima Chaudhry,no,2000,Khiladi 420,10.20,no,Neeraj Vora
Mahima Chaudhry,no,2000,Kurukshetra,19.87,yes,Mahesh Manjrekar
Mahima Chaudhry,no,2001,Lajja,34.29,yes,Rajkumar Santoshi
Mahima Chaudhry,no,2001,Yeh Teraa Ghar Yeh Meraa Ghar,,no,Priyadarshan
Mahima Chaudhry,no,2002,Dil Hai Tumhaara,18.03,yes,Kundan Shah
Mahima Chaudhry,no,2002,Om Jai Jagadish,14.00,yes,Anupam Kher
Mahima Chaudhry,no,2003,Baghban,43.11,yes,Ravi Chopra
Mahima Chaudhry,no,2003,LOC: Kargil,31.67,yes,J. P. Dutta
Mahima Chaudhry,no,2003,Saaya,,no,Anurag Basu
Mahima Chaudhry,no,2004,Dobara,,no,Shashi Ranjan
Mahima Chaudhry,no,2005,Bhagmati,,no,Ashok Kaul
Mahima Chaudhry,no,2005,Film Star,,no,Tanuja Chandra
Mahima Chaudhry,no,2005,Home Delivery,,yes,Sujoy Ghosh
Mahima Chaudhry,no,2005,Kuchh Meetha Ho Jaye,,no,Samar Khan
Mahima Chaudhry,no,2005,Sehar,2.40,no,Kabeer Kaushik
Mahima Chaudhry,no,2005,The Film,,no,Junaid Memon
Mahima Chaudhry,no,2005,Zameer: The Fire Within,1.58,no,Kamal
Mahima Chaudhry,no,2006,Kudiyon Ka Hai Zamana,,yes,Amar Butala
Mahima Chaudhry,no,2006,Sandwich,,no,Anees Bazmee
Mahima Chaudhry,no,2006,Sarhad Paar,,yes,Raman Kumar
Mahima Chaudhry,no,2006,Souten: The Other Woman,,no,Karan Razdan
Mahima Chaudhry,no,2008,Gumnaam – The Mystery,0.55,no,Neeraj Pathak
Mahima Chaudhry,no,2010,Pusher,,no,Assad Raja
Mahima Chaudhry,no,2024,The Signature,,no,Gajendra Ahire
Mahima Chaudhry,no,2025,Durlabh Prasad Ki Dusri Shadi,,no,Siddhant Raj Singh
Mahima Chaudhry,no,2025,Emergency,21.75,no,Kangana Ranaut
Mahima Chaudhry,no,2025,Nadaaniyan,,yes,Shauna Gautam
Mahima Makwana,no,2021,Antim: The Final Truth,59.11,yes,Mahesh Manjrekar
Mahima Makwana,no,2023,Tumse Na Ho Payega,,no,Abhishek Sinha
Mahira Khan,no,2017,Raees,308.10,no,Rahul Dholakia
