year,movie,imdb_rating,imdb_votes,imdb_matched_title
2001,Rehnaa Hai Terre Dil Mein,7.5,10130,Rehnaa Hai Terre Dil Mein
2001,Style,6.7,2401,Style
2001,Tamboo Mein Bamoo,7.6,21,Tamboo Mein Bamoo
2001,Tera Mera Saath Rahen,5.1,394,Tera Mera Saath Rahen
2001,Tere Liye,5.4,71,Tere Liye
2001,Tum Bin,,,
2001,Yaadein,4.2,4050,Yaadein...
2001,Yeh Raaste Hain Pyaar Ke,4.1,897,Yeh Raaste Hain Pyaar Ke
2001,Yeh Teraa Ghar Yeh Meraa Ghar,6.0,1117,Yeh Teraa Ghar Yeh Meraa Ghar
2001,Yeh Zindagi Ka Safar,3.7,170,Yeh Zindagi Ka Safar
2001,Zubeidaa,6.6,1877,Zubeidaa
2002,16 December,7.0,1481,16 December
2002,23rd March 1931: Shaheed,5.4,894,23rd March 1931: Shaheed
2002,Aankhen,7.4,14805,Aankhen
2002,Aap Mujhe Achche Lagne Lage,3.2,2990,Aap Mujhe Achche Lagne Lage
2002,Ab Ke Baras,3.5,269,Ab Ke Baras
2002,Agni Varsha,4.6,433,Agnivarsha: The Fire and the Rain
2002,Akhiyon Se Goli Maare,5.2,1361,Akhiyon Se Goli Maare
2002,Annarth,3.1,179,Annarth
2002,Ansh: The Deadly Part,6.5,78,Ansh: The Deadly Part
2002,Awara Paagal Deewana,6.3,10089,Awara Paagal Deewana
2002,Badhaai Ho Badhaai,4.7,845,Badhaai Ho Badhaai
2002,Bollywood Queen,4.7,537,Bollywood Queen
2002,Chalo Ishq Ladaaye,4.5,695,Chalo Ishq Ladaaye
2002,Chor Machaaye Shor,4.4,1448,Chor Machaaye Shor
2002,Company,7.9,17241,Company
2002,Deewangee,6.5,3383,Deewangee
2002,Desh Devi,8.3,16,Desh Devi
2002,Devdas,7.6,52230,Devdas
2002,Dil Hai Tumhaara,5.7,2437,Dil Hai Tumhara
2002,Dil Vil Pyar Vyar,5.4,580,Dil Vil Pyar Vyar
2002,Durga,5.3,24,Durga
2002,Ek Chhotisi Love Story,3.1,654,Ek Chhotisi Love Story
2002,Encounter: The Killing,6.0,201,Encounter: The Killing
2002,Filhaal,5.7,315,Filhaal...
2002,Ghaav: The Wound,6.6,27,Ghaav: The Wound
2002,Gunaah,3.5,484,Gunaah
2002,Haan Maine Bhi Pyaar Kiya,3.7,1622,Haan Maine Bhi Pyaar Kiya
2002,Hathyar,,,
2002,Hum Kisise Kum Nahin,4.2,1723,Hum Kisi Se Kum Nahin
2002,Hum Pyar Tumhi Se Kar Baithe,5.4,64,Hum Pyar Tumhi Se Kar Baithe
2002,Hum Tumhare Hain Sanam,5.4,8427,Hum Tumhare Hain Sanam
2002,Humraaz,6.5,4240,Humraaz
2002,Jaani Dushman: Ek Anokhi Kahani,2.8,4521,Jaani Dushman: Ek Anokhi Kahani
2002,Jeena Sirf Merre Liye,3.9,914,Jeena Sirf Merre Liye
2002,Kaante,6.6,5788,Kaante
2002,Kabhie Tum Kabhie Hum,4.2,22,Kabhie Tum Kabhie Hum
2002,Karz: The Burden of Truth,3.9,532,Karz: The Burden of Truth
2002,Kehtaa Hai Dil Baar Baar,4.7,216,Kehtaa Hai Dil Baar Baar
2002,Kitne Door Kitne Paas,4.5,392,Kitne Door... Kitne Paas
2002,Koi Mere Dil Se Poochhe,3.5,352,Koi Mere Dil Se Poochhe
2002,Kranti,4.0,492,Kranti
2002,Kuch Tum Kaho Kuch Hum Kahein,6.0,786,Kuch Tum Kaho Kuch Hum Kahein
2002,Kya Yehi Pyaar Hai,4.3,592,Kya Yehi Pyaar Hai
2002,Kyaa Dil Ne Kahaa,2.9,341,Kyaa Dil Ne Kahaa
2002,Lal Salaam,5.9,123,Lal Salaam
2002,Maa Tujhhe Salaam,3.8,1459,Maa Tujhhe Salaam
2002,Maine Dil Tujhko Diya,4.0,1374,Maine Dil Tujhko Diya
2002,Makdee,7.5,2569,The Web of the Witch
2002,Maseeha,4.2,115,Maseeha
2002,Mere Yaar Ki Shaadi Hai,5.4,2719,Mere Yaar Ki Shaadi Hai
2002,"Mitr, My Friend",6.8,292,Mitr: My Friend
2002,Mohabbat Ho Gayi Hai Tumse,,,
2002,Mujhse Dosti Karoge!,5.1,7076,Mujhse Dosti Karoge!
2002,Mulaqaat,3.5,16,Mulaqaat
2002,Na Tum Jaano Na Hum,4.9,3212,Na Tum Jaano Na Hum
2002,Om Jai Jagadish,5.5,2331,Om Jai Jagadish
2002,Pitaah,6.4,830,Pitaah
2002,Pyaar Diwana Hota Hai,4.0,463,Pyaar Diwana Hota Hai
2002,Pyaasa,3.1,120,Pyaasa
2002,Raaz,6.6,5183,Raaz
2002,Reshma Aur Sultan,,,
2002,Rishtey,4.9,1193,Rishtey
2002,Road,5.7,1474,Road
2002,Saathiya,6.8,9581,Saathiya
2002,Shaheed-E-Azam,7.6,50,Shaheed-E-Azam
2002,Shakti - The Power,,,
2002,Shararat,4.8,547,Shararat
2002,Soch,4.2,123,Soch
2002,Sur: The Melody of Life,6.6,628,Sur
2002,The Legend of Bhagat Singh,8.2,18332,The Legend of Bhagat Singh
2002,Tum Se Achcha Kaun Hai,4.9,323,Tum Se Achcha Kaun Hai
2002,Tumko Na Bhool Paayenge,5.7,3721,Tumko Na Bhool Paayenge
2002,Waah! Tera Kya Kehna,3.8,404,Waah! Tera Kya Kehna
2002,Yeh Dil Aashiqanaa,4.6,438,Yeh Dil Aashiqanaa
2002,Yeh Hai Jalwa,4.8,3139,Yeh Hai Jalwa
2002,Yeh Kaisi Mohabbat,4.2,48,Yeh Kaisi Mohabbat
2002,Yeh Kya Ho Raha Hai?,4.7,283,Yeh Kya Ho Raha Hai?
2002,Yeh Mohabbat Hai,5.2,97,Yeh Mohabbat Hai
2002,Zindagi Khoobsoorat Hai,5.7,67,Zindagi Khoobsoorat Hai
2003,2 October,5.5,51,2 October
2003,3 Deewarein,7.8,2749,3 Deewarein
2003,88 Antop Hill,4.8,91,88 Antop Hill
2003,Aaj Ka Andha Kanoon,,,
2003,Aanch,5.6,149,Aanch
2003,Aapko Pehle Bhi Kahin Dekha Hai,4.7,356,Aapko Pehle Bhi Kahin Dekha Hai
2003,Andaaz,5.3,2994,Andaaz
2003,Armaan,5.3,1277,Armaan
2003,Baaz: A Bird in Danger,3.5,468,Baaz: A Bird in Danger
2003,Baghban,7.4,18905,Baghban
2003,Bas Yun Hi,5.6,64,Bas Yun Hi
2003,Basti,7.1,36,Basti
2003,Bhoot,6.4,4540,Bhoot
2003,Boom,2.3,1641,Boom
2003,Calcutta Mail,5.7,562,Calcutta Mail
2003,Chalte Chalte,6.5,17754,Chalte Chalte
2003,Chori Chori,4.9,1016,Chori Chori
2003,Chupke Se,5.7,131,Chupke Se
2003,Chura Liyaa Hai Tumne,3.8,533,Captured by You
2003,Darna Mana Hai,6.3,4886,Darna Mana Hai
2003,Dhoop,7.6,289,Dhoop
2003,Dhund,,,
2003,Dil Ka Rishta,4.9,2206,Dil Ka Rishta
2003,Dil Pardesi Ho Gayaa,4.1,129,Dil Pardesi Ho Gayaa
2003,Dum,5.7,1887,Dum
2003,Ek Alag Mausam,7.2,60,Ek Alag Mausam
2003,Ek Aur Ek Gyarah,,,
2003,Ek Din 24 Ghante,3.9,90,Ek Din 24 Ghante
2003,Escape from Taliban,4.4,243,Escape from Taliban
2003,Footpath,5.5,1131,Footpath
2003,Fun2shh... Dudes in the 10th Century,4.8,1177,Dudes in the 10th Century
2003,Gangaajal,7.8,19129,Gangaajal
2003,Haasil,7.6,3337,Haasil
2003,Hawa,3.4,404,Hawa
2003,Hawayein,7.4,326,Hawayein
2003,Humein Tumse Pyar Ho Gaya Chupke Chupke,2.2,43,Humein Tumse Pyar Ho Gaya Chupke Chupke
2003,Hungama,7.6,19092,Hungama
2003,Indian Babu,4.8,64,Indian Babu
2003,Inteha,5.3,217,Inteha
2003,Ishq Vishk,6.1,4967,Ishq Vishk
2003,Jaal: The Trap,4.5,732,Jaal: The Trap
2003,Jajantaram Mamantaram,6.1,3165,Jajantaram Mamantaram
2003,Janasheen,3.2,465,Janasheen
2003,Jhankaar Beats,7.1,2263,Jhankaar Beats
2003,Jism,5.3,2539,Jism
2003,Jodi Kya Banayi Wah Wah Ramji,4.1,63,Jodi Kya Banayi Wah Wah Ramji
2003,Joggers Park,6.2,422,Joggers' Park
2003,Kagaar: Life on the Edge,5.6,67,Kagaar: Life on the Edge
2003,Kahan Ho Tum,4.2,32,Kahan Ho Tum
2003,Kaise Kahoon Ke... Pyaar Hai,4.0,56,Kaise Kahoon Ke... Pyaar Hai
2003,Kal Ho Naa Ho,7.9,81762,Kal Ho Naa Ho
2003,Kash Aap Hamare Hote,5.0,108,Kash... Aap Hamare Hote
2003,Khanjar: The Knife,,,
2003,Khel – No Ordinary Game,,,
2003,Khushi,7.5,48,Khushi
2003,Khwahish,4.2,248,Khwahish
2003,Koi... Mil Gaya,7.2,31385,Koi... Mil Gaya
2003,Kucch To Hai,4.4,1109,Kucch To Hai
2003,Kuch Naa Kaho,5.4,2538,Kuch Naa Kaho
2003,LOC: Kargil,5.5,3721,LOC: Kargil
2003,Love at Times Square,2.3,253,Love at Times Square
2003,Main Madhuri Dixit Banna Chahti Hoon,6.3,575,Main Madhuri Dixit Banna Chahti Hoon!
2003,Main Prem Ki Diwani Hoon,3.8,5603,Main Prem Ki Diwani Hoon
2003,Market,4.0,170,Market
2003,Mudda: The Issue,4.2,39,Mudda: The Issue
2003,Mumbai Matinee,5.1,310,Mumbai Matinee
2003,Mumbai Se Aaya Mera Dost,3.3,662,Mumbai Se Aaya Mera Dost
2003,Munna Bhai M.B.B.S.,8.2,98233,Munna Bhai M.B.B.S.
2003,Nayee Padosan,5.6,488,Nayee Padosan
2003,Om,4.3,49,Om
2003,Oops!,3.2,116,Oops!
2003,Out of Control,3.3,306,Out of Control
2003,Paap,5.3,995,Paap
2003,Parwana,2.6,359,Parwana
2003,Patth,4.9,50,Patth
2003,Pinjar,7.9,3146,Pinjar
2003,Praan Jaye Par Shaan Na Jaye,,,
2003,Qayamat: City Under Threat,4.8,2742,Qayamat: City Under Threat
2003,Raghu Romeo,6.9,749,Raghu Romeo
2003,Raja Bhaiya,3.8,280,Raja Bhaiya
2003,Rules: Pyaar Ka Superhit Formula,6.3,350,Rules: Pyaar Ka Superhit Formula
2003,Saaya,5.8,1167,Saaya
2003,Samay: When Time Strikes,7.1,2148,Samay: When Time Strikes
2003,Satta,6.8,659,Satta
2003,Sssshhh...,4.4,465,Sssshhh...
2003,Supari,4.3,182,Supari
2003,Tada,5.3,47,Tada
2003,Talaash: The Hunt Begins...,4.3,1708,Talaash: The Hunt Begins...
2003,Tehzeeb,5.7,600,Etiquette
2003,Tere Naam,7.2,22648,In Your Name
2003,The Hero: Love Story of a Spy,5.5,2841,The Hero: Love Story of a Spy
2003,The Perfect Husband,6.1,19,The Perfect Husband
2003,Tujhe Meri Kasam,6.2,615,Tujhe Meri Kasam
2003,Tumse Milke Wrong Number,,,
2003,Waisa Bhi Hota Hai Part II,7.4,870,It Happens That Way Too: Part II
2003,Xcuse Me,5.8,1061,Xcuse Me
2003,Yeh Dil,4.2,269,Yeh Dil
2003,Zameen,5.4,1828,Zameen
2004,""" Mysteries Shaque """,5.2,18,Mysteries Shaque
2004,AK-47,5.2,61,AK 47
2004,Aabra Ka Daabra,2.7,455,Aabra Ka Daabra
2004,Aan: Men at Work,5.8,3535,Aan: Men at Work
2004,Ab Tak Chappan,,,
2004,Ab Tumhare Hawale Watan Saathiyo,4.5,1991,Ab Tumhare Hawale Watan Saathiyo
2004,Ab... Bas!,3.2,103,Ab... Bas!
2004,Aetbaar,4.7,1269,Aetbaar
2004,Agnipankh,4.8,143,Agni Pankh
2004,Aitraaz,6.6,11692,Aitraaz
2004,Asambhav,3.8,697,Asambhav
2004,Bardaasht,5.9,854,Bardaasht
2004,Bhola in Bollywood,6.7,27,Bhola in Bollywood
2004,Chameli,6.8,2676,Chameli
2004,Chand Bujh Gaya,6.7,81,Chand Bujh Gaya
2004,Charas,,,
2004,Deewaar,,,
2004,Dev,6.6,1570,Dev
2004,Dhoom,6.7,24749,Dhoom
2004,Dil Bechara Pyaar Ka Maara,5.2,65,Dil Bechara Pyaar Ka Maara
2004,Dil Maange More,5.2,2260,Dil Maange More!!!
2004,Dil Ne Jise Apna Kahaa,,,
2004,Dobara,4.2,201,Dobara
2004,Dukaan,,,
2004,Ek Hasina Thi,7.5,8461,Ek Hasina Thi
2004,Ek Se Badhkar Ek,4.6,214,Ek Se Badhkar Ek
2004,Fida,5.5,3209,Fida
2004,Garv,,,
2004,Gayab,4.4,961,Gayab
2004,Girlfriend,3.3,407,Girlfriend
2004,Hatya,,,
2004,Hava Aney Dey,6.2,139,Let the Wind Blow
2004,Hawas,3.0,241,Hawas
2004,Hulchul,7.1,10936,Hulchul
2004,Hum Tum,7.0,16170,Hum Tum
2004,Hyderabad Blues 2,6.2,263,Hyderabad Blues 2
2004,I Proud to Be an Indian,6.1,650,I: Proud to Be an Indian
2004,Insaaf: The Justice,3.0,119,Insaaf: The Justice
2004,Inteqam: The Perfect Game,4.9,120,Inteqam: The Perfect Game
2004,Ishq Hai Tumse,3.5,199,Ishq Hai Tumse
2004,Jaago,6.6,211,Jaago
2004,Julie,4.1,505,Julie
2004,Kaash... Hamara Dil Pagal Na Hota,5.5,17,Kaash... Hamara Dil Pagal Na Hota
2004,Kaun Hai Jo Sapno Mein Aaya,5.9,70,Kaun Hai Jo Sapno Mein Aaya
2004,Kaya Taran,,,
2004,Khakee,7.4,17502,Khakee
2004,Khamosh Pani,7.5,1319,Silent Waters
2004,King of Bollywood,5.3,117,King of Bollywood
2004,Kis Kis Ki Kismat,2.7,176,Kis Kis Ki Kismat
2004,Kismat,4.0,596,Kismat
2004,Kiss Kis Ko,5.6,38,Kiss Kis Ko
2004,Krishna Cottage,5.3,1734,Krishna Cottage
2004,Kyun! Ho Gaya Na...,4.3,2037,Look What's Happened Now
2004,Lakeer – Forbidden Lines,4.7,1195,Lakeer: Forbidden Lines
2004,Lakshya,7.8,28088,Lakshya
2004,Let's Enjoy,6.6,127,Let's Enjoy
2004,Madhoshi,4.6,515,Madhoshi
2004,Main Hoon Na,7.1,44907,Main Hoon Na
2004,Maqbool,8.0,15729,Maqbool
2004,Masti,6.2,7713,Masti
2004,Meenaxi: A Tale of Three Cities,,,
2004,Meri Biwi Ka Jawaab Nahin,,,
2004,Morning Raga,6.8,327,Morning Raga
2004,Mujhse Shaadi Karogi,6.7,18869,Mujhse Shaadi Karogi
2004,Murder,5.6,7742,Murder
2004,Musafir,5.6,2095,Musafir
2004,Muskaan,4.5,273,Muskaan
2004,Naach,4.4,643,Naach
2004,Netaji Subhas Chandra Bose: The Forgotten Hero,7.6,1453,Netaji Subhas Chandra Bose: The Forgotten Hero
2004,Paap,5.3,995,Paap
2004,Paisa Vasool,4.3,184,Paisa Vasool
2004,Phir Milenge,6.2,2563,Phir Milenge
2004,Plan,4.4,1074,Plan
2004,Police Force: An Inside Story,4.2,858,Police Force: An Inside Story
2004,Popcorn Khao! Mast Ho Jao,3.9,102,Popcorn Khao! Mast Ho Jao
2004,Raincoat,7.7,5931,Raincoat
2004,Rakht,3.8,773,Rakht
2004,Rok Sako To Rok Lo,4.4,1917,Rok Sako To Rok Lo
2004,Rudraksh,2.8,1541,Rudraksh
2004,Run,5.0,1620,Run
2004,Shaadi Ka Laddoo,4.7,120,Shaadi Ka Laddoo
2004,Shart: The Challenge,3.6,187,Shart: The Challenge
2004,Sheen,6.6,108,Sheen
2004,Shikaar,4.9,51,Shikaar
2004,Shukriya: Till Death Do Us Apart,5.0,205,Shukriya: Till Death Do Us Apart
2004,Silence Please...The Dressing Room,3.7,22,Silence Please... The Dressing Room
2004,Stop!,4.7,46,Stop!
2004,Suno Sasurjee,,,
2004,Swades,8.2,106197,Swades
2004,Taarzan: The Wonder Car,5.0,6566,Taarzan: The Wonder Car
2004,Tauba Tauba,2.1,138,Tauba Tauba
2004,Thoda Tum Badlo Thoda Hum,5.2,38,Thoda Tum Badlo Thoda Hum
2004,Tumsa Nahin Dekha: A Love Story,,,
2004,Uuf Kya Jaadoo Mohabbat Hai,5.5,55,Uuf Kya Jaadoo Mohabbat Hai...
2004,Vaastu Shastra,5.0,799,Vaastu Shastra
2004,Veer-Zaara,7.8,66719,Veer Zaara
2004,Wajahh: A Reason to Kill,4.5,92,Wajahh: A Reason to Kill
2004,Woh,4.8,60,WOH
2004,Yeh Lamhe Judaai Ke,3.1,2073,Yeh Lamhe Judaai Ke
2004,Yuva,7.3,9812,Yuva
2005,7½ Phere,,,
2005,99.9 FM,5.1,50,99.9 FM
2005,Aashiq Banaya Aapne,,,
2005,Amavas,,,
2005,Anjaane,,,
2005,Apaharan,7.4,5608,Apaharan
2005,Bachke Rehna Re Baba,2.8,248,Bachke Rehna Re Baba
2005,Barsaat,,,
2005,Bewafaa,4.2,2832,Bewafaa
2005,Bhagmati,6.1,72,Bhagmati
2005,Black,8.1,37535,Black
2005,Blackmail,4.7,780,Blackmail
2005,Bluffmaster!,6.6,7066,Bluffmaster
2005,Bullet: Ek Dhamaka,3.7,66,Bullet: Ek Dhamaka
2005,Bunty Aur Babli,6.3,9236,Bunty Aur Babli
2005,Chaahat – Ek Nasha,4.0,101,Chaahat Ek Nasha...
2005,Chand Sa Roshan Chehra,6.0,94,Chand Sa Roshan Chehra
2005,Chehraa,4.3,194,Chehraa
2005,Chetna: The Excitement,3.2,60,Chetna: The Excitement
2005,Chocolate,3.6,11,Chocolate
2005,Classic – Dance of Love,5.3,69,Classic Dance of Love
2005,Dansh,7.4,69,Dansh
2005,Deewane Huye Paagal,5.7,6718,Deewane Huye Paagal
2005,Dil Jo Bhi Kahey...,4.7,404,Dil Jo Bhi Kahey...
2005,Dosti: Friends Forever,5.3,2900,Dosti: Friends Forever
2005,Double Cross - Ek Dhoka,4.0,61,Double Cross: Ek Dhoka
2005,Dreams,3.7,121,Dreams
2005,Dus,5.5,3783,Dus
2005,Ek Ajnabee,5.3,1896,Ek Ajnabee
2005,Ek Khiladi Ek Haseena,5.7,710,Ek Khiladi Ek Haseena
2005,Elaan,4.6,857,Elaan
2005,Fareb,4.3,221,Fareb
2005,Film Star,5.6,80,Film Star
2005,Fun – Can Be Dangerous Sometimes,3.5,90,Fun: Can Be Dangerous Sometimes
2005,Garam Masala,6.8,19285,Garam Masala
2005,Hazaaron Khwaishein Aisi,7.9,5598,Hazaaron Khwaishein Aisi
2005,Home Delivery,,,
2005,Hum Dum,6.2,118,Hum Dum
2005,Hum Tum Aur Mom,,,
2005,Insan,4.6,1623,Insan
2005,Iqbal,8.1,18417,Iqbal
2005,Jackpot,6.2,22,Jackpot
2005,Jalwa - Fun in Love,4.9,17,Jalwa: Fun in Love
2005,James,3.8,392,James
2005,Jo Bole So Nihaal,3.7,891,Jo Bole So Nihaal
2005,Jurm,5.5,668,Jurm
2005,Kaal,4.8,6570,Kaal
2005,Kalyug,6.5,3631,Kalyug
2005,Karam,5.8,1578,Karam
2005,Kasak,4.7,72,Kasak
2005,Khamoshh... Khauff Ki Raat,3.6,325,Khamoshh... Khauff Ki Raat
2005,Khullam Khulla Pyaar Karen,4.2,411,Khullam Khulla Pyaar Karen
2005,Kisna: The Warrior Poet,4.6,1536,Kisna: The Warrior Poet
2005,Koi Aap Sa,,,
2005,Koi Mere Dil Mein Hai,4.2,123,Koi Mere Dil Mein Hai
2005,Kuchh Meetha Ho Jaye,3.5,335,Kuchh Meetha Ho Jaye
2005,Kyaa Kool Hai Hum,6.1,4143,Kyaa Kool Hai Hum
2005,Kyon Ki,5.6,5369,Kyon Ki...
2005,Lucky: No Time for Love,4.7,4121,Lucky: No Time for Love
2005,Main Aisa Hi Hoon,5.0,1256,Main Aisa Hi Hoon
2005,"Main, Meri Patni Aur Woh",7.3,2823,"Main, Meri Patni... Aur Woh!"
2005,Maine Gandhi Ko Nahin Mara,7.3,804,I Did Not Kill Gandhi
2005,Maine Pyaar Kyun Kiya?,5.6,6525,Maine Pyaar Kyun Kiya
2005,Mangal Pandey: The Rising,6.5,11084,Mangal Pandey
2005,Mashooka,5.1,46,Mashooka
2005,Mazaa Mazaa,2.9,90,Mazaa Mazaa
2005,Mr Prime Minister,5.3,69,Mr Prime Minister
2005,Mr Ya Miss,3.8,595,Mr Ya Miss
2005,Mumbai Godfather,3.7,29,Mumbai Godfather
2005,Mumbai Xpress,,,
2005,My Brother... Nikhil,7.3,1404,My Brother... Nikhil
2005,My Wife's Murder,6.1,1031,My Wife's Murder
2005,Naam Gum Jaayega,6.2,109,Naam Gum Jaayega
2005,Naina,4.3,925,Naina
2005,Neal 'n' Nikki,3.2,1887,Neal 'n' Nikki
2005,Nigehbaan: The Third Eye,2.5,35,Nigehbaan: The Third Eye
2005,No Entry,6.6,14075,No Entry
2005,Padmashree Laloo Prasad Yadav,2.5,251,Padmashree Laloo Prasad Yadav
2005,Page 3,7.3,7175,Page 3
2005,Paheli,6.4,15207,Paheli
2005,Parineeta,7.2,10100,Parineeta
2005,Pehchaan: The Face of Truth,5.9,79,Pehchaan: The Face of Truth
2005,Pyaar Mein Twist,5.6,216,Pyaar Mein Twist
2005,Ramji Londonwale,,,
2005,Revati,5.2,44,Revati
2005,Rog,5.2,657,Rog
2005,Saathi: The Companion,,,
2005,Salaam Namaste,6.2,8868,Salaam Namaste
2005,Sarkar,7.6,18801,Sarkar
2005,Sau Jhooth Ek Sach,7.4,89,Sau Jhooth Ek Sach
2005,Sauda - The Deal,5.0,12,Sauda: The Deal
2005,Sehar,7.7,2622,Sehar
2005,Shaadi No. 1,3.6,1133,Shaadi No. 1
2005,Shabd,5.0,1628,Shabd
2005,Shabnam Mausi,6.6,78,Shabnam Mausi
2005,Sheesha,3.5,306,Sheesha
2005,Shikhar,5.2,1300,Shikhar
2005,Silsiilay,4.2,819,Silsiilay
2005,Sitam,3.3,42,Sitam
2005,Socha Na Tha,7.4,8307,Socha Na Tha
2005,Ssukh,4.9,80,Ssukh
2005,Taj Mahal: An Eternal Love Story,5.0,269,Taj Mahal: An Eternal Love Story
2005,Tango Charlie,6.1,2553,Tango Charlie
2005,Tezaab – The Acid of Love,6.0,7,Tezaab: The Acid of Love
2005,The Film,6.4,96,The Film
2005,Time Pass,4.3,53,Time Pass
2005,Topless,3.3,21,Topless
2005,"U, Bomsi n Me",7.4,20,"U, Bomsi N Me"
2005,Vaada,6.0,1000,Vaada
2005,Vaah! Life Ho Toh Aisi!,4.9,6697,Vaah! Life Ho Toh Aisi!
2005,Viruddh... Family Comes First,7.0,2307,Viruddh... Family Comes First
2005,Waqt: The Race Against Time,6.8,14461,Waqt: The Race Against Time
2005,Water,7.7,15810,Water
2005,White Rainbow,7.5,136,White Rainbow
2005,Yahaan,7.5,1286,...Yahaan
2005,Yakeen,5.8,852,Yakeen
2005,Zameer: The Fire Within,,,
2005,Zeher,5.6,2574,Zeher
2006,36 China Town,5.8,5889,36 China Town
2006,Aap Ki Khatir,4.0,1103,Aap Ki Khatir
2006,Aatma,4.5,147,Aatma
2006,Ahista Ahista,6.9,1799,Ahista Ahista
2006,Aisa Kyon Hota Hai?,3.5,25,Aisa Kyon Hota Hai?
2006,Aksar,5.0,1627,Aksar
2006,Alag,,,
2006,Ankahee,4.6,458,Ankahee
2006,Anthony Kaun Hai?,5.1,736,Anthony Kaun Hai?
2006,Apna Sapna Money Money,5.5,2556,Apna Sapna Money Money
2006,Aryan,,,
2006,Baabul,5.4,3864,Baabul
2006,Banaras,6.2,376,Banaras
2006,Bas Ek Pal,5.8,584,Bas Ek Pal
2006,Being Cyrus,7.1,3167,Being Cyrus
2006,Bhagam Bhag,6.8,17637,Bhagam Bhag
2006,Bhoot Unkle,4.9,467,Bhoot Unkle
2006,Chand Ke Paar Chalo,7.7,88,Chand Ke Paar Chalo
2006,Chingaari,4.7,249,Chingaari
2006,Chup Chup Ke,7.1,15763,Chup Chup Ke
2006,Corporate,6.6,2236,Corporate
2006,Darna Zaroori Hai,5.5,2951,Darna Zaroori Hai
2006,Darwaaza Bandh Rakho,,,
2006,Deadline: Sirf 24 Ghante,6.3,727,Deadline: Sirf 24 Ghante
2006,Devaki,4.3,42,Devaki
2006,Dhoom 2,6.6,32991,Dhoom 2
2006,Dil Diya Hai,3.9,613,Dil Diya Hai
2006,Don: The Chase Begins Again,,,
2006,Dor,7.9,6481,Dor
2006,Eight: The Power of Shani,,,
2006,Fanaa,7.1,37077,Fanaa
2006,Fight Club: Members Only,3.6,1728,Fight Club: Members Only
2006,Gangster: A Love Story,,,
2006,Golmaal: Fun Unlimited,7.5,21586,Golmaal: Fun Unlimited
2006,Holiday,6.4,569,Holiday
2006,Humko Deewana Kar Gaye,5.2,4610,Humko Deewana Kar Gaye
2006,Humko Tumse Pyaar Hai,5.4,736,Humko Tumse Pyaar Hai
2006,I See You,4.4,1271,I See You
2006,Iqraar by Chance,5.0,56,Iqraar: By Chance
2006,Jaadu Sa Chal Gaya,,,
2006,Jaan-E-Mann,,,
2006,Jaana - Let's Fall In Love,6.1,45,Jaana... Let's Fall in Love
2006,Jaane Hoga Kya,3.2,239,Jaane Hoga Kya
2006,Jawani Diwani: A Youthful Joyride,2.9,588,Jawani Diwani: A Youthful Joyride
2006,Jigyaasa,3.8,289,Jigyaasa
2006,Kabhi Alvida Naa Kehna,6.1,24919,Kabhi Alvida Naa Kehna
2006,Kabul Express,6.8,4021,Kabul Express
2006,Khosla Ka Ghosla,8.2,27210,Khosla Ka Ghosla!
2006,Krishna,6.5,96,Krishna
2006,Krrish,6.5,28355,Krrish
2006,Kudiyon Ka Hai Zamana,,,
2006,Lage Raho Munna Bhai,8.0,53469,Lage Raho Munna Bhai
2006,Love Ke Chakkar Mein,4.5,51,Love Ke Chakkar Mein
2006,Malamaal Weekly,7.1,9201,Malamaal Weekly
2006,Mere Jeevan Saathi,3.4,1123,Mere Jeevan Saathi
2006,Naksha,3.7,1512,Naksha
2006,Omkara,8.0,23929,Omkara
2006,Phir Hera Pheri,7.4,32162,Phir Hera Pheri
2006,Pyaar Ke Side Effects,6.8,3357,Pyaar Ke Side Effects
2006,Pyare Mohan,3.5,1083,Pyare Mohan
2006,Rafta Rafta – The Speed,,,
2006,Rang De Basanti,8.1,126668,Rang De Basanti
2006,Rocky,4.1,399,Rocky
2006,Saawan... The Love Season,2.7,1546,Saawan... The Love Season
2006,Sacred Evil – A True Story,,,
2006,Sandwich,5.6,1252,Sandwich
2006,Sarhad Paar,3.9,149,Sarhad Paar
2006,Shaadi Karke Phas Gaya Yaar,4.1,1633,Shaadi Karke Phas Gaya Yaar
2006,Shaadi Se Pehle,4.4,994,Shaadi Se Pehle
2006,Shiva,4.1,402,Shiva
2006,Souten: The Other Woman,5.2,64,Souten: The Other Woman
2006,Tathastu,4.5,571,Tathastu
2006,Taxi No. 9211,,,
2006,Teesri Aankh: The Hidden Camera,2.8,380,Teesri Aankh: The Hidden Camera
2006,The Killer,4.8,1456,The Killer
2006,The Real Dream Girls,,,
2006,"Tom, Dick, and Harry",3.3,693,"Tom, Dick, and Harry"
2006,Umar,5.5,86,Umar
2006,Umrao Jaan,5.4,2173,Umrao Jaan
2006,Unns...Means Love,,,
2006,Utthaan,4.5,44,Utthaan
2006,Vivah,6.7,12140,Vivah
2006,Woh Lamhe...,6.5,1748,Woh Lamhe ...
2006,Yun Hota Toh Kya Hota,6.4,804,What If?
2006,Zinda,4.8,3976,Zinda
2006,Zindaggi Rocks,5.0,273,Zindaggi Rocks
2007,1971,8.2,3060,1971
2007,50 Lakh,6.6,95,50 Lakh
2007,Aag,,,
2007,Aaja Nachle,6.2,3857,Aaja Nachle
