year,movie,imdb_rating,imdb_votes,imdb_matched_title
2007,Aap Kaa Surroor,,,
2007,Aggar,,,
2007,Anwar,6.5,1283,Anwar
2007,Apna Asmaan,6.1,198,Apna Asmaan
2007,Apne,6.1,3847,Apne
2007,Aur Pappu Paas Ho Gaya,,,
2007,Awarapan,7.4,9633,Awarapan
2007,Bal Ganesh,7.7,4741,Bal Ganesh
2007,Bheja Fry,7.6,12723,Bheja Fry
2007,Bhool Bhulaiyaa,7.5,38656,Bhool Bhulaiyaa
2007,Big Brother,4.2,1040,Big Brother
2007,Black Friday,,,
2007,Buddha Mar Gaya,2.9,454,Buddha Mar Gaya
2007,Cash,3.5,2204,Cash
2007,Chain Kulii Ki Main Kulii,6.1,3765,Chain Kulii Ki Main Kulii
2007,Chak De! India,8.1,91958,Chak De! India
2007,Cheeni Kum,6.8,6011,Cheeni Kum
2007,Chhodon Naa Yaar,3.8,138,Chhodon Naa Yaar
2007,Darling,6.5,1573,Darling
2007,Delhii Heights,4.3,212,Delhii Heights
2007,Dhamaal,7.5,22615,Dhamaal
2007,Dharm,8.0,1244,Religion
2007,Dhokha,6.2,526,Dhokha
2007,Dhol,6.6,9303,Dhol
2007,Dil Dosti Etc,6.9,3012,Dil Dosti Etc
2007,Dus Kahaniyaan,5.7,1794,Dus Kahaniyaan
2007,Ek Chalis Ki Last Local,7.3,5943,Ek Chalis Ki Last Local
2007,Eklavya: The Royal Guard,6.0,3635,Eklavya: The Royal Guard
2007,Fool & Final,,,
2007,"Gandhi, My Father",7.3,1888,"Gandhi, My Father"
2007,Gauri: The Unborn,3.8,137,Gauri: The Unborn
2007,Go,2.8,175,Go
2007,Goal,5.4,579,Goal
2007,"Good Boy, Bad Boy",4.0,2180,"Good Boy, Bad Boy"
2007,Guru,7.7,26291,Guru
2007,Haseena,,,
2007,Hattrick,4.4,550,Hattrick
2007,Heyy Babyy,6.1,17780,Heyy Babyy
2007,Honeymoon Travels Pvt. Ltd.,6.1,3180,Honeymoon Travels Pvt. Ltd.
2007,Jab We Met,7.9,65403,Jab We Met
2007,Jahan Jaaeyega Hamen Paaeyega,4.3,63,Jahan Jaaeyega Hamen Paaeyega
2007,Jhoom Barabar Jhoom,3.7,3671,Jhoom Barabar Jhoom
2007,Johnny Gaddaar,7.8,14157,Johnny Gaddaar
2007,Journey Bombay to Goa,,,
2007,Just Married,6.1,484,Just Married
2007,Kaafila,3.5,231,Kaafila
2007,Khoya Khoya Chand,6.3,610,Khoya Khoya Chand
2007,Kya Love Story Hai,3.3,435,Kya Love Story Hai
2007,Laaga Chunari Mein Daag,,,
2007,Life Mein Kabhie Kabhiee,5.8,325,Life Mein Kabhie Kabhiee
2007,Life in a... Metro,7.4,15143,Life in a Metro
2007,MP3: Mera Pehla Pehla Pyaar,7.0,2476,MP3: Mera Pehla Pehla Pyaar
2007,Manorama Six Feet Under,7.5,9725,Manorama: Six Feet Under
2007,Marigold,4.9,2195,Marigold
2007,Mumbai Salsa,5.1,197,Mumbai Salsa
2007,My Bollywood Bride,4.7,670,My Faraway Bride
2007,My Friend Ganesha,5.6,434,My Friend Ganesha
2007,Namastey London,7.1,24203,Namastey London
2007,Nanhe Jaisalmer,,,
2007,Naqaab,5.5,1726,Naqaab
2007,Nehlle Pe Dehlla,3.7,645,Nehlle Pe Dehlla
2007,Nishabd,5.3,1890,Nishabd
2007,No Smoking,7.3,11300,No Smoking
2007,Om Shanti Om,6.8,56456,Om Shanti Om
2007,Partner,5.9,15038,Partner
2007,Raqeeb,4.4,344,Raqeeb
2007,Red Swastik,3.0,254,Red Swastik
2007,Red: The Dark Side,3.6,368,Red: The Dark Side
2007,Return of Hanuman,7.6,2266,Return of Hanuman
2007,Risk,6.6,685,Risk
2007,Saawariya,5.2,8870,Saawariya
2007,Salaam-e-Ishq: A Tribute to Love,,,
2007,Say Salaam India,,,
2007,Shakalaka Boom Boom,2.6,780,Shakalaka Boom Boom
2007,Shootout at Lokhandwala,7.1,11622,Shootout at Lokhandwala
2007,Showbiz,3.7,140,Showbiz
2007,Speed,3.1,621,Speed
2007,Strangers,6.7,542,Strangers
2007,Swami,7.0,460,Swami
2007,Ta Ra Rum Pum,5.9,9978,Ta Ra Rum Pum
2007,Taare Zameen Par,8.3,232627,Like Stars on Earth
2007,The Namesake,7.5,22973,The Namesake
2007,The Train,,,
2007,Traffic Signal,6.6,1862,Traffic Signal
2007,Victoria No. 203,,,
2007,Water,5.7,273,Water
2007,Welcome,7.2,29634,Welcome
2007,Yatra,6.2,151,Yatra
2008,1920,6.5,4765,1920
2008,A Wednesday!,8.1,86032,A Wednesday
2008,Aamir,7.6,11934,Aamir
2008,Anamika,,,
2008,Bachna Ae Haseeno,6.2,13600,Bachna Ae Haseeno
2008,Bhoothnath,6.5,13170,Bhoothnath
2008,Bhram,,,
2008,Black & White,6.2,670,Black & White
2008,Bombay to Bangkok,4.7,469,Bombay to Bangkok
2008,C Kkompany,5.5,1519,C Kkompany
2008,Chamku,4.5,647,Chamku
2008,Contract,4.1,276,Contract
2008,Dasvidaniya,7.8,6814,Dasvidaniya
2008,De Taali,4.3,939,De Taali
2008,Deshdrohi,1.2,7126,Desh Drohi
2008,Dhoom Dadakka,3.2,129,Dhoom Dadakka
2008,Dil Kabaddi,5.8,773,Dil Kabaddi
2008,Don Muthu Swami,5.0,76,Don Muthu Swami
2008,Dostana,6.4,17315,Dostana
2008,Drona,2.1,2851,The Legend of Drona
2008,EMI - Liya Hai Toh Chukana Parega,,,
2008,Ek Vivaah... Aisa Bhi,5.4,612,Ek Vivaah... Aisa Bhi
2008,Fashion,6.9,13715,Fashion
2008,Ghajini,7.4,72226,Ghajini
2008,God Tussi Great Ho,3.8,5514,God Tussi Great Ho
2008,Golmaal Returns,5.3,10517,Golmaal Returns
2008,Good Luck!,3.0,27,Good Luck!
2008,Gumnaam – The Mystery,3.2,144,Gumnaam: The Mystery
2008,Haal-e-Dil,3.5,300,Haal-e-Dil
2008,Halla Bol,6.0,2515,Halla Bol
2008,Hari Puttar: A Comedy of Terrors,2.1,375,Hari Puttar: A Comedy of Terrors
2008,Hello,3.3,2429,Hello
2008,Heroes,5.7,2483,Heroes
2008,Hijack,3.9,396,Hijack
2008,Humne Jeena Seekh Liya,7.3,73,Humne Jeena Seekh Liya
2008,Jaane Tu... Ya Jaane Na,7.4,29506,Jaane Tu... Ya Jaane Na
2008,Jannat,,,
2008,Jimmy,1.7,313,Jimmy
2008,Jodhaa Akbar,7.5,36598,Jodhaa Akbar
2008,Jumbo,6.7,180,Jumbo
2008,Karzzzz,2.3,1517,Karzzzz
2008,Kidnap,4.6,2703,Kidnap
2008,Kismat Konnection,5.3,6481,Kismat Konnection
2008,Krazzy 4,4.3,2548,Krazzy 4
2008,Love Story 2050,2.7,2816,Love Story 2050
2008,Maan Gaye Mughal-e-Azam,,,
2008,Maharathi,7.0,1332,Maharathi
2008,Meerabai Not Out,3.9,106,Meerabai Not Out
2008,Mehbooba,3.9,462,Mehbooba
2008,Mere Baap Pehle Aap,5.6,3178,Mere Baap Pehle Aap
2008,Mission Istaanbul,,,
2008,Money Hai Toh Honey Hai,2.9,723,Money Hai Toh Honey Hai
2008,Mr. Black Mr. White,,,
2008,Mukhbiir,7.0,468,Mukhbiir
2008,Mumbai Meri Jaan,7.7,6743,Mumbai Meri Jaan
2008,My Name Is Anthony Gonsalves,3.9,537,My Name Is Anthony Gonsalves
2008,"Oh, My God",5.4,287,"Oh, My God!!"
2008,One Two Three,5.6,3529,One Two Three
2008,Oye Lucky! Lucky Oye!,7.7,19411,Oye Lucky! Lucky Oye!
2008,Pehli Nazar Ka Pyaar,4.7,14,Pehli Nazar Ka Pyaar
2008,Phoonk,4.0,1472,Phoonk
2008,Rab Ne Bana Di Jodi,7.2,59643,Rab Ne Bana Di Jodi
2008,Race,6.7,17270,Race
2008,Rama Rama Kya Hai Dramaa?,,,
2008,Roadside Romeo,4.9,1919,Roadside Romeo
2008,Rock On!!,7.7,23517,Rock On!!
2008,Saas Bahu Aur Sensex,5.0,104,Saas Bahu Aur Sensex
2008,Sarkar Raj,6.7,8145,Sarkar Raj
2008,Shaurya,7.3,6135,Shaurya
2008,Singh Is Kinng,5.8,17967,Singh Is King
2008,Sirf,5.9,109,Sirf
2008,Sorry Bhai!,6.2,1094,Sorry Bhai!
2008,Summer 2007,6.4,271,Summer 2007
2008,Sunday,5.5,3434,Sunday
2008,Superstar,6.1,805,Superstar
2008,Tahaan,7.1,976,Tahaan
2008,Tashan,3.9,6222,Tashan
2008,The Last Lear,6.9,1194,The Last Lear
2008,Thoda Pyaar Thoda Magic,5.1,4743,Thoda Pyaar Thoda Magic
2008,Thodi Life Thoda Magic,3.9,54,Thodi Life Thoda Magic
2008,Tulsi,,,
2008,U Me Aur Hum,5.9,2785,U Me Aur Hum
2008,Ugly Aur Pagli,3.8,819,Ugly Aur Pagli
2008,Via Darjeeling,5.2,181,Via Darjeeling
2008,Wafaa,3.9,92,Wafaa
2008,Welcome to Sajjanpur,6.9,3460,Welcome to Sajjanpur
2008,Woodstock Villa,3.5,455,Woodstock Villa
2008,Yuvvraaj,4.1,4997,Yuvvraaj
2009,13B,,,
2009,3 Idiots,8.4,482868,3 Idiots
2009,8 x 10 Tasveer,5.5,6467,8 x 10 Tasveer
2009,99,7.3,3557,99
2009,Aa Dekhen Zara,5.2,1004,Aa Dekhen Zara
2009,Aagey Se Right,5.2,447,Aagey Se Right
2009,Aamras,,,
2009,Aao Wish Karein,5.2,699,Aao Wish Karein
2009,Aasma: The Sky Is the Limit,3.9,53,Aasma: The Sky Is the Limit
2009,Accident on Hill Road,4.1,334,Accident on Hill Road
2009,Acid Factory,5.1,765,Acid Factory
2009,Agyaat,3.1,777,Agyaat
2009,Ajab Prem Ki Ghazab Kahani,6.5,18981,Ajab Prem Ki Ghazab Kahani
2009,Aladin,4.7,3760,Aladin
2009,All the Best: Fun Begins,6.2,7742,All the Best: Fun Begins
2009,Aloo Chaat,5.9,1021,Aloo Chaat
2009,Baabarr,5.6,353,Baabarr
2009,Barah Aana,6.7,1417,Barah Aana
2009,Billu,6.4,15035,Billu
2009,Blue,3.8,5584,Blue
2009,Blue Oranges,6.4,236,Blue Oranges
2009,Chal Chala Chal,4.7,434,Chal Chala Chal
2009,Chal Chalein,7.2,34,Chal Chalein
2009,Chandni Chowk to China,4.4,10546,CC2C
2009,Chintu Ji,5.5,234,Chintu Ji
2009,Chowrasta Crossroads of Love,6.8,18,Chowrasta Crossroads of Love
2009,Coffee House,7.5,15,Coffee House
2009,Daddy Cool,5.1,630,Daddy Cool
2009,De Dana Dan,6.1,12790,De Dana Dan
2009,Delhi-6,6.2,8958,Delhi-6
2009,Detective Naani,6.5,101,Detective Naani
2009,Dev.D,7.9,34311,Dev.D
2009,Dhoondte Reh Jaaoge,,,
2009,Dil Bole Hadippa!,4.7,5038,Dil Bole Hadippa
2009,Do Knot Disturb,3.8,1460,Do Knot Disturb
2009,Ek Se Bure Do,4.2,103,Ek Se Bure Do
2009,Ek: The Power of One,4.7,436,Ek: The Power of One
2009,Firaaq,7.3,2723,Firaaq
2009,Fox,5.3,640,Fox
2009,Fruit and Nut,,,
2009,Gulaal,8.0,17292,Gulaal
2009,Horn 'Ok' Pleassss,4.2,70,Horn 'OK' Pleassss
2009,Jai Veeru,,,
2009,Jail,6.3,1467,Jail
2009,Jashnn,,,
2009,Kal Kissne Dekha,3.6,547,Kal Kissne Dekha
2009,Kambakkht Ishq,3.9,8003,Kambakkht Ishq
2009,Kaminey,7.4,19022,Kaminey
2009,Karma Aur Holi,,,
2009,Kisaan,5.5,357,Kisaan
2009,Kisse Pyaar Karoon,3.5,194,Kisse Pyaar Karoon?
2009,Kurbaan,5.7,5817,Kurbaan
2009,Let's Dance,5.9,29,Let's Dance
2009,Life Partner,5.3,1487,Life Partner
2009,Little Zizou,6.6,393,Little Zizou
2009,London Dreams,5.4,5216,London Dreams
2009,Lottery,2.8,27,Lottery
2009,Love Aaj Kal,6.8,18303,Love Aaj Kal
2009,Love Ka Tadka,,,
2009,Love Khichdi,5.6,352,Love Khichdi
2009,Luck,4.9,3387,Luck
2009,Luck by Chance,7.1,11849,Luck by Chance
2009,Main Aurr Mrs Khanna,3.4,3576,Me and Mrs. Khanna
2009,Marega Salaa,4.6,60,Marega Salaa
2009,Mere Khwabon Mein Jo Aaye,5.1,122,Mere Khwabon Mein Jo Aaye
2009,Meri Padosan,4.6,13,Meri Padosan
2009,Mumbai Chakachak,,,
2009,New York,6.8,13078,New York
2009,Paa,7.1,13095,Paa
2009,Pal Pal Dil Ke Ssaat,5.3,19,Pal Pal Dil Ke Ssaat
2009,Paying Guests,4.4,647,Paying Guests
2009,Phir Kabhi,7.3,86,Phir Kabhi
2009,Quick Gun Murugun,,,
2009,"Raat Gayi, Baat Gayi?",6.3,600,"Raat Gayi, Baat Gayi?"
2009,Raaz: The Mystery Continues,5.7,4775,Raaz: The Mystery Continues
2009,Radio,,,
2009,Rocket Singh: Salesman of the Year,7.5,25038,Rocket Singh: Salesman of the Year
2009,Royal Utsav,,,
2009,Sanam Teri Kasam,4.1,202,Sanam Teri Kasam
2009,Sankat City,6.2,690,Sankat City
2009,School Days,,,
2009,Shaabash! You Can Do It,,,
2009,Shortkut,,,
2009,Sikandar,6.4,306,Sikandar
2009,Straight,5.8,392,Straight
2009,Suno Na.. Ek Nanhi Aawaz,5.2,13,Suno Na.. Ek Nanhi Aawaz
2009,Team - The Force,4.4,107,Team: The Force
2009,Teree Sang,,,
2009,The Stoneman Murders,7.3,3932,The Stoneman Murders
2009,"Three: Love, Lies, Betrayal",5.9,82,"Three: Love, Lies, Betrayal"
2009,Toss,5.2,31,Toss
2009,Tum Mile,5.1,2086,Tum Mile
2009,Vaada Raha,,,
2009,Victory,3.8,605,Victory
2009,Wake Up Sid,7.6,37320,Wake Up Sid
2009,Wanted,6.6,29570,Wanted
2009,What's Your Raashee?,4.9,2966,What's Your Raashee?
2009,Yeh Mera India,,,
2009,Yeh Pal Ho Na Ho kal,,,
2009,Zor Lagaa Ke...Haiya!,6.3,90,Zor Lagaa Ke... Haiya!
2010,...And Once Again,6.2,9,...And Once Again
2010,332 Mumbai to India,,,
2010,A Flat,4.4,253,A Flat
2010,Aakhari Decision,6.0,84,Aakhari Decision
2010,Aakrosh,7.0,4518,Aakrosh
2010,Aashayein,7.1,1404,Aashayein
2010,Action Replayy,4.4,7972,Action Replayy
2010,Ada... A Way of Life,3.8,64,Ada... A Way of Life
2010,Admissions Open,3.3,66,Admissions Open
2010,Aisha,5.1,4636,Aisha
2010,Allah Ke Banday,5.9,381,People of Allah
2010,Anjaana Anjaani,5.8,8073,Anjaana Anjaani
2010,Antardwand,7.3,747,Antardwand
2010,Apartment,,,
2010,Atithi Tum Kab Jaoge?,6.5,7909,Atithi Tum Kab Jaoge?
2010,Badmaash Company,6.1,8748,Badmaash Company
2010,Band Baaja Baaraat,7.2,19698,Band Baaja Baaraat
2010,Benny and Babloo,6.2,530,Benny and Babloo
2010,Break Ke Baad,5.2,4876,Break Ke Baad
2010,Bumm Bumm Bole,6.5,1156,Bumm Bumm Bole
2010,Chance Pe Dance,4.8,3281,Chance Pe Dance
2010,Chase,4.8,118,Chase
2010,City of Gold,,,
2010,Click,3.6,401,Click
2010,Crook,,,
2010,Dabangg,6.3,37410,Dabangg
2010,Diwangi Ne Had Kar Di,6.0,8,Diwangi Ne Had Kar Di
2010,Do Dilon Ke Khel Mein,5.5,44,Do Dilon Ke Khel Mein
2010,Do Dooni Chaar,7.5,6254,Do Dooni Chaar
2010,Dulha Mil Gaya,4.3,3021,Dulha Mil Gaya
2010,Dunno Y... Na Jaane Kyon,,,
2010,Ek Second... Jo Zindagi Badal De?,3.1,59,Ek Second... Jo Zindagi Badal De...
2010,Golmaal 3,5.7,11461,Golmaal 3
2010,Guzaarish,7.4,20871,Guzaarish
2010,Hello Darling,2.8,159,Hello Darling
2010,Hello Zindagi,6.4,20,Hello Zindagi
2010,Hello! Hum Lallan Bol Rahe Hain,,,
2010,Help,4.1,439,Help
2010,Hide & Seek,4.3,258,Hide & Seek
2010,Hisss,2.9,2013,Hisss
2010,Housefull,5.7,18102,Housefull
2010,Hum Tum Aur Ghost,4.9,770,Hum Tum Aur Ghost
2010,I Hate Luv Storys,5.7,9274,I Hate Luv Storys
2010,Idiot Box,4.4,46,Idiot Box
2010,Ishqiya,7.3,11437,Ishqiya
2010,Isi Life Mein...!,5.5,474,Isi Life Mein...!
2010,It's a Man's World,,,
2010,Jaane Kahan Se Aayi Hai,4.4,705,Jaane Kahan Se Aayi Hai
2010,Jhootha Hi Sahi,6.2,2164,Jhootha Hi Sahi
2010,Kaalo,4.6,790,Kaalo
2010,Kajraare,2.9,450,Kajraare
2010,Karthik Calling Karthik,7.2,16649,Karthik Calling Karthik
2010,Khatta Meetha,6.2,15794,Khatta Meetha
2010,Khelein Hum Jee Jaan Sey,5.8,1470,Khelein Hum Jee Jaan Sey
2010,Khichdi: The Movie,7.3,3317,Khichdi: The Movie
2010,Khuda Kasam,3.1,171,Khuda Kasam
2010,Kites,6.0,14420,Kites
2010,Knock Out,6.1,2515,Knock Out
2010,Krantiveer – The Revolution,4.3,31,Krantiveer: The Revolution
2010,Kuchh Kariye,4.5,32,Kuchh Kariye
2010,Kushti,4.6,246,Kushti
2010,Lafangey Parindey,5.3,2424,Lafangey Parindey
2010,Lahore,6.3,589,Lahore
2010,Lamhaa,,,
2010,Love Sex Aur Dhokha,,,
2010,Maalik Ek,,,
2010,Mallika,4.4,81,Mallika
2010,Milenge Milenge,4.1,2137,Milenge Milenge
2010,Mirch,6.5,1024,Mirch
2010,Mittal v/s Mittal,5.0,24,Mittal V/S Mittal
2010,Mr. Singh Mrs. Mehta,4.1,208,Mr. Singh/Mrs. Mehta
2010,Muskurake Dekh Zara,5.0,34,Muskurake Dekh Zara
2010,My Friend Ganesha 3,5.0,105,My Friend Ganesha 3
2010,My Name Is Khan,7.9,123289,My Name Is Khan
2010,Na Ghar Ke Na Ghaat Ke,6.1,348,Na Ghar Ke Na Ghaat Ke
2010,Nakshatra,5.0,77,Nakshatra
2010,No Problem,4.6,3496,No Problem
2010,Once Upon a Time in Mumbaai,7.4,21215,Once Upon a Time in Mumbaai
2010,Paathshaala,5.1,2176,Paathshaala
2010,Pankh,3.6,156,Pankh
2010,Payback,4.1,727,Pay Back
2010,Peepli Live,7.4,13221,Peepli Live
2010,Phas Gaye Re Obama,7.5,6383,Phas Gaye Re Obama
2010,Phoonk 2,3.2,601,Phoonk 2
2010,Prem Kaa Game,3.4,258,Prem Kaa Game
2010,Prince,4.5,2569,Prince
2010,Pusher,6.3,854,Pusher
2010,Pyaar Impossible!,4.9,3612,Pyaar Impossible
2010,Raajneeti,7.1,20149,Raajneeti
2010,Raavan,5.4,5062,Raavan
2010,Rakta Charitra,7.6,5160,Rakta Charitra
2010,Rakta Charitra 2,,,
2010,Ramaa: The Saviour,3.6,201,Ramaa: The Saviour
2010,Ramayana: The Epic,6.1,752,Ramayana: The Epic
2010,Rann,6.9,2801,Rann
2010,Red Alert: The War Within,6.5,412,Red Alert: The War Within
2010,Right Yaaa Wrong,6.6,1183,Right Yaaa Wrong
2010,Road To Sangam,7.3,946,Road to Sangam
2010,"Road, Movie",6.7,1806,"Road, Movie"
2010,Rokkk,4.4,173,Rokkk
2010,Sadiyaan,,,
2010,Shaapit,,,
2010,"Shahrukh Bola ""Khoobsurat Hai Tu""",,,
2010,Soch Lo,6.5,99,Soch Lo
2010,Striker,6.9,1104,Striker
2010,Sukhmani: Hope for Life,5.6,49,Sukhmani: Hope for Life
2010,Teen Patti,4.2,1687,Teen Patti
2010,Tees Maar Khan,3.0,17122,Tees Maar Khan
2010,Tera Kya Hoga Johnny,6.0,261,Tera Kya Hoga Johnny
2010,Tere Bin Laden,7.2,11129,Tere Bin Laden
2010,Thanks Maa,8.1,764,Thanks Maa
2010,The Film Emotional Atyachar,6.2,328,The Film Emotional Atyachar
2010,The Hangman,7.4,35,The Hangman
2010,The Japanese Wife,7.6,2722,The Japanese Wife
2010,Toh Baat Pakki!,5.2,425,Toh Baat Pakki!
2010,Toonpur Ka Superrhero,4.9,5214,Toonpur Ka Superrhero
2010,Trump Card,3.2,30,Trump Card
2010,Tum Milo Toh Sahi,5.7,661,Tum Milo Toh Sahi
2010,Udaan,8.1,49951,Udaan
2010,Veer,4.6,10180,Veer
2010,We Are Family,5.7,4322,We Are Family
2010,Well Done Abba,7.2,2094,Well Done Abba!
2011,404,,,
2011,7 Khoon Maaf,6.3,7088,7 Khoon Maaf
2011,Aagaah: The Warning,3.8,40,Aagaah: The Warning
2011,Aarakshan,6.2,6255,Aarakshan
2011,Aashiqui.in,3.8,68,Aashiqui.In
2011,Aazaan,4.4,394,Aazaan
2011,Always Kabhi Kabhi,4.3,1476,Always Kabhi Kabhi
2011,Angel,6.4,104,Angel
2011,Bbuddah... Hoga Terra Baap,5.6,3200,Bbuddah... Hoga Terra Baap
2011,Bheja Fry 2,4.8,1564,Bheja Fry 2
2011,Bhindi Baazaar Inc.,6.0,758,Bhindi Baazaar Inc.
2011,Bin Bulaye Baraati,3.8,347,Bin Bulaye Baraati
2011,Bodyguard,4.8,30737,Bodyguard
2011,Bubble Gum,7.4,502,Bubble Gum
2011,Chala Mussaddi... Office Office,6.1,394,Chala Mussaddi - Office Office
2011,Chalo Dilli,6.9,3898,Chalo Dilli
2011,Chargesheet,6.4,124,Chargesheet
2011,Chatur Singh Two Star,1.9,774,Chatur Singh Two Star
2011,Chillar Party,7.5,9358,Children's Party
2011,Chitkabrey – Shades of Grey,,,
2011,Crackers,,,
2011,Damadamm!,4.5,451,Damadamm!
2011,Delhi Belly,7.6,34924,Delhi Belly
2011,Desi Boyz,5.7,16367,Desi Boyz
2011,Dhobi Ghat,7.0,14335,Mumbai Diaries
2011,Dil Toh Baccha Hai Ji,5.9,4600,Dil Toh Baccha Hai Ji
2011,Don 2,7.1,62072,Don 2
2011,Double Dhamaal,4.1,5374,Double Dhamaal
2011,Dum Maaro Dum,6.2,4296,Dum Maaro Dum
2011,F.A.L.T.U,4.8,3414,F.A.L.T.U
2011,Force,6.5,9292,Force
2011,Game,5.3,2665,Game
2011,Gandhi to Hitler,2.4,247,Gandhi to Hitler
2011,Happy Husbands,3.2,35,Happy Husbands
2011,Haunted – 3D,,,
2011,Hostel,5.3,725,Hostel
2011,Hum Tum Shabana,3.6,352,Hum Tum Shabana
2011,I Am,7.5,3978,I Am
2011,I Am Kalam,7.9,5214,I Am Kalam
2011,I Am Singh,5.2,80,I Am Singh
2011,Impatient Vivek,2.2,92,Impatient Vivek
2011,Jo Hum Chahein,5.1,114,Jo Hum Chahein
2011,Kaccha Limboo,5.9,119,Kaccha Limboo
2011,Khap,5.0,131,Khap
2011,Kucch Luv Jaisaa,4.5,164,Kucch Luv Jaisaa
2011,Ladies vs Ricky Bahl,6.1,11642,Ladies vs. Ricky Bahl
2011,Loot,3.4,383,Loot
2011,Love Breakups Zindagi,5.9,1159,Love Breakups Zindagi
2011,Love U...Mr. Kalakaar!,5.4,497,Love U... Mr. Kalakaar!
2011,Luv Ka The End,4.9,1843,Luv Ka the End
2011,Masti Express,4.2,164,Masti Express
2011,Mausam,4.8,5832,Mausam
2011,Memories in March,7.3,568,Memories in March
2011,Mere Brother Ki Dulhan,5.9,11193,Mere Brother Ki Dulhan
2011,Miley Naa Miley Hum,3.5,304,Miley Naa Miley Hum
2011,Milta Hai Chance By Chance,6.9,16,Milta Hai Chance by Chance
2011,Mod,6.4,462,Mod
2011,Monica,5.2,112,Monica
2011,Mujhse Fraaandship Karoge,6.9,4265,Mujhse Fraaandship Karoge
2011,Mumbai Mast Kallander,6.8,13,Mumbai Mast Kallander
2011,Mummy Punjabi,,,
2011,Murder 2,6.4,8566,Murder 2
2011,My Friend Pinto,5.3,426,My Friend Pinto
2011,Na Jaane Kabse Hum Hi,,,
2011,Naughty @ 40,2.7,376,Naughty @ 40
2011,No One Killed Jessica,7.2,13213,No One Killed Jessica
2011,Not a Love Story,5.3,763,Not a Love Story
2011,Odyssey of Persistence,,,
2011,Oh God! Saare Hain Fraud,,,
2011,Pappu Can't Dance Saala,6.5,527,Pappu Can't Dance Saala
2011,Patiala House,5.7,10100,Patiala House
2011,Phhir,5.1,246,Phhir
2011,Pyaar Ka Punchnama,7.6,23629,Pyaar Ka Punchnama
2011,Ra.One,5.0,51985,Ra.One
2011,Ragini MMS,5.1,3029,Ragini MMS
2011,Rascals,3.1,3998,Rascals
2011,Ready,5.0,22246,Ready
2011,Rivaaz,,,
2011,Rockstar,7.8,55214,Rockstar
2011,"Saheb, Biwi Aur Gangster",7.1,4570,Saheb Biwi Aur Gangster
2011,Sahi Dhandhe Galat Bande,5.3,283,Sahi Dhandhe Galat Bande
2011,Satrangee Parachute,5.4,83,Satrangee Parachute
2011,Shabri,6.0,283,Shabri
2011,Shagird,7.0,2537,Shagird
2011,Shaitan,7.2,9234,Shaitan
2011,Shakal Pe Mat Ja,5.3,55,Shakal Pe Mat Ja
2011,Shor in the City,7.2,4330,Shor in the City
2011,Singham,6.8,22465,Singham
2011,Stanley Ka Dabba,7.8,8079,Stanley Ka Dabba
2011,Tanu Weds Manu,6.8,17990,Tanu Weds Manu
2011,Teen Thay Bhai,4.4,389,Teen Thay Bhai
2011,Tell Me O Kkhuda,2.5,414,Tell Me O Kkhuda
2011,Tere Mere Phere,5.4,280,Tere Mere Phere
2011,Thank You,4.9,6885,Thank You
2011,That Girl in Yellow Boots,6.6,4299,That Girl in Yellow Boots
2011,The Dirty Picture,6.5,11272,The Dirty Picture
2011,Turning 30!!!,5.3,430,Turning 30!!!
2011,U R My Jaan,5.9,110,U R My Jaan
2011,United Six,7.3,1769,United Six
2011,Utt Pataang,6.0,344,Utt Pataang
2011,Yamla Pagla Deewana,5.8,4952,Yamla Pagla Deewana
2011,Yeh Dooriyan,4.7,114,Yeh Dooriyan
2011,Yeh Faasley,5.9,50,Yeh Faasley
2011,Yeh Saali Zindagi,7.4,4856,Yeh Saali Zindagi
2011,Zindagi Na Milegi Dobara,8.2,95962,Zindagi Na Milegi Dobara
2011,Zokkomon,4.2,522,Zokkomon
2012,1920: The Evil Returns,,,
2012,3 Bachelors,3.3,207,3 Bachelors
2012,?: A Question Mark,5.8,413,?: A Question Mark
2012,Aalaap,6.2,38,Aalaap
2012,Ab Hoga Dharna Unlimited,3.1,14,Ab Hoga Dharna Unlimited
2012,Agent Vinod,5.3,8471,Agent Vinod
2012,Agneepath,6.9,28822,Agneepath
2012,Aiyyaa,4.4,2226,Aiyyaa
2012,Ajab Gazabb Love,4.4,579,Strange and Amazing Love
2012,Akkad Bakkkad Bam Be Bo,,,
2012,Arjun: The Warrior Prince,6.8,2263,Arjun: The Warrior Prince
2012,Ata Pata Laapata,,,
2012,Barfi!,8.1,93874,Barfi!
2012,Bhoot Returns,3.3,2366,Bhoot Returns
2012,Bittoo Boss,4.1,409,Bittoo Boss
2012,Blood Money,4.8,1312,Blood Money
2012,Bol Bachchan,5.7,11018,Bol Bachchan
2012,Bumboo,4.3,2221,Bumboo
2012,Chaalis Chauraasi,6.1,568,Chaalis Chauraasi
2012,Chaar Din Ki Chandni,4.1,455,Chaar Din Ki Chandni
2012,Chakravyuh,6.8,3541,Chakravyuh
2012,Chal Pichchur Banate Hain,6.3,56,Chal Pichchur Banate Hain
2012,Challo Driver,5.8,218,Challo Driver
2012,Chhodo Kal Ki Baatein,7.4,169,Chhodo Kal Ki Baatein
2012,Chhota Bheem and the Curse of Damyaan,6.7,627,Chhota Bheem and the Curse of Damyaan
2012,Chittagong,7.3,1945,Chittagong
