year,title,director,cast,gross_raw,gross_cr,nepo_kid,nepo_kids_in_cast
2015,MSG: The Messenger,"Gurmeet Ram Rahim Singh , Jeetu Arora",Gurmeet Ram Rahim Singh; Daniel Kaleb; Flora Saini; Jayshree Soni; Olexandra Semen; Gaurav Gera; Jay Singh Rajpoot; Himanshu Tiwari,₹17.7 crore,17.70,no,
2015,Roy,Vikramjit Singh,Ranbir Kapoor; Jacqueline Fernandez; Arjun Rampal,est. ₹ 56 crore,56.00,yes,Ranbir Kapoor
2015,Badlapur,Sriram Raghavan,Varun Dhawan; Nawazuddin Siddiqui; Huma Qureshi; Yami Gautam; Vinay Pathak; Divya Dutta,est. ₹ 103 crore,103.00,yes,Varun Dhawan
2015,Qissa,Anup Singh,Irrfan Khan; Tillotama Shome; Tisca Chopra; Faezeh Jalali; Rasika Duggal,,,no,
2015,Ab Tak Chhappan 2,Aejaz Gulab,Nana Patekar; Ashutosh Rana; Vikram Gokhale; Gul Panag,est. ₹6.64 crore,6.64,no,
2015,Dum Laga Ke Haisha,Sharat Katariya,Ayushmann Khurrana; Bhumi Pednekar,₹ 113.85 crore (US$12 million),113.85,no,
2015,Badmashiyaan,Amit Khanna,Suzzanna Mukherjee; Sidhant Gupta; Gunjan Malhotra; Sharib Hashmi; Karan Mehra,,,no,
2015,Coffee Bloom,Manu Warrier,Arjun Mathur; Sugandha Garg; Mohan Kapur,,,no,
2015,Dirty Politics,K. C. Bokadia,Mallika Sherawat; Naseeruddin Shah; Jackie Shroff; Atul Kulkarni; Anupam Kher; Ashutosh Rana,,,no,
2015,Hey Bro,Ajay Chandhok,Ganesh Acharya; Nupur Sharma; Maninder Singh,,,no,
2015,NH10,Navdeep Singh,Anushka Sharma; Neil Bhoopalam; Darshan Kumar,est. ₹ 49 crore (US$5.1 million),49.00,no,
2015,Dilliwali Zaalim Girlfriend,Japinder Kaur,Divyendu Sharma; Jackie Shroff; Prachi Mishra; Ira Dubey,,,no,
2015,Hunterrr,Harshavardhan Kulkarni,Gulshan Devaiah; Radhika Apte; Sai Tamhankar,₹ 11.2 crore,11.20,no,
2015,Barkhaa,Shadaab Mirza,Sara Loren; Taaha Shah; Shweta Pandit; Priyanshu Chatterjee,₹ 13.3 million,1.33,no,
2015,Yahaan Sabki Lagi Hai,"Satavisha Bose, Cyrus R. khambhata",Varun Thakur; Eden Shyodhi; Heerok Das; Teeshay Shah,,,no,
2015,Detective Byomkesh Bakshy!,Dibakar Banerjee,Sushant Singh Rajput; Anand Tiwari; Swastika Mukherjee; Divya Menon; Neeraj Kabi; Meiyang Chang,₹46.8 crore,46.80,no,
2015,Luckhnowi Ishq,Aanand Raut,Adhyayan Suman; Karishma Kotak,,,no,
2015,Dharam Sankat Mein,Fuwad Khan,Naseeruddin Shah; Paresh Rawal; Annu Kapoor; Murali Sharma,,,no,
2015,Ek Paheli Leela,Bobby Khan,Sunny Leone; Jay Bhanushali; Mohit Ahlawat; Rajneesh Duggal; Rahul Dev; Jas Arora,est. ₹274.7 million,27.47,no,
2015,Court,Chaitanya Tamhane,Vira Satidhar; Vivek Gombher; Geetanjali Kulkarni,,,no,
2015,Margarita with a Straw,Shonali Bose,Kalki Koechlin; Revathi; Hussain Dalal,₹ 74 million,7.40,no,
2015,Mr. X,Vikram Bhatt,Emraan Hashmi; Amyra Dastur,₹ 900 million,90.00,yes,Emraan Hashmi
2015,NH-8 Road to Nidhivan,Munindra Gupta,Auroshikha Dey; Ravneet Kaur; Satyakam Anand; Arjun Fauzdar; Swaroopa Ghosh,,,no,
2015,Ek Adbhut Dakshina Guru Dakshina,Kiran Phadnis,Rajeev Govinda Pillai; Rajesh Shringarpure; Sulagna Panigrahi; Girish Karnad; Roopa Ganguly,,,no,
2015,Ishq Ke Parindey,Shakir Khan,Rishi Verma; Priyanka Mehta; Manjul Aazad; Yasir Iftikhar Khan,,,no,
2015,Kaagaz Ke Fools,Anil Kumar Chaudhary,Vinay Pathak; Mugdha Godse; Raima Sen; Saurabh Shukla; Rajendra Sethi; Amit Behl,,,no,
2015,Gabbar Is Back,Krish,Akshay Kumar; Shruti Haasan; Suman,₹ 135.81 crore,135.81,no,
2015,Sabki Bajegi Band,Anirudh Chawla,Sumeet Vyas; Swara Bhaskar; Alekh Sangal; Shaurya Chauhan; Amol Parashar,,,no,
2015,Kuch Kuch Locha Hai,Devang Dholakia,Ram Kapoor; Sunny Leone; Evelyn Sharma; Navdeep Chabbra,₹32.6 million,3.26,no,
2015,Piku,Shoojit Sircar,Amitabh Bachchan; Deepika Padukone; Irrfan Khan; Moushumi Chatterjee; Jisshu Sengupta,₹141 crore,141.00,no,
2015,Bombay Velvet,Anurag Kashyap,Ranbir Kapoor; Anushka Sharma; Karan Johar; Kay Kay Menon,₹ 43.13 crore,43.13,yes,Ranbir Kapoor
2015,Main Hoon Part-Time Killer,Faisal Saif,Adithya Menon; Kavita Radheshyam,,,no,
2015,Tanu Weds Manu: Returns,Anand L. Rai,R. Madhavan; Kangana Ranaut,₹ 243.6 crore (US$38 million),243.60,no,
2015,Waiting,Anu Menon,Naseeruddin Shah; Kalki Koechlin; Arjun Mathur; Rajat Kapoor; Suhasini Maniratnam,"₹ 35 million ($540,000)",3.50,no,
2015,I Love Desi,Pankaj Batra,Vedant Bali; Priyanka Shah; Gulshan Grover,,,no,
2015,Ishqedarriyaan,V. K. Prakash,Mahaakshay Chakraborty; Evelyn Sharma; Kavin Dave; Mohit Dutta,,,yes,Mahaakshay Chakraborty
2015,P Se PM Tak,Kundan Shah,Meenakshi Dixit; Rocky Verma; Bharat Jadhav; Yashpal Sharma,,,no,
2015,Welcome 2 Karachi,Ashish R Mohan,Arshad Warsi; Jackky Bhagnani; Lauren Gottlieb; Ayub Khoso; Adnan Shah; Imran Hasnee,,,yes,Jackky Bhagnani
2015,Dil Dhadakne Do,Zoya Akhtar,Anil Kapoor; Shefali Shah; Priyanka Chopra; Ranveer Singh; Anushka Sharma; Farhan Akhtar; Rahul Bose; Zarina Wahab,₹ 145 crore (US$23 million),145.00,no,
2015,Mere Genie Uncle,Ashish Bhavsar,Tiku Talsania; Swati Kapoor; Shakti Kapoor; Ehsaan Qureshi,₹1.75 lakh,0.02,no,
2015,Hamari Adhuri Kahani,Mohit Suri,Emraan Hashmi; Vidya Balan; Rajkummar Rao,est. ₹ 58 crore (US$6.1 million),58.00,yes,Emraan Hashmi
2015,ABCD 2,Remo D'Souza,Varun Dhawan; Shraddha Kapoor; Prabhu Deva; Lauren Gottlieb; Dharmesh Yelande; Punit Pathak; Raghav Juyal,₹ 158.31 crore (US$25 million),158.31,yes,Varun Dhawan
2015,Miss Tanakpur Haazir Ho,Vinod Kapri,Annu Kapoor; Om Puri; Rahul Bagga; Hrishitaa Bhatt,,,no,
2015,Uvaa,Jasbir Bhaati,Om Puri; Jimmy Sheirgill; Sangram Singh; Archana Puran Singh,,,no,
2015,Lion of Gujarat,Dinesh Lamba,Dinesh Lamba; Akruti Agrawal; Homi Wadia,,,no,
2015,Bezubaan Ishq,Jashwant Gangani,Nishant Singh Malkani; Mugdha Godse; Sneha Ullal,,,no,
2015,Guddu Rangeela,Subhash Kapoor,Arshad Warsi; Aditi Rao Hydari; Amit Sadh,,,no,
2015,Second Hand Husband,Smeep Kang,Gippy Grewal; Tina Ahuja; Dharmendra,,,no,
2015,I Love NY,Radhika Rao,Sunny Deol; Kangana Ranaut,,,yes,Sunny Deol
2015,Thoda Lutf Thoda Ishq,Sachin Gupta,Hiten Tejwani; Sanjay Mishra,,,no,
2015,Bajrangi Bhaijaan,Kabir Khan,Salman Khan; Kareena Kapoor; Nawazuddin Siddiqui; Harshaali Malhotra,₹ 920.9 crore (US$141 million),920.90,yes,Salman Khan; Kareena Kapoor
2015,Aisa Yeh Jahaan,Biswajeet Bora,Palash Sen; Ira Dubey; Kymsleen Kholie; Yashpal Sharma,,,no,
2015,Masaan,Neeraj Ghaywan,Richa Chadha; Vicky Kaushal; Sanjay Mishra; Shweta Tripathi,,,yes,Vicky Kaushal
2015,Drishyam,Nishikant Kamat,Ajay Devgn; Tabu; Shriya Saran; Rajat Kapoor,₹ 147 crore (US$23 million),147.00,no,
2015,Bangistan,Karan Anshuman,Riteish Deshmukh; Pulkit Samrat,,,no,
2015,Brothers,Karan Malhotra,Akshay Kumar; Sidharth Malhotra; Jacqueline Fernandez; Jackie Shroff; Conan Stevens,₹ 140.3 crore,140.30,no,
2015,Gour Hari Dastaan,Ananth Narayan Mahadevan,Vinay Pathak; Konkona Sen Sharma; Ranvir Shorey; Tannishtha Chatterjee,,,no,
2015,All Is Well,Umesh Shukla,Abhishek Bachchan; Asin Thottumkal; Rishi Kapoor; Supriya Pathak,₹ 180.2 million,18.02,yes,Abhishek Bachchan; Rishi Kapoor
2015,Manjhi – The Mountain Man,Ketan Mehta,Nawazuddin Siddiqui; Radhika Apte,est. ₹ 18 crore (US$1.9 million) 50 weeks,18.00,no,
2015,Rolling Dream,Maahi Kaur,Saachi Tiwari,,,no,
2015,Kaun Kitney Paani Mein,Nila Madhab Panda,Saurabh Shukla; Radhika Apte; Gulshan Grover,₹ 0.29 crore,0.29,no,
2015,Phantom,Kabir Khan,Saif Ali Khan; Katrina Kaif,₹ 84 crore,84.00,yes,Saif Ali Khan
2015,Welcome Back,Anees Bazmee,John Abraham; Shruti Hassan; Anil Kapoor; Nana Patekar; Paresh Rawal; Dimple Kapadia,₹ 168.76 crore (US$26 million),168.76,no,
2015,Lakhon Hain Yahan Dilwale,Munnawar Bhagat,Aditya Pancholi; Arun Bakshi; Kishori Shahane,,,no,
2015,Hero,Nikhil Advani,Sooraj Pancholi; Athiya Shetty; Salman Khan; Tigmanshu Dhulia; Aditya Pancholi; Sharad Kelkar,₹34.82 crore,34.82,yes,Sooraj Pancholi; Athiya Shetty; Salman Khan
2015,Sorry Daddy,Vijay Pal and Shakur,Shamim Khan; Mukesh Tiwari; Tinu Verma,,,no,
2015,Katti Batti,Nikhil Advani,Imran Khan; Kangana Ranaut,,,yes,Imran Khan
2015,Meeruthiya Gangster,Zeishan Quadri,Jaideep Ahlawat; Aakash Dahiya; Shadab Kamal; Nushrat Bharucha; Ishita Sharma,,,no,
2015,Kis Kisko Pyaar Karoon,Abbas–Mustan,Kapil Sharma; Arbaz Khan; Manjari Phadnis; Simran Kaur Mundi; Elli Avram; Sai Lokur; Varun Sharma; Supriya Pathak,₹ 71.6 crore,71.60,no,
2015,Bhaag Johnny,Shivam Nair,Kunal Khemu; Zoa Morani; Mandana Karimi,,,no,
2015,Singh Is Bliing,Prabhu Deva,Akshay Kumar; Amy Jackson,est. ₹ 149.10 crore,149.10,no,
2015,Talvar,Meghna Gulzar,Irrfan Khan; Konkona Sen Sharma; Tabu,est. ₹45.9 crore,45.90,no,
2015,Jazbaa,Sanjay Gupta,Aishwarya Rai Bachchan; Irrfan Khan; Shabana Azmi,₹ 42.67 crore,42.67,no,
2015,Bumper Draw,Irshad Khan,Rajpal Yadav; Zakir Hussain; Subrat Dutta; Rushad Rana,,,no,
2015,Chinar Daastaan-E-Ishq,Sharique Minhaj,Faisal Khan; Inayat Sharma; Dalip Tahil; Shahbaz Khan,,,yes,Faisal Khan
2015,Pyaar Ka Punchnama 2,Luv Ranjan,Kartik Aaryan; Nushrat Bharucha; Sonnalli Seygall; Omkar Kapoor,est. ₹ 88.17 crore,88.17,no,
2015,Wedding Pullav,Binod Pradhan,Anushka Ranjan; Diganth Manchale; Karan Grover; Rishi Kapoor; Sonnalli Seygall,,,yes,Rishi Kapoor
2015,Shaandaar,Vikas Bahl,Shahid Kapoor; Alia Bhatt; Pankaj Kapur,est. ₹ 757 million,75.70,yes,Shahid Kapoor; Alia Bhatt
2015,Titli,Kanu Behl,Shashank Arora; Ranvir Shorey; Amit Sial; Lalit Behl,,,no,
2015,Main Aur Charles,Prawaal Raman,Randeep Hooda; Richa Chadha; Adil Hussain; Nandu Madhav,₹80 million,8.00,no,
2015,Once Upon a Time in Bihar,Nitin Chandra,Ashish Vidyarthi; Kranti Prakash Jha; Ajay Kumar; Arti Puri; Pankaj Jha; Deepak Singh,,,no,
2015,Guddu Ki Gun,"Shantanu Ray Chhibber, Sheershak Anand",Kunal Khemu; Payel Sarkar; Aparna Sharma; Sumeet Vyas,,,no,
2015,Love Exchange,Raj V Shetty,Mohit Madan; Jyoti Sharma,,,no,
2015,Prithipal Singh... A Story,Babita Puri,Vikas Kumar; Anjali Singh,,,no,
2015,Four Pillars of Basement,Giresh Naik K,Dillzan Wadia; Bruna Abdullah; Aaliya Singh; Zakir Hussain,₹ 0.15 crore,0.15,no,
2015,Charlie Kay Chakkar Mein,Manish Srivasta,Naseeruddin Shah,,,no,
2015,Yaara Silly Silly,Subhash Sehgal,Paoli Dam; Parambrata Chatterjee,₹ 2.6 million,0.26,no,
2015,Ranbanka,Aryeman Ramsay,Manish Paul; Ravi Kishan; Pooja Thakur,,,no,
2015,Prem Ratan Dhan Payo,Sooraj Barjatya,Salman Khan; Sonam Kapoor; Neil Nitin Mukesh; Swara Bhaskar; Armaan Kohli; Anupam Kher; Deepak Dobriyal; Sanjay Mishra,₹ 432 crore (US$64 million),432.00,yes,Salman Khan; Sonam Kapoor
2015,X: Past Is Present,Various Directors,Rajat Kapoor; Huma Qureshi,,,no,
2015,Angry Indian Goddesses,Pan Nalin,Sarah-Jane Dias; Tannishtha Chatterjee; Anushka Manchanda; Sandhya Mridul,,,no,
2015,Tamasha,Imtiaz Ali,Deepika Padukone; Ranbir Kapoor,est. ₹ 136.63 crore,136.63,yes,Ranbir Kapoor
2015,Hate Story 3,Vishal Pandya,Zarine Khan; Daisy Shah; Sharman Joshi; Karan Singh Grover,₹ 62.21 crore,62.21,no,
2015,Kajarya,Madhureeta Anand,Meenu Hooda; Ridhima Sud; Kuldeep Ruhil,,,no,
2015,The Silent Heroes,Mahesh Bhatt,Maanuv Bhardawaj; Priyanka Panchal; Mann Bagga; Simran Deep; Nirmal Kumar Pant,,,no,
2015,Bajirao Mastani,Sanjay Leela Bhansali,Ranveer Singh; Deepika Padukone; Priyanka Chopra,₹ 356.2 crore (US$56 million),356.20,no,
2015,Dilwale,Rohit Shetty,Shah Rukh Khan; Kajol; Varun Dhawan; Kriti Sanon,₹ 376 crore (US$67 million),376.00,yes,Kajol; Varun Dhawan
2016,Chhota Bheem Himalayan Adventures,Rajiv Chilaka,,,,no,
2016,Wazir,Bejoy Nambiar,Amitabh Bachchan; Farhan Akhtar; Aditi Rao Hydari; Manav Kaul; Neil Nitin Mukesh; John Abraham; Murali Sharma; Avtar Gill,₹78.69 crore,78.69,no,
2016,Chalk n Duster,Jayant Gilatar,Shabana Azmi; Juhi Chawla; Divya Dutta; Zarina Wahab; Jackie Shroff; Arya Babbar; Richa Chadha,,,yes,Arya Babbar
2016,Rebellious Flower,Krishan Hooda,Prince Shah; Shashank Singh; Mantra Mugdha; Kirti Adarkar; Bachchan Pachera; Shaneel Sinha,,,no,
2016,Airlift,Raja Krishna Menon,Akshay Kumar; Nimrat Kaur; Purab Kohli; Ferena Wazeir; Gunjan Malhotra,₹ 209.97 crore (US$31.25 million),209.97,no,
2016,Jugni,Shefali Bhushan,Sugandha Garg; Siddhant Behl; Sadhana Singh; Anuritta K Jha; Samir Sharma,,,no,
2016,Kyaa Kool Hain Hum 3,Umesh Ghadge,Tushar Kapoor; Aftab Shivdasani; Mandana Karimi; Meghna Naidu; Darshan Jariwala; Krushna Abhishek; Claudia Ciesla; Riteish Deshmukh; Gizele Thakral; VJ Andy; Danny Saru,₹33.14 crore,33.14,no,
2016,Saala Khadoos,Sudha Kongara Prasad,R. Madhavan; Ritika Singh; Zakir Hussain,,,no,
2016,Mastizaade,Milap Milan Zaveri,Tushar Kapoor; Vir Das; Sunny Leone; Shaad Randhawa; Riteish Deshmukh; Gizele Thakral; Bruna Abdullah,est. ₹ 364.4 million,36.44,no,
2016,Sanam Teri Kasam,"Radhika Rao , Vinay Sapru",Mawra Hocane; Harshvardhan Rane; Anurag Sinha; Shraddha Das,₹16.03 crore (initial run) / ₹41 crore (re-release),16.03,no,
2016,Ghayal: Once Again,Sunny Deol,Sunny Deol; Soha Ali Khan; Aanchal Munjal; Daina Khan; Shivam Patil; Rishabh Arora; Abhilash Kumar,₹ 45.35 crore,45.35,yes,Sunny Deol; Soha Ali Khan
2016,Fitoor,Abhishek Kapoor,Aditya Roy Kapoor; Katrina Kaif; Tabu; Ajay Devgn; Aditi Rao Hydari; Akshay Oberoi; Lara Dutta; Rahul Bhatt,est. ₹ 42.38 crore,42.38,yes,Rahul Bhatt
2016,Sanam Re,Divya Khosla Kumar,Pulkit Samrat; Yami Gautam; Urvashi Rautela; Rishi Kapoor; Bharti Singh; Shreyas Pardiwalla,₹31.46 crore,31.46,yes,Rishi Kapoor
2016,Direct Ishq,Rajiv S. Ruia,Rajneesh Duggal; Nidhi Subbaiah; Arjun Bijlani,₹ 56 lakh,0.56,no,
2016,Ishq Forever,Sameer Sippy,Krishna Chaturvedi; Ruhi Singh; Javed Jaffrey; Lisa Ray,,,no,
2016,LoveShhuda,Vaibhav Mishra,Girish Kumar; Navneet Kaur Dhillon; Benaf Dadachandji; Yash Pandit,₹ 3.02 crore,3.02,no,
2016,Neerja,Ram Madhvani,Sonam Kapoor; Shabana Azmi; Shekhar Ravjiani,est. ₹ 135.52 crore,135.52,yes,Sonam Kapoor
2016,Dhara 302,Jitender Singh Narukal,Rufy Khan; Dipti Dhotre; Gulshan Pandey,,,no,
2016,Aligarh,Hansal Mehta,Manoj Bajpayee; Rajkummar Rao,₹4.27 crore,4.27,no,
2016,Bollywood Diaries,K.D. Satyam,Raima Sen; Ashish Vidyarthi; Salim Diwan; Karuna Pandey; Vineet Kumar Singh,,,no,
2016,Love Shagun,Sandesh Nayak,Anuj Sachdeva; Nidhi Subbaiah; Manit Joura,,,no,
2016,Tere Bin Laden: Dead or Alive,Abhishek Sharma,Manish Paul; Sikander Kher; Pradhuman Singh; Sugandha Ram,,,no,
2016,Zubaan,Mozez Singh,Vicky Kaushal; Sarah Jane Dias; Raghav Chanana,,,yes,Vicky Kaushal
2016,Jai Gangaajal,Prakash Jha,Priyanka Chopra; Anuj Aggarwal; Prakash Jha; Rahul Bhatt,₹ 495.9 million,49.59,yes,Rahul Bhatt
2016,Global Baba,Manoj Sidheshwari Tewari,Abhimanyu Singh; Sandeepa Dhar; Ravi Kishan; Pankaj Tripathi; Sanjay Mishra; Akhilendra Mishra,,,no,
2016,Teraa Surroor,Shawn Arranha,Himesh Reshammiya; Farah Karimi; Monica Dogra; Naseeruddin Shah; Shekhar Kapur,₹ 20.21 crore,20.21,no,
2016,OK Mein Dhokhe,Utpal S. Chaudhary,Zoya Rathore; Sapan Krishna; Vaidhei Singh; Megha Verma; Ravi Thakur; Milan Singh,,,no,
2016,Darling Don't Cheat,Rajkumar Hindusthani,Gaurav Pandey; Ashish Tyagi; Neha Chaterji,,,no,
2016,Kapoor & Sons,Shakun Batra,Sidharth Malhotra; Alia Bhatt; Fawad Khan; Rishi Kapoor; Sukant Goel,₹ 143.29 crore (US$21.32 million),143.29,yes,Alia Bhatt; Rishi Kapoor
2016,Rocky Handsome,Nishikant Kamat,John Abraham; Shruti Haasan; Nathalia Kaur,₹ 350 million,35.00,no,
2016,Ki & Ka,R. Balki,Kareena Kapoor Khan; Arjun Kapoor; Amitabh Bachchan; Jaya Bachchan,₹ 100.33 crore (worldwide gross),100.33,yes,Kareena Kapoor Khan; Arjun Kapoor
2016,Love Games,Vikram Bhatt,Patralekha; Tara Alisha Berry; Gaurav Arora,₹ 40.4 million,4.04,no,
2016,The Blueberry Hunt,Anup Kurien,Naseeruddin Shah; Vipin Sharma; Vinay Forrt,,,no,
2016,Kaafiron Ki Namaaz,Ram Ramesh Sharma,Alok Chaturvedi; Joydip Mukhopadhyay; Megh Pant; Priya Raina; Chandrahas Tiwari,,,no,
2016,Fan,Maneesh Sharma,Shah Rukh Khan; Waluscha de Sousa; Sayani Gupta; Shriya Pilgaonkar,₹ 188.04 crore (US$27.98 million),188.04,no,
2016,Nil Battey Sannata,Ashwini Iyer Tiwari,Swara Bhaskar; Ratna Pathak; Pankaj Tripathi; Sanjay Suri,"₹ 69 million (US$720,000)",6.90,no,
2016,Laal Rang,Syed Ahmad Afzal,Randeep Hooda; Akshay Oberoi; Rajneesh Duggal; Piaa Bajpai,est. ₹ 2.26 crore,2.26,no,
2016,Santa Banta Pvt Ltd,Akashdeep Sabir,Vir Das; Boman Irani; Ram Kapoor; Neha Dhupia; Lisa Haydon,,,no,
2016,Baaghi,Sabbir Khan,Tiger Shroff; Shraddha Kapoor; Sudheer Babu; Sunil Grover,est. ₹ 129 crore,129.00,yes,Tiger Shroff
2016,Shortcut Safari,Amitabha Singh,Jimmy Shergill; Aashi Rawal; Sharvil Patel; Mann Patel; Ugam Khetani; Stuti Dwivedi; Deah Tandon; Hardil Kanaba,,,no,
2016,One Night Stand,Jasmine Moses D'Souza,Sunny Leone; Tanuj Virwani; Nyra Banerjee,"est. ₹ 41.9 million (US$440,000) India",4.19,no,
2016,Traffic,Rajesh Pillai,Manoj Bajpayee; Jimmy Sheirgill; Divya Dutta; Kitu Gidwani; Prosenjit Chatterjee; Sachin Khedekar; Nikita Thukral; Vishal Singh; Jishnu Raghavan; Parambrata Chatterjee,est. ₹116.5 million,11.65,no,
2016,1920: London,Tinu Suresh Desai,Sharman Joshi; Meera Chopra; Vishal Karwal,₹22.98 Cr,,no,
2016,Murari the Mad Gentleman,,,,,no,
2016,Azhar,Tony D'Souza,Emraan Hashmi; Nargis Fakhri; Prachi Desai; Gautam Gulati; Kunaal Roy Kapur; Lara Dutta; Karanvir Sharma,est. ₹ 56.69 crore,56.69,yes,Emraan Hashmi; Kunaal Roy Kapur
2016,Buddha in a Traffic Jam,Vivek Agnihotri,Arunoday Singh; Mahie Gill; Anchal Dwivedi; Pallavi Joshi; Anupam Kher,,,no,
2016,Khel Toh Ab Shuru Hoga,Kunal V Singh,Ruslaan Mumtaz; Devshi Khanduri,,,no,
2016,Dear Dad,Tanuj Bhramar,Arvind Swamy; Himanshu Sharma; Ekavali Khanna,,,no,
2016,Sarbjit,Omung Kumar,Aishwarya Rai; Randeep Hooda; Richa Chadha,₹ 43.8 crore,43.80,no,
2016,Phobia,Pawan Kripalani,Radhika Apte; Satyadeep Misra,"₹ 32.5 million (US$340,000)",3.25,no,
2016,Veerappan,Ram Gopal Varma,Sandeep Bharadwaj; Lisa Ray; Sachiin Joshi; Usha Jadhav,,,no,
2016,Fredrick,Rajesh Butalia,Prashant Narayanan; Avinash Dhyani,,,no,
2016,Housefull 3,Sajid-Farhad,Akshay Kumar; Abhishek Bachchan; Riteish Deshmukh; Jacqueline Fernandez; Lisa Haydon; Nargis Fakhri; Nikitin Dheer; Jackie Shroff,₹ 194.94 crore (US$29.01 million),194.94,yes,Abhishek Bachchan
2016,Project Marathwada,"Prakash Patel, Bhavin Wadia",Om Puri; Dalip Tahil; Seema Biswas,,,no,
2016,Do Lafzon Ki Kahani,Deepak Tijori,Randeep Hooda; Kajal Aggarwal,₹ 40 million,4.00,no,
2016,Dhanak,Nagesh Kukunoor,Hetal Gadda; Krrish Chabbria; Vipin Sharma; Vibha Chibber; Vijay Maurya,,,no,
2016,Te3n,Ribhu Dasgupta,Amitabh Bachchan; Vidya Balan; Nawazuddin Siddiqui,est. ₹ 323.1 million,32.31,no,
2016,Udta Punjab,Abhishek Chaubey,Shahid Kapoor; Alia Bhatt; Kareena Kapoor Khan; Diljit Dosanjh,est. ₹ 96.1–100 crore,,yes,Shahid Kapoor; Alia Bhatt; Kareena Kapoor Khan
2016,Raman Raghav 2.0,Anurag Kashyap,Nawazuddin Siddiqui; Vicky Kaushal; Sobhita Dhulipala,₹7 crore,7.00,yes,Vicky Kaushal
2016,Junooniyat,Vivek Agnihotri,Pulkit Samrat; Yami Gautam; Gulshan Devaiah; Hrishita Bhatt,"est. ₹ 41.0 million (US$430,000)",4.10,no,
2016,7 Hours To Go,Saurabh Varma,Shiv Panditt; Sandeepa Dhar; Natasa Stankovic; Varun Badola,,,no,
2016,A Scandall,Ishaan Shrivedi,Reeth Mazumder; Manav Kaul; Tanvi Vyas,,,no,
2016,Rough Book,Ananth Narayan Mahadevan,Amaan Khan; Tannishtha Chatterjee,,,no,
2016,Shorgul,"Pranav Kumar Singh , Jitendra Tiwari",Jimmy Sheirgill; Suha Gezen; Ashutosh Rana; Narendra Jha,,,no,
2016,Dil Toh Deewana Hai,Raja Bundela,Haider Khan; Sadha; Raj Babbar; Zeenat Aman; Sushmita Mukherjee; Alok Nath; Hemant Pandey,,,no,
2016,Sultan,Ali Abbas Zafar,Salman Khan; Anushka Sharma; Randeep Hooda; Amit Sadh; Parikshit Sahni; Kumud Mishra,₹ 631.25 crore (US$96.93 million),631.25,yes,Salman Khan
2016,Brahman Naman,Qaushiq Mukherjee,Shashank Arora; Sid Mallya; Denzil Smith; Biswa Kalyan Rath; Tanmay Dhananiya; Vaishwath Shankar,,,no,
2016,Great Grand Masti,Indra Kumar,Vivek Oberoi; Riteish Deshmukh; Aftab Shivdasani; Urvashi Rautela; Shraddha Das; Mishti; Pooja Bose; Sonali Raut; Shreyas Talpade,₹ 20 crore,20.00,yes,Vivek Oberoi
2016,Madaari,Nishikant Kamat,Irrfan Khan; Jimmy Sheirgill,₹ 287 million,28.70,no,
2016,Ishq Click,Anil Ballani,Adhyayan Suman; Sara Loren,,,no,
2016,M Cream,Agneya Singh,Imaad Shah; Ira Dubey; Raaghav Chanana,,,no,
2016,Dishoom,Rohit Dhawan,John Abraham; Varun Dhawan; Jacqueline Fernandez; Saqib Saleem; Ram Kapoor; Akshaye Khanna; Parineeti Chopra,est. ₹ 119.58 crore,119.58,yes,Varun Dhawan; Akshaye Khanna
2016,Love Ke Funday,Indervesh Yogee,Shaleen Bhanot; Pooja Banerjee,,,no,
2016,Mission Tiger,Dipu Karunakaran,Vijay Raaz; T. R. Bijulal,,,no,
2016,The Legend of Michael Mishra,Manish Jha,Arshad Warsi; Aditi Rao Hydari; Boman Irani; Kayoze Irani,,,no,
2016,Fever,Rajeev Jhaveri,Rajeev Khandelwal; Gauahar Khan; Gemma Atkinson; Victor Banerjee; Caterina Murino; Ankita Makwana,,,no,
2016,Hai Apna Dil Toh Awara,Monjoy Mukerji,Sahil Anand,,,no,
2016,Budhia Singh – Born to Run,Soumendra Padhi,Manoj Bajpayee; Mayur Patole,,,no,
2016,Mohenjo Daro,Ashutosh Gowariker,Hrithik Roshan; Pooja Hegde; Kabir Bedi; Arunoday Singh; Sharad Kelkar,₹107.8 crore,107.80,yes,Hrithik Roshan
2016,Rustom,Tinu Suresh Desai,Akshay Kumar; Ileana D'Cruz; Esha Gupta; Arjan Bajwa,₹ 216.35 crore (US$32.2 million),216.35,no,
2016,Happy Bhag Jayegi,Mudassar Aziz,Abhay Deol; Diana Penty; Momal Sheikh; Ali Fazal; Jimmy Sheirgill,est. ₹ 46.5 crore,46.50,yes,Abhay Deol
2016,Waarrior Savitri,Param Gill,Niharica Raizada; Lucy Pinder; Rajat Barmecha,,,no,
2016,A Flying Jatt,Remo D'Souza,Tiger Shroff; Jacqueline Fernandez; Nathan Jones; Kay Kay Menon; Amrita Singh,₹ 56.13 crore,56.13,yes,Tiger Shroff
2016,Akira,A.R. Murugadoss,Sonakshi Sinha; Konkona Sen Sharma; Raai Laxmi; Amit Sadh; Anurag Kashyap; Atul Kulkarni,est. ₹ 15.06 crore,15.06,yes,Sonakshi Sinha
2016,Yea Toh Two Much Ho Gayaa,Anwer Khan,Arbaaz Khan; Jimmy Sheirgill; Pooja Chopra; Bruna Abdullah; Devansh Sharma,,,yes,Arbaaz Khan
